id,api_football_id,name,firstname,lastname,age,nationality,height,weight,photo
130662,11491,Matías Meneses,,,,,,,https://media.api-sports.io/football/players/11491.png
157020,52801,J. Zambrano,,,,,,,
135690,55017,Gleison,,,,,,,
135691,160802,Glaybson,,,,,,,
135692,157411,Jeferson Maranhense,,,,,,,
135693,54733,Reinaldo,,,,,,,
135694,160830,Gilcimar,,,,,,,
122910,268849,Kevin Kállai,,,,,,,https://media.api-sports.io/football/players/268849.png
157021,52641,J. Castillo,,,,,,,
137993,65971,Santos Navarro,,,,,,,https://media.api-sports.io/football/players/65971.png
122484,28490,Gergő Rácz,,,,,,,https://media.api-sports.io/football/players/28490.png
138587,311441,Pablo Galindo,,,,,,,https://media.api-sports.io/football/players/311441.png
157022,103765,A. Arciniegas,,,,,,,
130665,12056,Camilo Ponce,,,,,,,https://media.api-sports.io/football/players/12056.png
130664,12223,Ignacio Ibanez,,,,,,,https://media.api-sports.io/football/players/12223.png
71284,28455,Stefan Drazic,,,,,,,https://media.api-sports.io/football/players/28455.png
142002,431142,Nkosikhona Ndaba,,,,,,,https://media.api-sports.io/football/players/431142.png
157023,212200,J. Cabrera,,,,,,,
157024,103876,J. Ruiz,,,,,,,
157025,52235,R. Mejía,,,,,,,
122829,321418,Zsolt Kojnok,,,,,,,https://media.api-sports.io/football/players/321418.png
144841,407846,Matej Busek,,,,,,,https://media.api-sports.io/football/players/407846.png
157026,224357,N. Andueza,,,,,,,
157027,52287,B. Palencia,,,,,,,
157041,53151,Luis Paz,,,,,,,https://media.api-sports.io/football/players/53151.png
157029,52254,J. Monsalve,,,,,,,
157030,52412,J. Parada,,,,,,,
157031,52607,C. Vásquez,,,,,,,
157032,52524,J. Sojo,,,,,,,
157033,103793,E. Vargas,,,,,,,
157034,224321,C. Bravo,,,,,,,
157035,224336,S. Briceño,,,,,,,
157036,224322,P. Calderaro,,,,,,,
157037,224323,R. Méndez,,,,,,,
59535,21012,Hamza Sakhi,,,,,,,https://media.api-sports.io/football/players/21012.png
157040,135042,J. Segura,,,,,,,
157042,224326,B. Contreras,,,,,,,
157043,135026,R. Díaz,,,,,,,
157044,103881,J. Cardoza,,,,,,,
157045,103858,A. Rosales,,,,,,,
157046,52420,O. Galindo,,,,,,,
157047,135023,W. Acuña,,,,,,,
157048,224339,D. Esquivel,,,,,,,
135860,123302,Samuel Araújo,,,,,,,
122423,2328,Ádám Kovácsik,,,,,,,https://media.api-sports.io/football/players/2328.png
157050,103943,G. Araque,,,,,,,
157051,224330,Y. Vagovits,,,,,,,
157052,224331,J. Cassiani,,,,,,,
157053,52878,A. Márquez,,,,,,,
157055,104003,J. Martínez,,,,,,,
157056,103983,A. Pacheco,,,,,,,
157057,52632,S. Schoonewolff,,,,,,,
157058,224334,G. Rivas,,,,,,,
157059,224359,C. Sánchez,,,,,,,
157060,224335,E. Rodríguez,,,,,,,
182731,186467,Gato,,,,,,,
182727,181413,Canario,,,,,,,https://media.api-sports.io/football/players/181413.png
135703,156542,Paulinho Oliveira,,,,,,,
135734,157519,Murilo Henrique,,,,,,,
135704,160777,Ramon,,,,,,,
135705,54554,Robério,,,,,,,
123046,390275,Balázs Gellén,,,,,,,https://media.api-sports.io/football/players/390275.png
123048,470397,Zaán Horváth,,,,,,,https://media.api-sports.io/football/players/470397.png
123049,470396,Ernest Romanchuk,,,,,,,https://media.api-sports.io/football/players/470396.png
135706,234417,Wagner Libano,,,,,,,
135707,160678,Gilmak,,,,,,,
135708,234456,Serginho,,,,,,,
157061,53158,Alan Sierra,,,,,,,
122589,28473,Szilárd Bokros,,,,,,,https://media.api-sports.io/football/players/28473.png
182732,181324,Álex Ligero,,,,,,,
135709,234408,Tallys,,,,,,,
135710,99469,Samuel,,,,,,,
135711,159449,Wandinho,,,,,,,
135712,234357,Reinaldo,,,,,,,
182733,186548,Álex Guillén,,,,,,,
135723,77736,Peri,,,,,,,https://media.api-sports.io/football/players/77736.png
135764,54028,Pimentinha,,,,,,,https://media.api-sports.io/football/players/54028.png
69311,41311,Gustavo,,,,,,,https://media.api-sports.io/football/players/41311.png
135715,234416,Hildo Aparecido,,,,,,,
130584,11568,Franco Bechtholdt,,,,,,,https://media.api-sports.io/football/players/11568.png
135716,234318,Marcinho Beija-Flor,,,,,,,
135714,55176,Edimar,,,,,,,https://media.api-sports.io/football/players/55176.png
135717,77782,Walber,,,,,,,https://media.api-sports.io/football/players/77782.png
135719,234457,Adson,,,,,,,
93219,11417,Juan Manuel Insaurralde,,,,,,,https://media.api-sports.io/football/players/11417.png
135720,159688,Alexandre,,,,,,,
122997,309996,M. Tuboly,,,,,,,https://media.api-sports.io/football/players/309996.png
135695,234402,Bruno Sabino,,,,,,,
135697,234403,Jackson,,,,,,,
135721,234444,Marco Antonio,,,,,,,
135698,200292,Ciro Sena,,,,,,,
135699,78040,Vinicius Hess,,,,,,,
135700,157593,Mauro Gomes,,,,,,,
135701,54815,Marcos Paraná,,,,,,,
135770,63987,Julinho,,,,,,,https://media.api-sports.io/football/players/63987.png
135722,157453,Mauro Viana,,,,,,,
135718,54576,Alex Travassos,,,,,,,https://media.api-sports.io/football/players/54576.png
135724,209118,Thiago Rômulo,,,,,,,
157062,52138,C. Hernández,,,,,,,
135725,234458,Ricardo,,,,,,,
121915,28366,Á. Bódi,,,,,,,https://media.api-sports.io/football/players/28366.png
135726,234459,Igor Eloy,,,,,,,
135727,80351,Neverton,,,,,,,
135728,234460,Mateus,,,,,,,
135729,195386,Rafael Alves,,,,,,,
135730,234461,Para,,,,,,,
130585,11814,Felipe Reynero,,,,,,,https://media.api-sports.io/football/players/11814.png
135731,234462,Bryan,,,,,,,
130674,11496,Joaquín García,,,,,,,https://media.api-sports.io/football/players/11496.png
135732,115922,Glaycon,,,,,,,
135733,116784,Getúlio Vargas,,,,,,,
135735,234463,Rafinha,,,,,,,
135736,115868,Rivaldo,,,,,,,
135737,106448,Weverton,,,,,,,
135738,234464,Jonathan,,,,,,,
135739,107968,Romário,,,,,,,
135740,115642,Geraldo,,,,,,,
135741,234430,Daniel Paulista,,,,,,,
135742,234424,Rodolfo Testoni,,,,,,,
135743,160043,Leonardo Dagostini,,,,,,,
135744,234465,Paulo Victor,,,,,,,
135745,54296,Dinélson,,,,,,,
135746,55092,Thiago Miracema,,,,,,,
135747,55300,Aleilson,,,,,,,
135748,77788,César Gaúcho,,,,,,,
135749,234423,Chiquinho,,,,,,,
135750,234425,Éder,,,,,,,
135751,110234,Kessi,,,,,,,
135752,115635,Coelho,,,,,,,
135753,234433,Wilker,,,,,,,
135754,234426,Marcelo Soares,,,,,,,
135755,116735,Jaílson,,,,,,,
135756,234428,Tiago Cavalcanti,,,,,,,
135757,234432,Léo Aro,,,,,,,
135758,77759,Bruno Veiga,,,,,,,
135759,234304,Rodrigo Mann,,,,,,,
135760,234466,Leonardo Dantas,,,,,,,
135761,234467,Lineker,,,,,,,
135762,234468,Vanin,,,,,,,
135763,166708,Alex,,,,,,,
135696,60030,Memo,,,,,,,https://media.api-sports.io/football/players/60030.png
135766,234437,Jefferson,,,,,,,
135767,166759,Diego Lira,,,,,,,
182736,182804,Lolo Guerrero,,,,,,,https://media.api-sports.io/football/players/182804.png
135772,234440,Filipinho,,,,,,,
135773,96389,Buba,,,,,,,
135774,234373,Teles,,,,,,,
135775,234438,Evandro Teixeira,,,,,,,
135776,160047,Graxa,,,,,,,
135777,234441,Marcelo Rosa,,,,,,,
135778,234469,Hugo,,,,,,,
135779,234470,Rodolfo,,,,,,,
135781,54136,Caio,,,,,,,
135782,54477,Galiardo,,,,,,,
135783,234265,Vinicius,,,,,,,
135784,77946,Ygor,,,,,,,
135785,55103,Vitor,,,,,,,
135786,234269,Gustavo,,,,,,,
135787,160800,Paulinho,,,,,,,
135788,54433,Caique,,,,,,,
135789,115833,Sheslon,,,,,,,
135790,234472,Giovanni,,,,,,,
135713,115851,Sinho,,,,,,,
157063,52162,B. Olaya,,,,,,,
135825,53987,Cleiton,,,,,,,
123060,419517,R. Toth,,,,,,,https://media.api-sports.io/football/players/419517.png
135824,53992,Eloir,,,,,,,https://media.api-sports.io/football/players/53992.png
123074,476883,Ádin Molnár,,,,,,,https://media.api-sports.io/football/players/476883.png
182740,181726,Óscar Sanz,,,,,,,https://media.api-sports.io/football/players/181726.png
75724,207825,Meshack Ubochioma,,,,,,,https://media.api-sports.io/football/players/207825.png
182738,182635,Gonzi,,,,,,,
123051,348272,A. Alaxai,,,,,,,
123057,27848,M. Kovacs,,,,,,,
135791,80700,Jean Theodoro,,,,,,,https://media.api-sports.io/football/players/80700.png
130683,11366,Carlos Lobos,,,,,,,https://media.api-sports.io/football/players/11366.png
123065,467675,Kevin Bánáti,,,,,,,https://media.api-sports.io/football/players/467675.png
157064,52265,V. Rivero,,,,,,,
135793,234473,Jhonatan,,,,,,,
135850,234315,Romário,,,,,,,
123055,378267,B. Olah,,,,,,,
135794,160341,Jorge,,,,,,,
123052,289734,M. Gresó,,,,,,,
123053,198622,S. Babić,,,,,,,
135795,234475,Levy,,,,,,,
123056,198273,K. Horváth,,,,,,,
123059,237091,L. Vera,,,,,,,
135796,234474,Bruno Alves,,,,,,,
123061,271296,C. Kröhn,,,,,,,
123063,137546,B. Farkas,,,,,,,
123064,476886,L. Ntsama,,,,,,,
135797,115872,Caleb,,,,,,,
123067,281956,B. Ruisz,,,,,,,
59072,21106,Antonio Mance,,,,,,,https://media.api-sports.io/football/players/21106.png
135809,80336,Edilson,,,,,,,https://media.api-sports.io/football/players/80336.png
135799,115571,Igor Maia,,,,,,,
135800,234476,Vitinho,,,,,,,
122902,319449,Patrick Iyinbor,,,,,,,https://media.api-sports.io/football/players/319449.png
135801,234443,Assis,,,,,,,
135802,234477,Anderson Santos,,,,,,,
123062,305859,M. Krivokapić,,,,,,,https://media.api-sports.io/football/players/305859.png
123072,307027,Á. Molnár,,,,,,,
135804,234478,Naftaly,,,,,,,
182741,326605,Isaac Akpakpan,,,,,,,
135829,234287,Bruno Chocolate,,,,,,,
135805,34026,Nildo,,,,,,,
130696,11671,J. Riquelme,,,,,,,
135807,159715,Guilherme,,,,,,,
135808,157832,Renan Silva,,,,,,,
135806,54915,Otávio,,,,,,,https://media.api-sports.io/football/players/54915.png
135810,156564,Jamerson,,,,,,,
135811,159737,Felipe Macena,,,,,,,
135812,234445,Gaspar,,,,,,,
135813,106539,Neto,,,,,,,
135814,234479,Wanderson,,,,,,,
135815,80458,Murilo,,,,,,,
130695,11657,Yerko Urra,,,,,,,https://media.api-sports.io/football/players/11657.png
135816,67287,Araujo,,,,,,,
135817,234446,Chileno,,,,,,,
135818,234480,Elielton,,,,,,,
135819,234481,Jefferson,,,,,,,
182742,313212,A. Passero,,,,,,,
135820,137152,Marcio José,,,,,,,
135821,77948,Rodrigo Ramos,,,,,,,
135822,77893,Arlindo Maracanã,,,,,,,
135823,234286,Paulo Ricardo,,,,,,,
135830,55265,Gelvane,,,,,,,
135831,27022,Gott,,,,,,,
135832,234339,Johildo,,,,,,,
135833,54688,Junior Chicão,,,,,,,
135834,159467,Rayllan,,,,,,,
135835,80165,Robson Simplício,,,,,,,
135836,234319,Anderson Rosa,,,,,,,
135837,54464,Alisson,,,,,,,
135838,74360,Arthur,,,,,,,
135839,54326,Bismarck,,,,,,,
135840,68502,Franco,,,,,,,
135841,112000,Hygor,,,,,,,
135842,77801,Felipe Nunes,,,,,,,
135843,234300,Dejair,,,,,,,
135844,54153,Maycon,,,,,,,
135845,234340,Walter,,,,,,,
76796,10511,Glédson,,,,,,,https://media.api-sports.io/football/players/10511.png
135847,54256,Ângelo,,,,,,,
135848,160091,Thiago Furlan,,,,,,,
135849,157835,Arthur,,,,,,,
135851,234324,Edinho,,,,,,,
135852,197273,Braga,,,,,,,
135853,55293,Washington,,,,,,,
157065,224281,L. Rivas,,,,,,,
135828,54471,Hiltinho,,,,,,,
135803,80408,Jardel,,,,,,,https://media.api-sports.io/football/players/80408.png
135798,106403,Igor,,,,,,,https://media.api-sports.io/football/players/106403.png
135846,9799,Cléber Alves,,,,,,,
135792,63983,Egon,,,,,,,https://media.api-sports.io/football/players/63983.png
157066,52142,A. Sandoval,,,,,,,
141995,443467,S. April,,,,,,,https://media.api-sports.io/football/players/443467.png
157067,53061,J. Chacón,,,,,,,
157068,53053,J. Ruíz,,,,,,,
141963,422782,Ramazani Tshimanga,,,,,,,https://media.api-sports.io/football/players/422782.png
157069,103974,C. Zabala,,,,,,,
157070,103929,G. Lettieri,,,,,,,
157071,224259,F. Rojas,,,,,,,
157072,224301,W. Rangel,,,,,,,
123054,129022,Ranko Jokić,,,,,,,https://media.api-sports.io/football/players/129022.png
78396,10486,Léo Gomes,,,,,,,https://media.api-sports.io/football/players/10486.png
123058,28019,E. Gyurákovics,,,,,,,https://media.api-sports.io/football/players/28019.png
182739,182728,Nil Jiménez,,,,,,,https://media.api-sports.io/football/players/182728.png
135854,101040,Gilson,,,,,,,
157078,52645,Guillermo Fernandez,,,,,,,https://media.api-sports.io/football/players/52645.png
135855,166680,Fernando Ribeiro,,,,,,,
135856,234288,Lê,,,,,,,
135857,54052,Samuel,,,,,,,
135858,77970,Zé Roberto,,,,,,,
157073,52418,Gleider Caro,,,,,,,https://media.api-sports.io/football/players/52418.png
135859,157334,Antônio Flávio,,,,,,,
140711,98933,B. Petersen,,,,,,,https://media.api-sports.io/football/players/98933.png
130705,12096,Diego Cayupil,,,,,,,https://media.api-sports.io/football/players/12096.png
130703,11550,Cristian Canio,,,,,,,https://media.api-sports.io/football/players/11550.png
135861,234302,Zé Carlos,,,,,,,
130706,12093,Alfredo Ábalos,,,,,,,https://media.api-sports.io/football/players/12093.png
135862,115884,Jônatas,,,,,,,
135863,234320,Fabio Lima,,,,,,,
135864,160816,Guidio,,,,,,,
135865,234341,Leomar,,,,,,,
135908,107042,Anderson Zangão,,,,,,,
135866,54280,Paulinho,,,,,,,
130714,11882,D. Soto,,,,,,,
135867,234294,Marcelo,,,,,,,
135868,234342,Michel,,,,,,,
130701,12083,Patricio Jerez Aguayo,,,,,,,https://media.api-sports.io/football/players/12083.png
135869,166693,Wagner Gomes,,,,,,,
135870,54324,Liniker,,,,,,,
135871,159644,Renato,,,,,,,
130712,75749,Fernando Otárola,,,,,,,https://media.api-sports.io/football/players/75749.png
135872,159975,Marcos,,,,,,,
135907,106430,Jean Silva,,,,,,,https://media.api-sports.io/football/players/106430.png
135874,234299,Diney,,,,,,,
135875,54636,Zeca,,,,,,,
135896,54476,Leandro Melo,,,,,,,https://media.api-sports.io/football/players/54476.png
135877,157503,Flávio Recife,,,,,,,
135878,88755,Jefferson Maranhão,,,,,,,
135879,157544,Fred,,,,,,,
135897,80647,Nando Carandina,,,,,,,https://media.api-sports.io/football/players/80647.png
130723,11695,Abel Hidalgo,,,,,,,https://media.api-sports.io/football/players/11695.png
135881,115632,Dênis Marques,,,,,,,
130724,11711,Misael Cubillos,,,,,,,https://media.api-sports.io/football/players/11711.png
135883,74556,João Henrique,,,,,,,
130725,80807,L. Sotomayor,,,,,,,
135905,159637,Luis Felipe,,,,,,,https://media.api-sports.io/football/players/159637.png
135886,157654,Renan Silva,,,,,,,
135887,55280,Robson,,,,,,,
135888,160376,Marinho Donizete,,,,,,,
130709,12092,C. Zamorano,,,,,,,https://media.api-sports.io/football/players/12092.png
135890,54763,Luiz Eduardo,,,,,,,https://media.api-sports.io/football/players/54763.png
97571,46361,L. Gordinho,,,,,,,https://media.api-sports.io/football/players/46361.png
135891,234344,Pedrinho,,,,,,,
135892,60244,Josimar,,,,,,,
135893,234308,Leo,,,,,,,
135894,234345,Duylio,,,,,,,
135895,54620,Marcus Vinicius,,,,,,,
135884,9643,Liel,,,,,,,https://media.api-sports.io/football/players/9643.png
135898,234292,Luiz Miguel,,,,,,,
135899,234293,Borebi,,,,,,,
135900,234296,Alex Silva,,,,,,,
135902,157343,Marcelinho,,,,,,,
135903,160694,Thiago Cristian,,,,,,,
135882,9655,Lúcio Flávio,,,,,,,https://media.api-sports.io/football/players/9655.png
157074,224340,H. Saliya,,,,,,,
135906,166685,Abuda,,,,,,,
135909,234301,Henry,,,,,,,
157075,59894,E. Arraga,,,,,,,
135911,78025,William Paulista,,,,,,,
135912,77906,Luiz Müller,,,,,,,
135913,115509,Rodrigo Celeste,,,,,,,
135914,54412,Douglas Lima,,,,,,,
135915,234346,Jackson,,,,,,,
135916,157605,Leonardo Luiz,,,,,,,
135917,112485,De,,,,,,,
135918,234235,Júlio Terceiro,,,,,,,
130567,11729,Guillermo Pacheco,,,,,,,https://media.api-sports.io/football/players/11729.png
135901,157730,Lucas Bahia,,,,,,,
135885,157614,Moises,,,,,,,
135873,146848,Diego Henrique,,,,,,,
135904,77755,Adalberto,,,,,,,https://media.api-sports.io/football/players/77755.png
135910,80695,Jadson,,,,,,,https://media.api-sports.io/football/players/80695.png
135880,41518,Nininho,,,,,,,https://media.api-sports.io/football/players/41518.png
157076,224347,J. Ríos,,,,,,,
135876,9529,Éverton Sena,,,,,,,https://media.api-sports.io/football/players/9529.png
135889,9274,Wallace,,,,,,,https://media.api-sports.io/football/players/9274.png
130720,11707,Hans Salinas,,,,,,,https://media.api-sports.io/football/players/11707.png
140864,46619,Bongani Mpandle,,,,,,,https://media.api-sports.io/football/players/46619.png
140979,46286,T. Nodada,,,,,,,https://media.api-sports.io/football/players/46286.png
157079,56982,N. Bubas,,,,,,,
157080,95026,B. Alfaro,,,,,,,
146828,39695,Adan Balbín,,,,,,,https://media.api-sports.io/football/players/39695.png
157082,224344,L. Caraballo,,,,,,,
157083,52948,L. Villarreal,,,,,,,
157084,224345,L. Pérez,,,,,,,
157085,58701,G. Díaz,,,,,,,
157086,52907,L. Escobar,,,,,,,
157087,104033,M. Quintero,,,,,,,
157088,52779,L. Parra,,,,,,,
130745,80827,Daniel Castro,,,,,,,https://media.api-sports.io/football/players/80827.png
135971,77942,Núbio Flávio,,,,,,,
135920,107334,Bruno Aquino,,,,,,,
135921,234347,Kassio,,,,,,,
130746,11381,Lucas Giovini,,,,,,,https://media.api-sports.io/football/players/11381.png
135923,77981,Andrezinho,,,,,,,
130734,11612,Camilo Saldaña,,,,,,,https://media.api-sports.io/football/players/11612.png
135924,234272,Henrique,,,,,,,
135925,234231,Joao Vitor,,,,,,,
135926,157651,Zulu,,,,,,,
135927,106474,Gabriel Barcos,,,,,,,
136007,141605,Itallo Phellipe,,,,,,,
135988,78172,João Paulo,,,,,,,https://media.api-sports.io/football/players/78172.png
135928,234234,Lucas Pará,,,,,,,
157089,224360,A. Bassano,,,,,,,
130747,11730,Victor Retamal,,,,,,,https://media.api-sports.io/football/players/11730.png
135931,234348,Carlos Alberto,,,,,,,
135932,157825,Michel Loures,,,,,,,
135933,234349,Pedro Henrique,,,,,,,
45180,47205,Alex Vallejo,,,,,,,https://media.api-sports.io/football/players/47205.png
135934,234350,Hieger,,,,,,,
135935,78022,Waldir,,,,,,,
135936,157523,Helton Luiz,,,,,,,
135937,66911,Pedrinho,,,,,,,
135922,111120,Marcel Simão,,,,,,,
135938,80334,João Paulo,,,,,,,
130735,12217,A. Díaz,,,,,,,
130732,11438,Cristian Guerra,,,,,,,https://media.api-sports.io/football/players/11438.png
135960,77878,Ramires,,,,,,,https://media.api-sports.io/football/players/77878.png
135940,55191,Daniel Pereira,,,,,,,
135941,157320,Alex,,,,,,,
130748,80797,F. Salinas,,,,,,,https://media.api-sports.io/football/players/80797.png
135942,77678,Mimica,,,,,,,
130633,11473,Alejandro Contreras,,,,,,,https://media.api-sports.io/football/players/11473.png
130600,11395,F. Manzano,,,,,,,https://media.api-sports.io/football/players/11395.png
135943,160635,Thiaguinho,,,,,,,
135944,160861,Jeferson,,,,,,,
135945,109063,Josimar,,,,,,,
135946,54131,Wilker,,,,,,,
123083,476363,Kristóf Lakatos,,,,,,,https://media.api-sports.io/football/players/476363.png
135947,234306,Ze Augusto,,,,,,,
135948,159761,Canga,,,,,,,
77139,32873,Diego,,,,,,,https://media.api-sports.io/football/players/32873.png
135949,116721,Michel Bertasso,,,,,,,
135950,78010,Hugo,,,,,,,
135951,234314,Itallo,,,,,,,
135952,92441,Gilberto Alemão,,,,,,,
136012,54227,David,,,,,,,https://media.api-sports.io/football/players/54227.png
135929,234242,Gabriel Yan,,,,,,,
135955,234351,Netto,,,,,,,
77591,114602,Lucas Crispim,,,,,,,
135930,80693,Luan,,,,,,,https://media.api-sports.io/football/players/80693.png
135957,234352,Airton Junior,,,,,,,
130760,11752,Nicolás Araya,,,,,,,https://media.api-sports.io/football/players/11752.png
135958,234243,Yago,,,,,,,
135959,67274,Samuel Negretti,,,,,,,
135986,159600,Natan,,,,,,,https://media.api-sports.io/football/players/159600.png
135961,157644,Fininho,,,,,,,
135962,54316,Tote,,,,,,,
135963,198137,Paulinho,,,,,,,
135964,54579,Clébson,,,,,,,
136014,55180,William Mineiro,,,,,,,
135967,157333,Netinho,,,,,,,
135968,115624,Túlio Souza,,,,,,,
135969,99128,Pedrão,,,,,,,
135970,116703,Paulão,,,,,,,
135972,234313,Maksuel,,,,,,,
135973,219465,Juliano Gimenez,,,,,,,
135974,234331,Alekito,,,,,,,
135975,35239,Sandro Mendonça,,,,,,,
135976,234353,Edilson,,,,,,,
135977,159848,Lucas Silva,,,,,,,
135978,234224,Ivonaldo,,,,,,,
135979,54925,Rodney,,,,,,,
135980,159631,André Luiz,,,,,,,
135981,135145,Eliomar,,,,,,,
135982,234354,Leo Oliveira,,,,,,,
135983,157295,Clécio,,,,,,,
135984,34965,Andrezinho,,,,,,,
135985,234355,Marcelo Henrique,,,,,,,
135956,64047,Rubens,,,,,,,https://media.api-sports.io/football/players/64047.png
135987,234317,Marquinhos,,,,,,,
135989,234337,Julio Vinicius,,,,,,,
135953,77888,Igor Bosel,,,,,,,
135991,54008,Marcos Antonio,,,,,,,
135992,157457,Dick,,,,,,,
135993,166682,Victor Melo,,,,,,,
135994,159885,Edmar,,,,,,,
135995,69200,Domivanio,,,,,,,
135996,234238,Dudu,,,,,,,
135997,55088,Alberto,,,,,,,
135998,159684,Lourival Assis,,,,,,,
135999,234321,Pedro Lucas,,,,,,,
136000,77771,Assisinho,,,,,,,
136001,160221,Anderson Costa,,,,,,,
136002,54459,Rafael Copetti,,,,,,,
136003,234358,Guilherme,,,,,,,
136004,77660,Diogo Sodre,,,,,,,
136005,160834,Pantera,,,,,,,
136006,210682,Célio Codó,,,,,,,
136009,15428,Lorran,,,,,,,
136010,157532,Robinho,,,,,,,
136011,54803,Rodrigo Vitor,,,,,,,
135990,77979,Murilo Prates,,,,,,,
135954,112511,Jacson,,,,,,,
136015,234359,Kaiqui,,,,,,,
135965,54180,Uallison Pikachu,,,,,,,
136008,77685,Guilherme Lucena,,,,,,,
136017,116664,Danilo Cintra,,,,,,,
199805,249640,F. Thery,,,,,,,
130639,11694,Manuel Bravo,,,,,,,https://media.api-sports.io/football/players/11694.png
136018,234335,Albano,,,,,,,
130681,12192,Diego Pezoa,,,,,,,https://media.api-sports.io/football/players/12192.png
136019,234323,Marciel,,,,,,,
136020,234325,Jonas Maia,,,,,,,
136021,115923,Rodrigo Fernandes,,,,,,,
136022,54801,Eric,,,,,,,
136023,234322,Carlinho Rech,,,,,,,
136024,234360,Madson,,,,,,,
130586,11404,Sebastián Zuñiga,,,,,,,https://media.api-sports.io/football/players/11404.png
130642,39702,Andrés Robles,,,,,,,https://media.api-sports.io/football/players/39702.png
136025,55268,Cassiano,,,,,,,
123086,376577,L. Vingler,,,,,,,https://media.api-sports.io/football/players/376577.png
136026,234334,Leandro Netto,,,,,,,
123038,461838,Miron Mucsányi,,,,,,,https://media.api-sports.io/football/players/461838.png
136090,80708,Romarinho,,,,,,,https://media.api-sports.io/football/players/80708.png
136029,157716,Fernando Júnior,,,,,,,
136030,115903,Roger,,,,,,,
136031,157524,Daniel,,,,,,,
136032,234329,Felipe Zang,,,,,,,
136073,166737,Bruno Luiz,,,,,,,
136034,234361,Marco Tiago,,,,,,,
136035,234362,Davi,,,,,,,
136036,234326,Bragança,,,,,,,
136028,106597,Pedro Augusto,,,,,,,
136037,234327,Vini,,,,,,,
199806,249843,R. Delcourt,,,,,,,
136038,78038,Zambi,,,,,,,
136039,55288,Ayrton,,,,,,,
136056,54662,Jean,,,,,,,https://media.api-sports.io/football/players/54662.png
136041,80345,Jaildo,,,,,,,
123047,470395,M. Kohut,,,,,,,https://media.api-sports.io/football/players/470395.png
136042,234328,Lucas Caires,,,,,,,
157090,219283,D. Altuna,,,,,,,
136044,54404,Café,,,,,,,
136045,234333,Nerylon,,,,,,,
130678,11567,Yerson Opazo,,,,,,,https://media.api-sports.io/football/players/11567.png
136046,54281,Janderson,,,,,,,
136047,234364,Leonardo Diniz,,,,,,,
136048,154943,Citta Junior,,,,,,,
136087,9466,Vitinho,,,,,,,https://media.api-sports.io/football/players/9466.png
136050,234365,Caio,,,,,,,
136051,198145,Romulo,,,,,,,
136052,234338,Bruno,,,,,,,
136033,234330,Mateus Alonso,,,,,,,
136053,106623,Alan,,,,,,,
136054,234366,Vitor,,,,,,,
136055,160295,Igor Neves,,,,,,,
136072,80650,Mauricio,,,,,,,https://media.api-sports.io/football/players/80650.png
136057,125287,Elivelton,,,,,,,
136058,234367,Alexandre,,,,,,,
130581,11570,Carlos Cisternas,,,,,,,https://media.api-sports.io/football/players/11570.png
136059,234368,Carlos,,,,,,,
136060,234369,Gabriel,,,,,,,
157091,52342,J. Vargas,,,,,,,
136043,54753,Rafael Tavares,,,,,,,https://media.api-sports.io/football/players/54753.png
136063,234370,Ronaldo,,,,,,,
136064,234371,Anderson,,,,,,,
136065,234372,Charles,,,,,,,
136066,234374,Cley,,,,,,,
136067,159734,Willian,,,,,,,
136068,54272,Italo,,,,,,,
136069,234282,Gleidson,,,,,,,
84011,54359,Dudu,,,,,,,https://media.api-sports.io/football/players/54359.png
136071,54988,Jerfeson,,,,,,,
136027,80699,Daniel Gigante,,,,,,,https://media.api-sports.io/football/players/80699.png
136040,234363,Luan Vitor,,,,,,,https://media.api-sports.io/football/players/234363.png
136074,152619,Leleco,,,,,,,
136075,195294,Gabriel Mendes,,,,,,,
136076,207903,Matheus,,,,,,,
136077,159659,Lucas,,,,,,,
136078,234262,Lincon,,,,,,,
136079,78032,Eduardo,,,,,,,
136080,127749,Mardley,,,,,,,
136081,234226,Marcelo Sabino,,,,,,,
136082,54484,Mikael,,,,,,,
136083,77819,Felipe Baiano,,,,,,,
136084,159607,Éder,,,,,,,
136085,54309,Yan,,,,,,,
136086,234227,Romildo,,,,,,,
136094,140566,Jefferson,,,,,,,https://media.api-sports.io/football/players/140566.png
136088,157717,Junior Juazeiro,,,,,,,
136089,159613,Valdir,,,,,,,
136091,112688,Renato Camilo,,,,,,,
136092,234249,Mauro,,,,,,,
136093,159728,Luan,,,,,,,
136070,157714,Chiclete,,,,,,,https://media.api-sports.io/football/players/157714.png
136096,234263,Leomar,,,,,,,
136097,157487,Geraldo,,,,,,,
136098,77770,Henrique,,,,,,,
136099,159701,Gedeil,,,,,,,
136100,55228,Fernando,,,,,,,
136101,54432,Dos Santos,,,,,,,
136102,159750,Alisson,,,,,,,
157093,104029,J. Ponce,,,,,,,
136049,55075,Jota,,,,,,,
136062,77924,Gabriel Passos,,,,,,,https://media.api-sports.io/football/players/77924.png
136095,137292,Gil Mineiro,,,,,,,https://media.api-sports.io/football/players/137292.png
157094,224350,A. Navarro,,,,,,,
157095,52872,V. Díaz,,,,,,,
157096,224351,J. Esqueche,,,,,,,
157097,224361,J. Escalona,,,,,,,
157098,52202,R. Leal,,,,,,,
199807,87085,M. Lemoine,,,,,,,
182764,349184,Paquirri,,,,,,,
199808,249639,Y. Senghor,,,,,,,
199809,191341,J. De Araujo,,,,,,,
