id,name,api_football_id,fd_name,rating_mu,rating_sigma
1351,Varzim,237.0,,1530.7906609760903,18.982787873776292
1352,Alverca,4724.0,,1516.3667854718824,8.76477591465801
1353,Cova De Piedade,241.0,,1481.5451626656748,84.25567144980336
1354,Al Orubah,2961.0,,1498.7819422243676,16.38147276468998
1355,Al-Qadisiyah FC,2933.0,,1531.412779827517,10.278632959721236
1356,Al Kholood,10509.0,,1513.1661088947951,12.193075731019691
1357,Raja Casablanca,976.0,,1511.58827615445,5.14008014133038
1358,Renaissance Berkane,962.0,,1517.9308107804916,5.142392801570117
1359,Maghreb Fès,3453.0,,1505.564261997136,4.535802008658698
1360,Wydad AC,968.0,,1512.3949908273933,4.705576798689568
1361,Moghreb Tetouan,965.0,,1494.4476257537374,4.8617420178179
1362,Olympique Safi,975.0,,1507.8219299207135,4.525317654397502
1363,UTS Rabat,14806.0,,1500.4076585730809,4.580602183153418
1364,FUS Rabat,977.0,,1509.1571951592814,4.6107090046710875
1365,Hassania Agadir,973.0,,1495.8081673649524,4.644932898021857
1366,Ittihad Tanger,974.0,,1500.4605897263716,4.57967130355997
1367,CODM Meknès,22218.0,,1494.998983757648,10.694169066964834
1368,CR Khemis Zemamra,3449.0,,1504.5213140954202,4.903495783247926
1369,Difaa EL Jadida,964.0,,1503.2252213086547,5.5350540096280785
1370,Riadi Salmi,3456.0,,1491.8220394986756,4.8906734936832095
1371,Chabab Mohammédia,6387.0,,1476.7828507105066,5.660475960833124
1372,FAR Rabat,969.0,,1514.7045879472905,5.496126130588707
1373,Olympique Dcheïra,3454.0,,1515.6630467222853,265.7803962053736
1374,Raja Beni Mellal,3455.0,,1346.6248904731747,262.5731167783065
1375,Mouloudia Oujda,1075.0,,1488.3173129000297,7.531018880266029
1376,Youssoufia Berrechid,1074.0,,1478.4227440237355,10.640591538273407
1377,Pacos Ferreira,234.0,,1486.0188908572502,4.562960528742114
1378,União de Leiria,4662.0,,1495.554764479094,4.502286930628929
1379,Felgueiras 1932,4744.0,,1498.0601820207057,6.8109308958772585
1380,Maritimo,214.0,,1493.8065815826974,5.0804625104555114
1381,CF Os Belenenses,17692.0,,1474.1425163865788,13.636420370084089
1382,Santa Clara,227.0,,1530.2729335509443,15.547177119540137
1383,AVS,21595.0,,1485.2254383683128,18.60688117377548
1384,Lusitânia Lourosa,6358.0,,1411.4153145773248,152.6376325134469
1385,Cherno More Varna,851.0,,1452.1428198638791,5.013936394684698
1386,CSKA 1948,1426.0,,1436.8491598023518,4.2921378972592095
1387,Septemvri Sofia,856.0,,1434.4486542797226,5.99094674168261
1388,Beroe,857.0,,1437.0547785821943,4.662819946866721
1389,Lokomotiv Sofia,1416.0,,1436.8802996938082,4.569938498011863
1390,Levski Sofia,646.0,,1458.553936221684,5.24727494863984
1391,Botev Vratsa,859.0,,1431.4532553749173,4.93321936840856
1392,Botev Plovdiv,634.0,,1440.8679270896948,4.337297748981751
1393,Lokomotiv Plovdiv,858.0,,1432.2240637442967,4.411173218752063
1394,Arda Kardzhali,1430.0,,1448.2467395842918,4.369634802045543
1395,Levski Krumovgrad,17306.0,,1426.0386187787308,4.968319215918069
1396,Slavia Sofia,854.0,,1434.2167280118786,4.28240862259753
1397,Ludogorets,566.0,,1495.2226091542366,5.707909933403525
1398,CSKA Sofia,853.0,,1451.106319241332,4.6865656067320565
1399,Hebar 1918,4659.0,,1421.5270160703644,5.422666682783388
1400,Spartak Varna,4660.0,,1435.5917462720347,5.753976946807911
1401,Pirin Blagoevgrad,1428.0,,1411.3023118745132,8.302430539051626
1402,Marek,8543.0,,1316.181834780753,263.43845358517666
1403,Etar Veliko Tarnovo,855.0,,1377.3143270809935,21.409421449127386
1404,Sportist Svoge,8550.0,,1298.552738717332,304.4323998688854
1405,Tsarsko Selo,1413.0,,1370.6834952714414,35.617596640340125
1406,Montana,1424.0,,1228.3956700662445,95.48515208320394
1407,GOŠK Gabela,3356.0,,1485.8964101103568,6.9368150293374535
1408,Radnik Bijeljina,3359.0,,1501.2728284722411,6.338420649286999
1409,FK Sarajevo,679.0,,1511.6178792000187,4.328496777413035
1410,Sloboda Tuzla,3360.0,,1480.745286538964,6.931167435573381
1411,Posušje,14146.0,,1500.5865496741571,4.345469635997753
1412,Igman Konjic,3367.0,,1494.324301463641,4.670065463076296
1413,Zeljeznicar Sarajevo,654.0,,1512.1379218452726,4.3689259620544885
1414,Siroki Brijeg,642.0,,1503.9860885275457,4.423949516273059
1415,Velež,3381.0,,1505.03533863379,4.346607531847219
1416,Sloga Doboj,8504.0,,1500.0748521776252,4.5271708280145875
1417,Zrinjski,588.0,,1521.0650158089304,4.69833195633659
1418,Borac Banja Luka,3364.0,,1518.8124387227895,4.1209072470690895
1419,Zvijezda 09,3362.0,,1433.4935137478146,31.349359445291544
1420,Tuzla City,3361.0,,1492.3060051195223,7.247960640767722
1421,Leotar,3370.0,,1497.2374890753601,14.940644796080923
1422,Rudar Prijedor,3377.0,,1418.9532333798677,46.9469916315718
1423,Mladost Doboj Kakanj,3358.0,,1319.0283957085176,103.99902639566437
1424,Olimpik Sarajevo,4282.0,,1279.3378276719163,105.07520836043334
1425,Krupa na Vrbasu,3357.0,,1367.1039563884294,106.44026717123317
1426,Seraing United,10244.0,,1414.1589670585963,12.403478995259968
1427,KRC Genk II,19045.0,,1398.9636282540403,12.423466544436257
1428,RSC Anderlecht II,19046.0,,1414.033977048648,11.00666438394965
1429,Deinze,6214.0,,1428.0182233842368,12.575683929048603
1430,Club Brugge II,14130.0,,1445.4615015856084,10.437094910841237
1431,Lokeren-Temse,14128.0,,1478.3156156786538,15.944824408908582
1432,Patro Eisden,6222.0,,1472.2549586511388,10.545550907188098
1433,SK Beveren,738.0,,1458.99065302853,10.314814866671226
1434,Lommel United,259.0,,1432.0235266930322,10.17210313743428
1435,Francs Borains,5805.0,,1432.1495731112343,12.144666485041496
1436,RAAL La Louvière,5902.0,,1526.2051137986775,35.03139668136445
1437,Liège,6220.0,,1442.8525724105025,11.548194760755493
1438,Zulte Waregem,600.0,,1467.955979362476,12.93835116445041
1439,K. Lierse S.K.,6219.0,,1440.4823732061916,10.482918221475373
1440,Beerschot VA,263.0,,1426.3309042593705,18.780337703977587
1441,Standard Liège II,19047.0,,1336.371864468349,23.3110975582124
1442,Dender,6215.0,,1440.9001664307702,19.322489292173596
1443,Oostende,624.0,,1406.7105113765497,29.6754580880156
1444,Excelsior Virton,4715.0,,1329.238541232116,36.2141739630936
1445,Royal Excel Mouscron,743.0,,1335.7834282619506,66.52504134707883
1446,Dinamo Batumi,705.0,,1549.1452372970164,4.28529419547285
1447,Kolkheti Poti,3507.0,,1549.2115718432294,8.245929077760747
1448,Saburtalo,3502.0,,1555.3006693678326,4.153185548470696
1449,Telavi,3511.0,,1542.945196583152,4.323739574514222
1450,Torpedo Kutaisi,685.0,,1554.0558383697057,4.2411469452591914
1451,Samtredia,581.0,,1540.420691656646,4.652371716571382
1452,Dila,3499.0,,1554.155179554423,4.2202679268344285
1453,Gagra,3505.0,,1544.276789845531,4.382988140796273
1454,Dinamo Tbilisi,2262.0,,1544.0969168304682,4.253145307918981
1455,Samgurali,10017.0,,1549.4273233378776,4.164448734895254
1456,Sioni,3503.0,,1522.5081854851244,18.34824292197332
1457,Rustavi,3501.0,,1385.600917395852,267.41635015737774
1458,Shukura,3510.0,,1495.9821164445243,16.780059076137228
1459,Gareji,14860.0,,1534.5250635349742,267.2674354059757
1460,Spaeri,14864.0,,1421.075772981877,200.8275497028351
1461,Lokomotivi Tbilisi,3500.0,,1474.848448467604,22.797633549955385
1462,Merani Martvili,10016.0,,1495.1313541950508,268.14284763509664
1463,Merani Tbilisi,3508.0,,1006.46647809926,183.1215689370702
1464,Chikhura Sachkhere,704.0,,1254.138688516113,177.61054700131956
1465,FC Eindhoven,422.0,,1438.986461845832,3.0589585270425834
1466,Den Bosch,421.0,,1439.0249896200705,3.1430950665341775
1467,Emmen,208.0,,1440.654075792296,3.4230490962199793
1468,Dordrecht,409.0,,1445.5209852657638,3.2239571083194414
1469,Helmond Sport,424.0,,1436.7496059433317,3.0569307859995156
1470,Jong Utrecht,428.0,,1429.3605882862719,3.5948776799643363
1471,MVV,412.0,,1437.8900375491708,3.0568770828930836
1472,Cambuur,420.0,,1448.3087227366468,3.597069921469178
1473,FC OSS,423.0,,1435.6685260026084,3.1801824040115414
1474,Telstar,427.0,,1443.2831020516535,3.0596723374140034
1475,ADO Den Haag,198.0,,1446.5950651374103,3.181404213980347
1476,VVV Venlo,204.0,,1437.0951712940175,3.085359606909785
1477,De Graafschap,199.0,,1444.2881764589413,3.1549449845964976
1478,Jong AZ,418.0,,1441.4565420160986,3.073870452705907
1479,Roda,414.0,,1440.8019922779063,3.177975424940316
1480,Jong PSV U21,411.0,,1432.5962309929341,3.1832272010928344
1481,Jong Ajax,425.0,,1434.1410419824415,3.125751545200772
1482,NAC Breda,203.0,,1438.4065151877394,4.379451556019
1483,Groningen,202.0,,1472.5032569044445,11.879002155961022
1484,Willem II,195.0,,1451.2538259524445,5.438550432868169
1485,Auda,4135.0,,1494.7602460026303,7.470648413817649
1486,Rīgas FS,4160.0,,1516.8038970778534,6.141290820543129
1487,FK Liepaja,661.0,,1479.7867516618248,7.398690014683156
1488,Tukums,4144.0,,1470.1364826723905,7.755581867860324
1489,FS Jelgava,18834.0,,1460.4014570798222,8.541750628536109
1490,BFC Daugavpils,4149.0,,1470.586939340688,7.47252994639939
1491,Grobiņa,4138.0,,1439.5798394269389,13.707166004504211
1492,Riga,10124.0,,1517.7226736679033,7.723971198298168
1493,Metta / LU,4159.0,,1469.3286067374704,8.086623971297923
1494,Valmiera / BSS,4153.0,,1483.1010213866323,7.657378628189742
1495,Super Nova,4143.0,,1394.6599676839896,28.175361143461142
1496,Skanste,16835.0,,1188.417876028281,265.1761981361508
1497,Spartaks Jurmala,589.0,,1454.8555341866759,33.80145147414569
1498,FK Ventspils,707.0,,1372.4383629551703,85.79304870364801
1499,Noah Jūrmala,16462.0,,1100.9103187244737,109.60421221017525
1500,Jelgava,4158.0,,1221.2858302990317,135.2000197538478
1501,Al-Adalah,2950.0,,1495.7983398810234,33.739030647120536
1502,Al Baten,2926.0,,1486.3684794816668,21.29491796902049
1503,Al-Faisaly FC,2930.0,,1499.795543002794,40.64086712081397
1504,Al-Ain,13170.0,,1232.1700202700188,116.61709867855028
1505,Ulsan Hyundai FC,2767.0,,1492.2548839564984,3.3686474159918403
1506,Pohang Steelers,2764.0,,1484.957618415955,3.1983263947298757
1507,Jeonbuk Motors,2762.0,,1484.76650568413,3.1439353515869675
1508,Daejeon Citizen,2750.0,,1486.9316895613822,3.4242956091663306
1509,Gwangju FC,2759.0,,1484.098436772087,3.230009506892748
1510,FC Seoul,2766.0,,1488.3506900362513,3.1120375395007467
1511,Incheon United,2763.0,,1482.6912633444447,3.103289319600558
1512,Suwon City FC,2756.0,,1484.0446821629962,3.159376014549526
1513,Gangwon FC,2746.0,,1488.3053771034315,3.1181382448934984
1514,Jeju United FC,2761.0,,1483.6132931787295,3.152538027684171
1515,Daegu FC,2747.0,,1483.1225701244264,3.1079098008176986
1516,Gimcheon Sangmu FC,2768.0,,1487.6350768585253,3.7389311349761263
1517,Asan Mugunghwa,2753.0,,1473.7550718440311,266.4840515832346
1518,Seoul E-Land FC,2749.0,,1209.5770144821608,265.5902283820698
1519,Suwon Bluewings,2765.0,,1480.4513329990245,5.060899374456618
1520,Busan I Park,2752.0,,1330.1800740076521,99.44488438289955
1521,Gimpo Citizen,7078.0,,1340.1223525849591,262.63028459813216
1522,Seongnam FC,2757.0,,1466.513503145881,11.87535294248756
1523,FC Anyang,2748.0,,1340.402240719051,262.7400327012372
1524,Al-Ittihad Kalba,2876.0,,1546.0517571097528,9.572317549253635
1525,Al-Wasl FC,2872.0,,1574.0022966116112,10.448614815604982
1526,Baniyas SC,2877.0,,1545.1261717631678,9.88125549612807
1527,Al-Jazira,2871.0,,1552.6220768328155,9.35171928397523
1528,Shabab Al Ahli Dubai,2870.0,,1589.140607402394,12.933809002841654
1529,Al Bataeh,9136.0,,1544.2817769189714,9.926465934046199
1530,Al Ain,2865.0,,1565.189842280338,9.622330653895956
1531,Khorfakkan,4912.0,,1543.9804963763718,9.740165289088104
1532,Al Wahda FC,2875.0,,1569.3842931430802,9.578228202268019
1533,Ajman,2879.0,,1548.8597842054269,9.157174268027985
1534,Al Urooba,9139.0,,1473.6228330969798,40.26095377985019
1535,Al Nasr,10155.0,,1554.0995348014671,9.349141558409169
1536,Dibba Al Hisn,9140.0,,1437.5128125014028,44.602543780605686
1537,Sharjah FC,2874.0,,1563.7100252569583,9.79040918317009
1538,Hatta SC,2869.0,,1390.9483479486482,73.53954090138257
1539,Emirates Club,2868.0,,1464.9810451389883,40.354678885033984
1540,Al-Dhafra,2873.0,,1419.5632028261643,43.50908957942507
1541,Dibba Al-Fujairah,2867.0,,1529.6440826112037,75.47508819391336
1542,Al Fujairah SC,2880.0,,1143.130153587458,152.61802092536425
1543,Al-Rayyan SC,2897.0,,1506.7691277290762,13.460249650860705
1544,UMM Salal,2899.0,,1478.0788824888878,13.713729293935787
1545,Al-Khor,2901.0,,1443.0702464331275,29.55629395508877
1546,Al-Gharafa,2903.0,,1516.2841740478716,14.112624306836002
1547,Qatar SC,2907.0,,1480.6831246707447,13.57228826836557
1548,Al-Duhail SC,2904.0,,1524.8738552905015,14.977444109034737
1549,Al Shamal,2916.0,,1493.9699569332072,13.475995486067143
1550,Al Sadd,2895.0,,1548.8114636377518,17.795145503768484
1551,Al Wakrah,2900.0,,1483.2519460719445,13.52385820427645
1552,Al Ahli Doha,2896.0,,1487.0474918752893,13.864759245616387
1553,Al-Arabi SC,2905.0,,1478.7814739689518,13.325796626167985
1554,Al Shahaniya,2893.0,,1486.7108115178232,30.838838912462162
1555,Muaither SC,2902.0,,1379.0492090981372,54.30580594544808
1556,Al-Markhiya,2908.0,,1468.9184299430824,29.125874012398587
1557,Al-Sailiya,2898.0,,1429.600015417133,44.31835367957804
1558,Al Kharaitiyat,2894.0,,1066.980239440403,165.1023254384281
1559,Persepolis FC,2742.0,,1545.7605850428279,7.311108326191719
1560,ZOB Ahan,2738.0,,1535.0099496614735,5.618249777648432
1561,Sepahan FC,2744.0,,1543.0558710124903,6.526099413292991
1562,Chadormalu SC,20299.0,,1521.98172774013,13.245037697341907
1563,Havadar,15541.0,,1521.8500948824872,5.991839621162124
1564,Kheybar Khorramabad,2716.0,,1523.6455059320874,13.743227275071147
1565,Malavan,2717.0,,1529.4004347190235,5.904242197432541
1566,Gol Gohar,2714.0,,1535.3461239740177,5.6211126071852515
1567,Esteghlal Khuzestan,2739.0,,1526.628089066278,6.869195331297304
1568,Aluminium Arak,2703.0,,1529.8478518081627,5.557454922053559
1569,Shams Azar Qazvin,18159.0,,1523.4367372864292,6.532369122909687
1570,Esteghlal FC,2733.0,,1531.6466004013462,6.2738610597253395
1571,Nassaji Mazandaran,2719.0,,1521.0891908702424,6.052603177766408
1572,Foolad FC,2734.0,,1537.9637544734926,5.6174680478877175
1573,Mes Rafsanjan,2706.0,,1523.3666632324143,5.716074301654901
1574,Tractor Sazi,2737.0,,1549.3412144371782,6.288524716926162
1575,Paykan,2741.0,,1516.5993988356947,10.290046021524986
1576,Sanat Naft,2743.0,,1508.1180573979304,10.700059678145832
1577,Naft Masjed Soleyman,2707.0,,1484.376373603768,24.11450423070306
1578,Mes Kerman,2718.0,,1463.666252996598,33.07668770199401
1579,Padideh Khorasan,2740.0,,1459.5588467796363,51.18933993559858
1580,Fajr Sepasi,2713.0,,1350.5273084504115,57.1850882520987
1581,Saipa,2736.0,,1301.041921412034,113.1215519025378
1582,Machine Sazi FC,2720.0,,1165.3260755246267,127.94181966129136
1583,Central Coast Mariners,941.0,,1518.4355944761992,4.55956800264202
1584,Melbourne Victory,944.0,,1525.8002266189344,4.11866577775321
1585,Auckland,24608.0,,1549.0447317894684,34.09790147188874
1586,Brisbane Roar,947.0,,1516.0689412964907,4.663994162825498
1587,Newcastle Jets,946.0,,1518.9701811417328,4.4831735937761525
1588,Melbourne City,945.0,,1529.3598797618185,4.148149752310976
1589,Western Sydney Wanderers,939.0,,1526.785527313506,4.264918630025123
1590,Sydney,943.0,,1522.622778758893,4.295353595889504
1591,Wellington Phoenix,942.0,,1516.4465108826716,4.346084191008392
1592,Western United,7573.0,,1525.1650673568408,4.289196565400898
1593,Macarthur,15550.0,,1519.8711794495948,4.295905914396622
1594,Perth Glory,940.0,,1508.748264627409,5.039895313421208
1595,Adelaide United,948.0,,1517.9746096267418,4.274178507131664
1596,ATK Mohun Bagan,15516.0,,1546.3795122652073,10.210845908607373
1597,Mumbai City,3478.0,,1522.709764911399,10.18356077102438
1598,Odisha,7177.0,,1524.032625428092,10.093192357447123
1599,Chennaiyin,3473.0,,1511.5679924561248,10.21799743639633
1600,Bengaluru,3472.0,,1524.006011741015,8.957747480942409
1601,East Bengal,3463.0,,1510.453740666891,10.783042897332207
1602,Kerala Blasters,3477.0,,1511.6109957548554,10.604882104434443
1603,Minerva Punjab,3466.0,,1501.473655495484,11.884981867699647
1604,Mohammedan,15585.0,,1413.685735773258,51.782960625873805
1605,NorthEast United,3479.0,,1520.2522899353517,10.26596655269309
1606,Goa,3475.0,,1538.6238048978307,9.739340993818937
1607,Jamshedpur,3476.0,,1519.4261577103484,9.62098317182323
1608,Hyderabad,7763.0,,1491.1827247041674,12.28419070060405
1609,Olympique Khouribga,972.0,,1494.323016980278,15.925874218636029
1610,Rapide Oued ZEM,967.0,,1482.9869243230087,37.74076046293961
1611,Haras El Hodood,1576.0,,1499.3927094769158,7.174885329904127
1612,Smouha SC,1044.0,,1499.8429262104867,4.294014314843913
1613,El Geish,1039.0,,1502.0810909914767,4.316894534050224
1614,AL Masry,1031.0,,1511.8400781123764,4.554908507947263
1615,El Gouna FC,1574.0,,1500.8742073656613,4.557143582536717
1616,Masr,7520.0,,1503.467444396317,5.173808851505241
1617,Future FC,16431.0,,1503.671929938231,4.378612617609782
1618,Enppi,1037.0,,1501.9489087095753,4.296436364099211
1619,Pharco,15736.0,,1505.168142457697,4.503683381706593
1620,Al Ittihad,1572.0,,1498.6526041138336,4.299412010362513
1621,Pyramids FC,1036.0,,1524.8258402030565,6.353796694998801
1622,Petrojet,1041.0,,1486.2119175841456,17.355156410631405
1623,Zamalek SC,1040.0,,1514.8184477222412,4.742063723226542
1624,National Bank of Egypt,15570.0,,1508.5352016833479,4.506556726655086
1625,Ismaily SC,1030.0,,1496.5162399286662,4.32171066001623
1626,Ghazl El Mehalla,13819.0,,1494.0813260177708,6.052872633601038
1627,Al Ahly,1577.0,,1529.3600090725201,6.19280876263125
1628,Ceramica Cleopatra,14651.0,,1506.544910615468,4.464859868561904
1629,El Mokawloon,1575.0,,1494.0385998341199,6.622186318116848
1630,Baladiyyat Al Mehalla,18036.0,,1475.4176350138177,18.795381213346527
1631,El Dakhleya,1032.0,,1486.2120987468443,7.4313218645854855
1632,Aswan Sc,1048.0,,1469.884173115849,16.11620932396602
1633,El Sharqia Dokhan,18053.0,,1504.1121081555789,42.04230126913753
1634,Misr EL Makasa,1038.0,,1342.141503939762,43.038141786155094
1635,El Entag EL Harby,1034.0,,1433.7793522480126,99.61214445642565
1636,Wadi Degla,1046.0,,1444.038677175825,96.64373577743983
1637,JS Kabylie,918.0,,1573.87453268346,3.7001986998434275
1638,MC Alger,906.0,,1577.4313225300104,4.119105424703709
1639,Paradou AC,915.0,,1567.2065999564297,3.679129876927396
1640,ASO Chlef,931.0,,1566.0972159784067,3.7052820712694583
1641,CS Constantine,911.0,,1567.9198185993735,3.7272850001364843
1642,Mostaganem,1070.0,,1574.2505745586882,14.886162661731692
1643,MC Oran,907.0,,1567.6060381424204,3.7406699362715234
1644,JS Saoura,914.0,,1569.556703467751,3.6738304319067807
1645,Olympique Akbou,10780.0,,1574.6077087828796,13.10208475905571
1646,NC Magra,1071.0,,1565.490582916126,3.7279920171238135
1647,Khenchela,10752.0,,1567.507643392036,3.8568750560997396
1648,CR Belouizdad,904.0,,1574.4738222120614,3.8631611169062214
1649,ES Setif,905.0,,1566.9713543488888,3.7043417299885064
1650,El Bayadh,10743.0,,1566.052245706615,3.881482933930654
1651,USM Alger,910.0,,1565.7620216757755,3.6741928544042737
1652,US Biskra,909.0,,1560.423194878169,3.7194409622616185
1653,Ben Aknoun,10792.0,,1557.9534973459374,16.73997331004823
1654,US Souf,19994.0,,1207.408213696964,93.83907844888516
1655,HB Chelghoum Laïd,10799.0,,1510.6256192934436,15.576260894420118
1656,RC Arba,937.0,,1555.4819113481142,11.823302768511425
1657,Hussein Dey,913.0,,1437.6226672185824,30.983844535977983
1658,WA Tlemcen,928.0,,1411.4197113166942,36.671944054511094
1659,Olympique Medea,908.0,,1521.834609296911,29.48417525186089
1660,RC Relizane,921.0,,1465.8958140354025,31.719330589960684
1661,JSM Skikda,933.0,,1102.0606835691467,118.22668753335655
1662,Bordj BOU Arreridj,925.0,,1273.3647645398405,94.83852935070908
1663,USM Bel Abbes,917.0,,1454.413956928352,84.90056776740647
1664,AS AIN Mlila,930.0,,1426.0981507890385,83.69820169008406
1665,Royal AM,10566.0,,1501.14591186324,5.855267997124412
1666,Cape Town City,2697.0,,1505.3928961587071,4.389206262795505
1667,Marumo Gallants,2682.0,,1509.2523792821116,5.538469951872842
1668,Kaizer Chiefs,2691.0,,1505.8595098739634,4.377485342572004
1669,Polokwane City,2693.0,,1505.6807531456104,5.123628977566393
1670,Amazulu,2669.0,,1509.2176835157727,4.380650604942858
1671,Richards Bay,10567.0,,1509.9492368166823,4.79950911897337
1672,TS Galaxy,8074.0,,1512.6868428187129,4.435933057717228
1673,Mamelodi Sundowns,2699.0,,1537.6774630031264,7.9301238475497655
1674,Supersport United,2694.0,,1506.3846165613668,4.388927343039508
1675,Orlando Pirates,2700.0,,1520.8070579951855,4.9262750195512695
1676,Chippa United,2698.0,,1504.8043531203032,4.5411842005424505
1677,Sekhukhune United,15537.0,,1513.2812016104556,4.374508256408165
1678,Magesi,19999.0,,1521.7685407862602,17.664714739285472
1679,Stellenbosch,4905.0,,1517.9640475978495,4.604019734649647
1680,Golden Arrows,2690.0,,1509.2438847682395,4.384182099989538
1681,Orbit College,10582.0,,1663.3366960755554,234.36425053137802
1682,Casric Stars,19997.0,,1248.4475918421783,204.45127270469334
1683,Moroka Swallows,10563.0,,1500.9523606688647,7.09811565469738
1684,Ajax Cape Town,2683.0,,1505.6127469144205,25.334897916236102
1685,University of Pretoria,10569.0,,1444.522456011517,143.28082067224574
1686,Baroka FC,2688.0,,1452.2684077771023,36.30743770966208
1687,Maritzburg Utd,2692.0,,1497.738900652219,15.039714440958097
1688,Cape Town ALL Stars,2662.0,,1460.8792759036319,248.58188883575377
1689,Bloem Celtic,2696.0,,1441.8178291703002,107.67547193195226
1690,Black Leopards,2661.0,,1357.4185617880473,116.89096342215069
1691,ES Tunis,980.0,,1582.231183505001,10.180419418185611
1692,US Tataouine,1190.0,,1511.271639285973,10.07413499078146
1693,ES Metlaoui,984.0,,1540.0275663395148,9.153195621543237
1694,AS Soliman,6253.0,,1528.3086585763574,9.522950768762822
1695,Jeunesse Sportive Omrane,18284.0,,1510.7769945493644,19.15322877060403
1696,EGS Gafsa,10604.0,,1523.7719875337557,10.90423673563587
1697,ES Zarzis,989.0,,1546.2068316337447,12.51049595253128
1698,Stade Tunisien,991.0,,1552.3966241310952,9.237574327325518
1699,ES Sahel,990.0,,1562.8718521538428,8.67063955260514
1700,Olympique Béja,10625.0,,1518.1556262609797,8.721763029843821
1701,AS Gabes,987.0,,1515.9762973527088,25.010777345308416
1702,CS Sfaxien,983.0,,1555.3997239903904,8.60791932789295
1703,CA Bizertin,981.0,,1534.6730763181474,9.046588895936564
1704,US Monastirienne,992.0,,1571.0001440552708,8.998473808383784
1705,US Ben Guerdane,986.0,,1530.3953035536267,8.931652616064914
1706,Club Africain,988.0,,1553.5596531028327,8.662817756471505
1707,AS Marsa,10368.0,,1463.873582811625,43.344656310256546
1708,ES Hammam-Sousse,10609.0,,1498.8292300933672,32.69445939691642
1709,AS Rejiche,10628.0,,1404.9286524813715,46.30571297002191
1710,EO Sidi Bouzid,10606.0,,1479.6207776142382,52.747603379529
1711,CS Chebba,6252.0,,1433.5485964290606,59.427653717296856
1712,CS Hammam-Lif,1191.0,,1383.7001800534197,130.02241396433467
1713,JS Kairouanaise,993.0,,838.1889529627596,177.28405996398246
1714,North Carolina,4005.0,,1542.959673560803,6.702314157287842
1715,Charleston Battery,3990.0,,1546.950281205736,4.167361907976749
1716,Miami FC,9030.0,,1522.3165759226654,4.661290877794221
1717,Colorado Springs,3992.0,,1544.9684980438046,3.7671183959525245
1718,El Paso Locomotive,3993.0,,1534.5534560436458,4.194804764355353
1719,Hartford Athletic,3995.0,,1538.9057839025802,4.710398817567384
1720,San Antonio,4017.0,,1537.6812704146716,4.205934842150154
1721,Loudoun United,3999.0,,1535.7557926952065,4.750768115551252
1722,Memphis 901,4001.0,,1540.1998789018066,3.981194481046859
1723,Las Vegas Lights,3998.0,,1540.6040114115679,4.125975379719347
1724,New Mexico United,4003.0,,1539.7750204326076,3.8972529327143675
1725,Pittsburgh Riverhounds,4010.0,,1542.3015106178905,4.209165614269813
1726,Phoenix Rising,4009.0,,1536.5786013633074,3.854388779816579
1727,Birmingham Legion,3989.0,,1537.8191067073503,4.098550436893204
1728,Oakland Roots,10874.0,,1535.3495622362705,4.017634341153875
1729,Indy Eleven,3996.0,,1539.9268388366393,4.106870645889003
1730,Sacramento Republic,4015.0,,1538.302764574361,4.014369688034617
1731,Orange County SC,4007.0,,1540.910404916816,3.8952981111417486
1732,Monterey Bay,18375.0,,1531.7450531014645,4.173544399039816
1733,Tampa Bay Rowdies,4021.0,,1539.1980456067174,4.170212466416943
1734,Louisville City,4000.0,,1549.019984570413,4.257050745108564
1735,Detroit City,9043.0,,1542.9211198969126,4.151986679106403
1736,FC Tulsa,4022.0,,1535.5709667690603,4.074238376571083
1737,Rhode Island,22855.0,,1552.6845219438367,7.80666031005188
1738,San Diego Loyal,9991.0,,1541.6612741196723,6.971593935212394
1739,Rio Grande Valley,4014.0,,1539.4713039168648,7.189361051532611
1740,Ventura County,3997.0,,1501.1206099180827,21.28585084035783
1741,New York RB II,4004.0,,1421.6909268129302,34.09861177964172
1742,Atlanta United II,3986.0,,1457.8153198299174,30.08041963221163
1743,OKC Energy,4006.0,,1458.435929508919,61.57890246867688
1744,Sporting KC II,4019.0,,1352.8571947802157,67.38329475425786
1745,Charlotte Independence,3991.0,,1634.2677946001697,62.06731687209044
1746,Real Monarchs,4012.0,,1374.395827655325,72.31743558538493
1747,Tacoma Defiance,4020.0,,1472.6752184473196,61.47921703708968
1748,Austin Bold,3987.0,,1533.0099139136119,58.16536986585963
1749,Reno 1868,4013.0,,1863.2932973666104,179.97371727386678
1750,Philadelphia Union II,3988.0,,1080.5979410207947,190.9754826649499
1751,Portland Timbers II,4011.0,,1093.8414813492166,202.97837538337498
1752,Saint Louis,4016.0,,1697.0537928369138,163.76245805657678
1753,Atlético Ottawa,10169.0,,1522.0785048390512,5.081453387480331
1754,York United,2623.0,,1521.945147038282,5.092287317857056
1755,Forge,3830.0,,1526.7058436600303,5.064641570248831
1756,Cavalry FC,2619.0,,1534.0177595496705,5.142375741012083
1757,Pacific FC,2622.0,,1519.701129174778,5.116790666748472
1758,HFX Wanderers FC,2621.0,,1520.858265339456,5.279726587383114
1759,Vancouver FC,20881.0,,1516.3830529140896,6.043370982232741
1760,Valour,3831.0,,1518.9416952591844,5.762267057984741
1761,FC Edmonton,2437.0,,1473.995950748305,32.05541770100304
