id,name,api_football_id,fd_name,rating_mu,rating_sigma
131,Ferrol,9409.0,Ferrol,1496.0799227864522,5.4440229676541705
132,Burgos,9580.0,Burgos,1498.7516348903955,2.8016861225202083
133,Albacete,722.0,Albacete,1499.7630087317782,2.93751212029273
134,Cartagena,5262.0,Cartagena,1498.7792137492222,2.6851765169970627
135,Eldense,9692.0,Eldense,1499.233920525737,5.640103430126962
136,Andorra,8157.0,Andorra,1496.1746116952731,3.2384411847334227
137,Mirandes,799.0,Mirandes,1497.7434726161498,2.7210081230474885
138,Alcorcon,711.0,Alcorcon,1496.9834982040181,3.457519732489129
139,Tenerife,719.0,Tenerife,1499.6870088083895,2.694574876814899
140,Oviedo,718.0,Oviedo,1501.7076815597513,2.7206913554991217
141,Ibiza,,Ibiza,1490.633669886322,3.940087144634848
142,Malaga,,Malaga,1493.9275325100195,3.656017035095117
143,Lugo,,Lugo,1488.2567580367972,3.648586543181027
144,Ponferradina,,Ponferradina,1493.7246266751729,3.54264715913609
145,Sociedad B,,Sociedad B,1480.5518273271969,10.668327882592937
146,Fuenlabrada,,Fuenlabrada,1480.7245563885037,5.894444803510802
147,Castellon,,Castellon,1458.7040784622063,18.738836626753066
148,Logrones,,Logrones,1468.0333213140634,18.53738021689456
149,Sabadell,,Sabadell,1489.9000867158475,17.238216439498416
150,Extremadura UD,,Extremadura UD,1446.5352159271629,64.37752048006149
151,La Coruna,,La Coruna,1521.315319287085,61.30827695768409
152,Numancia,,Numancia,1435.1774835691665,65.68453690806052
153,Empoli,511.0,Empoli,1544.0201813793822,3.1713617007557886
154,Verona,504.0,Verona,1543.1699134530702,3.289385979051638
155,Frosinone,512.0,Frosinone,1523.4899052690928,4.377331900136491
156,Napoli,492.0,Napoli,1547.9139226974278,3.2207790249239063
157,Genoa,495.0,Genoa,1543.7160212351419,4.3182773152008815
158,Fiorentina,502.0,Fiorentina,1543.0607111795607,2.861650183220491
159,Inter,505.0,Inter,1562.07177574121,3.1420371719327496
160,Monza,1579.0,Monza,1542.7081680157871,3.381956089461799
161,Roma,497.0,Roma,1550.547813217716,2.6837934894026825
162,Salernitana,514.0,Salernitana,1535.296422391915,3.377146921414184
163,Sassuolo,488.0,Sassuolo,1540.7802826624477,3.1515864167777163
164,Atalanta,499.0,Atalanta,1553.215911219416,2.8214755514929326
165,Lecce,867.0,Lecce,1539.2411491131022,3.753231926259777
166,Lazio,487.0,Lazio,1550.8890730432197,2.843423731168913
167,Udinese,494.0,Udinese,1544.2201632013637,3.2173996429242013
168,Juventus,496.0,Juventus,1554.5916064904638,2.913837770946721
169,Torino,503.0,Torino,1548.1858192911511,3.0857255301774535
170,Cagliari,490.0,Cagliari,1536.0567904689842,4.601671950573882
171,Bologna,500.0,Bologna,1554.584330661834,2.9001464754219843
172,Milan,489.0,Milan,1553.7423883369906,2.909612492717868
173,Sampdoria,498.0,Sampdoria,1502.359578569339,4.363465596738984
174,Cremonese,520.0,Cremonese,1503.6701815782496,5.212431329513895
175,Spezia,515.0,Spezia,1507.01357032331,4.266501417782016
176,Venezia,517.0,Venezia,1489.9101580088611,3.716931562168432
177,Parma,523.0,Parma,1494.2942975322146,3.6763191065364693
178,Crotone,,Crotone,1449.2089335102623,9.530301817395635
179,Benevento,,Benevento,1471.4059404493466,4.774416609931141
180,Brescia,518.0,Brescia,1484.914211879119,3.4839655712422495
181,Spal,,Spal,1473.8701996803889,4.826870045114546
182,Bari,508.0,Bari,1483.5453956721376,4.475502301141992
183,Palermo,522.0,Palermo,1487.3706227852826,4.215963105708489
184,Cosenza,10137.0,Cosenza,1483.7622330037536,3.709214466001907
185,Ascoli,507.0,Ascoli,1481.1583307054912,3.558399654447037
186,Catanzaro,1687.0,Catanzaro,1490.3155085407154,7.389704816209147
187,Ternana,516.0,Ternana,1481.0498300049182,3.738672488250557
188,Sudtirol,1578.0,Sudtirol,1485.5417196947164,4.506844302409521
189,Cittadella,510.0,Cittadella,1481.373098566804,3.5194899749024477
190,Reggiana,880.0,Reggiana,1486.4099628693257,5.4570509672433944
191,FeralpiSalo,884.0,FeralpiSalo,1470.0790905183233,10.484287340796527
192,Como,895.0,Como,1491.5018092888606,3.6003371510500752
193,Pisa,801.0,Pisa,1483.7812901237273,3.4805462929462605
194,Modena,899.0,Modena,1485.7610219132807,4.1606663548783445
195,Lecco,6379.0,Lecco,1447.7523138708157,15.902134266678102
196,Perugia,,Perugia,1474.556340266324,4.775359092300041
197,Reggina,,Reggina,1477.304281756373,4.739253840587165
198,Pordenone,,Pordenone,1433.4333973436649,10.750532217889951
199,Vicenza,,Vicenza,1461.572653828139,9.782853658015826
200,Alessandria,,Alessandria,1448.807887530093,14.136819795817113
201,Virtus Entella,,Virtus Entella,1385.3840451309322,26.01688950609843
202,Pescara,,Pescara,1420.522755793638,24.834710689002527
203,Chievo,,Chievo,1469.3444234887731,22.484614438451185
204,Trapani,,Trapani,1604.828947820507,78.74738025641788
205,Livorno,,Livorno,1204.2183457185465,98.28572904997185
206,Juve Stabia,,Juve Stabia,1386.8970394416174,77.90137314763248
207,Nice,84.0,Nice,1539.3739312889086,2.934818518390697
208,Lille,79.0,Lille,1547.4773914714838,2.8985762163732316
209,Marseille,81.0,Marseille,1543.7375991006602,2.941242754383049
210,Reims,93.0,Reims,1540.3613737852975,3.0882012411718702
211,Paris SG,85.0,Paris SG,1559.127643770711,3.033340708444294
212,Lorient,97.0,Lorient,1535.175410563444,3.204522899038784
213,Brest,106.0,Brest,1543.7335696550685,3.0184763258872653
214,Lens,116.0,Lens,1543.9652695758987,3.0917111071965184
215,Clermont,99.0,Clermont,1534.9875165596081,3.1673722471685486
216,Monaco,91.0,Monaco,1548.2768530269084,2.954078124677547
217,Montpellier,82.0,Montpellier,1540.1857284199064,3.155301668266001
218,Le Havre,111.0,Le Havre,1519.5672961786727,4.195429616750371
219,Nantes,83.0,Nantes,1534.800883666703,3.0889789556330105
220,Toulouse,96.0,Toulouse,1539.9637411632232,3.1267867179501585
221,Rennes,94.0,Rennes,1540.8062313729858,2.976233574373706
222,Metz,112.0,Metz,1521.8754030686046,4.412891176799739
223,Strasbourg,95.0,Strasbourg,1537.4450880080437,3.084929293592633
224,Lyon,80.0,Lyon,1546.1101017939175,2.90214379883567
225,Ajaccio,98.0,Ajaccio,1492.3938696303621,3.889483535333638
226,Angers,77.0,Angers,1505.63524120077,3.9462787746416876
227,Auxerre,108.0,Auxerre,1506.788022267905,4.380853373457914
228,Troyes,110.0,Troyes,1501.3902768504759,3.672884630987116
229,Bordeaux,78.0,Bordeaux,1492.1268983555453,3.339208405115984
230,St Etienne,1063.0,St Etienne,1495.5169629979014,3.3105777654519724
231,Dijon,,Dijon,1482.8327935587056,4.607806185823349
232,Nimes,,Nimes,1476.6587716091592,4.73321957515841
233,Amiens,87.0,Amiens,1491.1264916621278,3.1791256984314993
234,Grenoble,101.0,Grenoble,1488.0788349993804,3.1928791827145235
235,Rodez,1301.0,Rodez,1493.500558740659,3.175961167338185
236,Quevilly Rouen,431.0,Quevilly Rouen,1488.8843861937748,3.2391792288598658
237,Annecy,3012.0,Annecy,1491.15280217849,3.7071843044190014
238,Guingamp,90.0,Guingamp,1493.4736935166982,3.163588072971619
239,Concarneau,1300.0,Concarneau,1481.0617708807317,7.476580864562687
240,Bastia,1305.0,Bastia,1491.7888825755608,3.233002836627831
241,Dunkerque,1304.0,Dunkerque,1497.4165822453958,4.251770490273578
242,Laval,433.0,Laval,1491.5233398855655,3.893224093758695
243,Paris FC,114.0,Paris FC,1493.9183374656582,3.1329888790191585
244,Caen,88.0,Caen,1491.8523193180517,3.1353909613377304
245,Valenciennes,105.0,Valenciennes,1484.9798916607979,3.30111631368093
246,Pau FC,1297.0,Pau FC,1489.3679150469563,3.169780211192066
247,Niort,,Niort,1472.0797008266609,4.891137311083749
248,Sochaux,,Sochaux,1480.3462203339723,4.549879483533939
249,Nancy,,Nancy,1454.8934683828,9.565684575851368
250,Chateauroux,,Chateauroux,1399.8978074196607,35.04838001231108
251,Chambly,,Chambly,1471.1487670144295,30.373685311939845
252,Orleans,,Orleans,1235.5714509161064,127.50891941862854
253,Le Mans,,Le Mans,1390.9128874060864,118.79170926251851
254,Werder Bremen,162.0,Werder Bremen,1551.7870443965226,3.8793087270476847
255,Bayern Munich,157.0,Bayern Munich,1559.9573931709804,3.263770543093343
256,Augsburg,170.0,Augsburg,1548.5899550771055,3.394327703866286
257,M'gladbach,163.0,M'gladbach,1549.722656346565,3.2553392588931427
258,Hoffenheim,167.0,Hoffenheim,1548.2972867548478,3.171612059224483
259,Freiburg,160.0,Freiburg,1551.703246580831,3.064614310648702
260,Leverkusen,168.0,Leverkusen,1563.494978150085,3.0230358889086544
261,RB Leipzig,173.0,RB Leipzig,1555.6557950461274,3.073785431237827
262,Stuttgart,172.0,Stuttgart,1559.0370710258644,3.16605304531011
263,Bochum,176.0,Bochum,1548.4471018085671,3.3678961126853935
264,Wolfsburg,161.0,Wolfsburg,1551.606877192244,3.1889329877796255
265,Heidenheim,180.0,Heidenheim,1530.3475781158686,4.3111749089026805
266,Dortmund,165.0,Dortmund,1557.1372638536513,2.9438730227465237
267,FC Koln,192.0,FC Koln,1547.473469247015,3.3621820495345167
268,Union Berlin,182.0,Union Berlin,1549.6472989400029,3.1327414459958303
269,Mainz,164.0,Mainz,1551.7841935382712,3.3076941642934354
270,Ein Frankfurt,169.0,Ein Frankfurt,1551.1199714193137,2.9612366337263323
271,Darmstadt,181.0,Darmstadt,1507.7487701557902,5.233894630221465
272,Hertha,159.0,Hertha,1510.3456209048843,4.805819388612882
273,Schalke 04,174.0,Schalke 04,1494.5342806912513,4.920183603165392
274,Bielefeld,,Bielefeld,1478.2645410026703,5.407665305103806
275,Greuther Furth,178.0,Greuther Furth,1484.5197196544786,3.773075185991539
276,Paderborn,185.0,Paderborn,1487.6055035876147,3.6035069391277603
277,Fortuna Dusseldorf,158.0,Fortuna Dusseldorf,1491.136997104821,3.513205460694977
278,Hamburg,175.0,Hamburg,1489.913412992171,3.8334972159296044
279,Hannover,166.0,Hannover,1486.8375623648444,3.5685537524819138
280,Elversberg,1660.0,Elversberg,1480.2982929609461,7.130868545606468
281,Kaiserslautern,745.0,Kaiserslautern,1483.1139313968156,4.333187517908146
282,St Pauli,186.0,St Pauli,1493.7321522870136,3.744103078383511
283,Osnabruck,1324.0,Osnabruck,1480.0897504343986,6.535213609885134
284,Karlsruhe,785.0,Karlsruhe,1489.2415363349041,3.5989789044068714
285,Wehen,1319.0,Wehen,1468.681984791863,6.5600640869345686
286,Magdeburg,179.0,Magdeburg,1479.728918758501,4.406770507179562
287,Braunschweig,744.0,Braunschweig,1479.2241418451865,4.157252920426821
288,Holstein Kiel,191.0,Holstein Kiel,1490.974042676683,3.5928511279400954
289,Hansa Rostock,1321.0,Hansa Rostock,1474.978942677444,3.875321281134592
290,Nurnberg,171.0,Nurnberg,1479.811162578593,3.5553469053123936
291,Regensburg,,Regensburg,1467.9029789109295,5.46341941467938
292,Sandhausen,,Sandhausen,1467.7851131104924,5.24736790009093
293,Dresden,,Dresden,1453.8895577378985,11.860309920017562
294,Ingolstadt,,Ingolstadt,1420.6900189078492,27.600206190790452
295,Erzgebirge Aue,,Erzgebirge Aue,1451.8081021520566,11.324874389769837
296,Wurzburger Kickers,,Wurzburger Kickers,1417.8312817705378,41.08398838501847
297,Volendam,416.0,Volendam,1481.962710589674,4.609125500052036
298,Vitesse,200.0,Vitesse,1466.3815907659819,4.182296629526013
299,PSV Eindhoven,197.0,PSV Eindhoven,1551.3482312298383,3.898402185372556
300,Utrecht,207.0,Utrecht,1523.6982987237939,4.430822831013609
301,Heerenveen,210.0,Heerenveen,1512.8679385508133,4.449164336404893
302,Waalwijk,417.0,Waalwijk,1509.720598044408,4.432833959713139
303,Ajax,194.0,Ajax,1530.3351428121352,3.788725625003149
304,Heracles,206.0,Heracles,1511.4834066161598,5.44372874770929
305,Zwolle,193.0,Zwolle,1508.3190016305143,5.573354576342082
306,Sparta Rotterdam,426.0,Sparta Rotterdam,1520.9983770903743,4.436524147817518
307,Nijmegen,413.0,Nijmegen,1521.9491826442636,4.441119219802442
308,Excelsior,196.0,Excelsior,1480.3176462559836,4.606900100847353
309,AZ Alkmaar,201.0,AZ Alkmaar,1534.5959970417716,3.7783828900394947
310,Go Ahead Eagles,410.0,Go Ahead Eagles,1523.2505567682842,4.209774333759358
311,Feyenoord,209.0,Feyenoord,1548.8058056441482,3.779380354376689
312,For Sittard,205.0,For Sittard,1513.3878354783883,4.4798568657964255
313,Almere City,419.0,Almere City,1504.7965272218535,5.719745997170642
314,Twente,415.0,Twente,1531.8700075231466,4.0064241343964015
315,Cambuur,,Cambuur,1491.246146633593,9.280568714955074
316,FC Emmen,,FC Emmen,1505.5822776911557,9.388089205419195
317,Groningen,,Groningen,1488.6407186638385,8.8349083389873
318,Willem II,,Willem II,1499.4452159116802,17.686553742731377
319,VVV Venlo,,VVV Venlo,1353.532006437047,43.38440621265024
320,Den Haag,,Den Haag,1382.6291706737711,46.99537654139771
321,Sp Braga,217.0,Sp Braga,1540.3687329384484,3.6621725421383204
322,Famalicao,242.0,Famalicao,1527.757850493768,3.873163402070546
323,Gil Vicente,762.0,Gil Vicente,1526.0245665458856,3.7913551806632095
324,Portimonense,216.0,Portimonense,1497.5995835130466,3.493701560247211
325,Farense,231.0,Farense,1523.921328273961,4.346109993077987
326,Casa Pia,4716.0,Casa Pia,1524.7909970209557,3.966046501708995
327,Sp Lisbon,228.0,Sp Lisbon,1552.8568613495609,3.8001326133219755
328,Vizela,810.0,Vizela,1510.9610447536709,3.506438922641851
329,Rio Ave,226.0,Rio Ave,1529.1458425768997,3.9629844559259575
330,Chaves,223.0,Chaves,1503.153056387523,3.602806483415138
331,Estrela,15130.0,Estrela,1521.8244897356274,4.548993124287671
332,Guimaraes,224.0,Guimaraes,1537.4158432132929,3.643989186041422
333,Arouca,240.0,Arouca,1528.9867109680324,3.78064904351659
334,Estoril,230.0,Estoril,1522.8853209047318,4.0083068526460695
335,Moreirense,215.0,Moreirense,1531.0728106573604,4.227814564950283
336,Porto,212.0,Porto,1545.2064699733046,4.199479196392007
337,Boavista,222.0,Boavista,1522.6888754454756,3.9040007630315077
338,Benfica,211.0,Benfica,1548.2774382126163,3.6085279002636392
339,Maritimo,,Maritimo,1518.6105660074602,6.392927904462217
340,Santa Clara,,Santa Clara,1515.4708786924555,6.555117349347206
341,Pacos Ferreira,,Pacos Ferreira,1518.9015004604535,6.7612090151775135
342,Tondela,,Tondela,1502.6770310686315,13.351279478325303
343,Belenenses,,Belenenses,1505.6597357294256,12.897905264431405
344,Nacional,,Nacional,1388.502400647322,46.913522427303526
345,Aves,,Aves,1125.3137197754565,120.59843873179877
346,Setubal,,Setubal,1334.1697299029636,99.94937919516032
347,St. Gilloise,1393.0,St. Gilloise,1536.0247139071298,3.5530537456246187
348,Anderlecht,554.0,Anderlecht,1533.5318724131303,3.1979138653976227
349,Eupen,739.0,Eupen,1498.4788647858695,4.060582884443936
350,Westerlo,261.0,Westerlo,1520.550510936247,3.740791304880762
351,Charleroi,736.0,Charleroi,1522.7433816692055,3.707158315188493
352,Oud-Heverlee Leuven,260.0,Oud-Heverlee Leuven,1523.5974871708042,3.556699789768662
353,RWD Molenbeek,6224.0,RWD Molenbeek,1505.0608939248982,4.629382777056738
354,Genk,742.0,Genk,1528.4061558888225,3.357333870852047
355,Antwerp,740.0,Antwerp,1528.8685413738483,3.4968200434518057
356,Cercle Brugge,741.0,Cercle Brugge,1528.0231812778147,3.3474049992962565
357,Gent,631.0,Gent,1531.792588124163,3.132056219370839
358,Kortrijk,734.0,Kortrijk,1515.9904909976572,4.129623298403543
359,Club Brugge,569.0,Club Brugge,1542.7788595876252,3.112558518804719
360,Mechelen,266.0,Mechelen,1526.5030028855467,3.5322142979409255
361,St Truiden,735.0,St Truiden,1524.3437667721557,3.483379465709304
362,Standard,733.0,Standard,1520.7962184235075,3.500717675108894
363,Waregem,,Waregem,1507.3992006715316,6.6741981594179745
364,Seraing,,Seraing,1497.2404367226347,8.531851415606319
365,Oostende,,Oostende,1507.5334118682924,6.71476183142059
366,Beerschot VA,,Beerschot VA,1462.4603866889158,17.79079877610961
367,Mouscron,,Mouscron,1453.2576458022718,39.014658877279636
368,Waasland-Beveren,,Waasland-Beveren,1443.42256908847,40.83726808506926
369,Trabzonspor,998.0,Trabzonspor,1511.8977387949453,3.1693735232730407
370,Antalyaspor,1005.0,Antalyaspor,1507.7695329221565,3.307608866504625
371,Kasimpasa,1004.0,Kasimpasa,1510.5474996658047,3.286502005221083
372,Ankaragucu,1010.0,Ankaragucu,1505.6703912294997,3.6202368993663754
373,Konyaspor,607.0,Konyaspor,1508.0036516385119,3.291703391953713
374,Istanbulspor,3578.0,Istanbulspor,1495.677345146429,4.664722170988158
375,Kayserispor,1001.0,Kayserispor,1505.4150718541996,3.2934728114023635
376,Galatasaray,645.0,Galatasaray,1532.1200677255017,3.4962289747367676
377,Pendikspor,3601.0,Pendikspor,1499.3213664912344,9.83444737929388
378,Hatayspor,3575.0,Hatayspor,1503.780714193576,3.568767019216782
379,Sivasspor,1002.0,Sivasspor,1511.1458751750322,3.2811644105821105
380,Samsunspor,3603.0,Samsunspor,1502.841333980279,8.261539702839602
381,Ad. Demirspor,3563.0,Ad. Demirspor,1508.4623594327556,3.42117309330012
382,Rizespor,1007.0,Rizespor,1505.8491405456673,4.043621339512078
383,Fenerbahce,611.0,Fenerbahce,1534.2592195172244,3.411927403800098
384,Gaziantep,3573.0,Gaziantep,1504.4212235663301,3.6114810811778075
385,Alanyaspor,996.0,Alanyaspor,1510.0104253301936,3.3120469695081116
386,Buyuksehyr,564.0,Buyuksehyr,1518.2846451819948,3.217875107180403
387,Karagumruk,3589.0,Karagumruk,1506.2429257860056,3.2796823947873666
388,Besiktas,549.0,Besiktas,1518.1146664342075,3.2502627030068485
389,Giresunspor,,Giresunspor,1504.915747461398,5.3320797551563315
390,Umraniyespor,,Umraniyespor,1486.891442669509,13.649172996538276
391,Altay,,Altay,1477.7777277021173,17.48226177924046
392,Goztep,,Goztep,1474.1783165508252,9.848126488462276
393,Yeni Malatyaspor,,Yeni Malatyaspor,1457.0490813930528,11.877640462405035
394,Denizlispor,,Denizlispor,1411.83383943458,29.78016874769674
395,Erzurum BB,,Erzurum BB,1465.0327512737083,29.033133196877895
396,Genclerbirligi,,Genclerbirligi,1457.885074883638,27.050617661202626
397,Celtic,247.0,Celtic,1533.0725032501402,4.988727289279399
