fixture_id,league_id,date_utc,calendar_year,side,is_home,shots_total,shots_on_goal,shots_inside_box,shots_outside_box,blocked_shots,corners,possession,pass_accuracy,xg
306735,45,2025-06-15 23:00:00,2025,home,true,9,6,7,2,1,4,57,66,0.88
280180,29,2018-04-19 17:00:00,2018,away,false,17,8,12,5,3,5,,,1.56
602797,106,2026-01-24 13:00:00,2026,home,true,10,2,4,6,5,4,55,80,0.67
213498,8,2021-11-01 17:00:00,2021,home,true,11,4,4,7,2,5,46,80,0.71
185506,1,2025-03-08 12:30:00,2025,home,true,9,4,6,3,2,3,31,80,0.8
97420,46,2023-03-04 19:00:00,2023,away,false,8,3,2,6,1,2,49,77,1.08
264714,21,2024-05-18 10:00:00,2024,home,true,5,2,3,2,0,2,48,72,0.42
307,1,2024-04-06 14:00:00,2024,home,true,14,4,9,5,4,14,67,85,1.21
225333,11,2016-11-05 14:30:00,2016,home,true,14,6,6,8,1,5,,,0.97
258927,20,2016-04-30 20:00:00,2016,home,true,16,3,7,9,7,10,,,1.12
155162,92,2024-04-25 00:30:00,2024,away,false,7,4,3,4,3,6,31,72,0.49
263971,21,2021-08-25 10:00:00,2021,away,false,8,5,5,3,0,0,32,65,0.68
98117,46,2022-08-20 21:05:00,2022,home,true,11,2,8,3,3,6,57,83,1.03
225632,11,2017-11-03 19:30:00,2017,away,false,12,7,8,4,0,8,,,1.06
209752,7,2021-01-06 11:30:00,2021,away,false,10,4,9,1,3,6,39,78,1.07
127035,38,2020-05-30 07:30:00,2020,away,false,13,2,7,6,5,3,,,1.02
157049,92,2020-09-30 22:15:00,2020,home,true,23,10,14,9,4,5,,,1.93
322099,57,2017-10-20 22:30:00,2017,home,true,19,8,11,8,3,10,,,2.19
222430,10,2020-10-24 17:00:00,2020,away,false,16,2,8,8,3,7,,,1.2
246963,16,2025-01-17 17:00:00,2025,home,true,8,3,4,4,1,5,39,73,0.6
73301,28,2023-07-30 23:00:00,2023,away,false,9,4,6,3,3,5,54,70,0.8
211206,7,2025-10-29 17:30:00,2025,away,false,13,9,11,2,2,3,29,62,1.34
256738,19,2024-05-04 21:30:00,2024,home,true,18,3,6,12,10,8,43,72,1.11
145911,36,2025-03-08 12:30:00,2025,away,false,14,3,8,6,2,6,62,74,1.13
307138,46,2016-06-02 01:00:00,2016,home,true,8,2,6,2,2,3,,,1.41
12075,6,2024-01-28 13:00:00,2024,home,true,14,5,10,4,3,7,49,70,1.29
225600,11,2017-09-20 18:30:00,2017,away,false,12,5,6,6,2,6,,,0.9
200688,5,2020-06-23 17:30:00,2020,home,true,6,2,3,3,2,7,,,1.09
273087,25,2022-09-04 12:30:00,2022,away,false,12,4,8,4,4,3,47,67,1.06
195759,4,2021-09-04 14:00:00,2021,home,true,8,3,6,2,2,3,46,57,0.76
380840,25,2026-05-10 15:00:00,2026,away,false,10,1,7,3,2,5,69,84,1.34
222262,10,2019-12-21 15:00:00,2019,home,true,14,8,10,4,2,8,,,1.94
270021,24,2020-07-11 17:30:00,2020,home,true,2,1,0,2,1,0,,,0.07
366890,98,2020-03-03 19:45:00,2020,away,false,20,3,8,12,5,14,,,1.34
231534,12,2025-04-06 11:30:00,2025,away,false,17,2,11,6,9,5,54,85,1.48
372341,14,2026-02-21 15:30:00,2026,home,true,10,7,8,2,1,4,61,87,0.99
37208,19,2023-11-23 22:00:00,2023,home,true,15,4,10,5,6,4,31,72,1.33
187818,2,2019-01-26 15:00:00,2019,home,true,7,5,4,3,0,10,,,0.57
321951,57,2017-07-29 22:00:00,2017,home,true,15,4,8,7,6,8,,,1.17
260574,20,2025-05-03 23:30:00,2025,away,false,9,3,4,5,3,6,47,86,0.64
189954,2,2022-11-12 15:00:00,2022,away,false,11,3,7,4,3,4,55,88,0.95
157727,87,2023-09-08 18:45:00,2023,away,false,5,3,4,1,0,0,25,72,0.49
267321,23,2018-04-15 18:00:00,2018,home,true,15,4,6,9,5,10,,,1.01
123654,73,2023-02-03 19:00:00,2023,home,true,11,6,6,5,4,1,46,84,0.87
270844,24,2024-08-25 17:00:00,2024,away,false,11,4,8,3,1,3,60,80,1.03
130373,62,2023-02-03 08:45:00,2023,home,true,12,4,8,4,3,2,40,80,1.06
588814,40,2026-04-18 18:00:00,2026,away,false,11,2,7,4,1,6,68,80,0.85
139781,20,2022-07-10 00:30:00,2022,home,true,19,8,10,9,7,8,60,91,1.47
356825,92,2019-05-09 22:15:00,2019,away,false,9,0,5,4,4,4,,,0.72
281480,29,2024-04-07 14:30:00,2024,home,true,10,1,6,4,3,3,54,81,0.83
97680,46,2023-09-09 00:40:00,2023,home,true,9,5,8,1,0,7,51,81,0.96
274505,26,2021-08-28 18:30:00,2021,away,false,13,3,8,5,4,8,67,85,1.09
200603,5,2020-02-09 11:00:00,2020,home,true,12,7,8,4,2,1,,,1.06
273178,25,2023-03-19 16:00:00,2023,away,false,8,2,6,2,2,11,54,68,0.76
199268,5,2016-09-16 18:45:00,2016,home,true,23,7,16,7,8,7,,,2.08
187031,2,2017-09-26 18:45:00,2017,away,false,8,3,3,5,0,0,,,0.52
332029,64,2019-04-14 01:00:00,2019,away,false,10,5,3,7,1,4,,,0.59
243044,15,2025-09-14 14:00:00,2025,home,true,8,2,4,4,2,4,56,76,1.89
157068,86,2021-10-08 01:40:00,2021,away,false,8,4,7,1,1,3,46,80,0.84
323098,57,2025-07-23 00:30:00,2025,away,false,5,5,3,2,0,3,58,90,0.42
184785,1,2022-04-16 14:00:00,2022,away,false,23,6,13,10,5,8,76,89,1.85
281157,29,2022-05-01 13:00:00,2022,home,true,12,4,6,6,3,4,41,76,0.9
359095,96,2025-08-12 18:45:00,2025,home,true,13,6,6,7,3,8,63,85,0.94
14478,7,2024-05-11 18:45:00,2024,away,false,13,7,10,3,5,3,33,81,1.26
256897,19,2024-08-10 19:00:00,2024,away,false,12,2,4,8,3,6,50,81,0.74
214723,8,2025-12-08 14:00:00,2025,home,true,8,3,4,4,3,2,52,85,0.6
214562,8,2025-05-09 18:30:00,2025,away,false,11,0,5,6,6,2,58,78,0.79
244285,16,2016-02-20 14:00:00,2016,away,false,7,2,2,5,2,4,,,0.41
371645,8,2026-02-28 16:15:00,2026,home,true,22,5,15,7,7,7,66,79,1.97
222499,10,2020-12-12 18:00:00,2020,home,true,14,3,8,6,2,4,52,81,1.13
125958,37,2021-01-19 14:10:00,2021,away,false,14,5,6,8,3,5,46,81,0.97
230777,12,2021-11-06 19:30:00,2021,home,true,22,8,16,6,6,9,41,65,2.05
231049,12,2022-09-17 11:00:00,2022,home,true,6,4,2,4,0,5,38,70,0.37
37236,19,2023-12-03 21:30:00,2023,home,true,16,2,6,10,4,6,61,87,1.04
77480,29,2023-09-25 17:00:00,2023,home,true,9,1,3,6,0,1,60,85,0.56
19722,10,2023-09-26 18:45:00,2023,home,true,11,5,9,2,2,3,62,88,1.11
130984,77,2023-12-07 14:30:00,2023,away,false,8,4,5,3,3,4,42,63,0.68
225564,11,2017-09-19 18:30:00,2017,away,false,13,8,11,2,0,6,,,1.98
187702,2,2018-11-28 19:45:00,2018,home,true,26,12,17,9,11,12,,,2.92
97769,46,2023-10-22 23:10:00,2023,away,false,10,5,5,5,2,4,40,74,0.75
269837,24,2019-08-10 16:00:00,2019,home,true,14,2,9,5,0,5,,,1.21
373704,21,2026-04-25 05:00:00,2026,home,true,6,2,4,2,2,3,39,68,0.67
18101,9,2024-02-04 12:00:00,2024,away,false,3,0,1,2,1,4,39,69,0.18
281347,29,2022-10-30 16:30:00,2022,away,false,11,8,9,2,3,3,56,77,1.11
372094,11,2026-05-10 15:30:00,2026,home,true,18,7,10,8,7,6,66,87,1.17
123684,73,2023-02-24 19:00:00,2023,away,false,8,5,5,3,1,3,58,77,0.68
117228,37,2025-04-05 18:00:00,2025,home,true,13,7,9,4,1,6,47,77,1.18
186563,2,2016-11-05 15:00:00,2016,home,true,18,3,7,11,8,6,,,1.19
97868,46,2022-02-13 23:10:00,2022,home,true,16,4,6,10,5,9,45,66,1.04
95327,28,2024-11-06 00:00:00,2024,away,false,1,0,1,0,0,1,40,74,0.12
284399,30,2025-02-16 15:00:00,2025,away,false,15,9,13,2,3,2,37,69,1.57
281275,29,2022-08-28 13:00:00,2022,away,false,7,2,2,5,1,4,39,66,0.41
209914,7,2021-04-20 18:45:00,2021,away,false,6,4,5,1,0,3,36,73,1.25
249648,17,2022-12-17 15:00:00,2022,away,false,21,7,16,5,6,6,61,79,2.02
263397,21,2019-11-23 06:00:00,2019,away,false,10,3,5,5,2,3,,,0.75
230864,12,2022-02-18 17:30:00,2022,away,false,12,6,7,5,0,2,56,78,0.98
137403,22,2024-08-31 03:05:00,2024,home,true,12,6,7,5,2,7,74,90,0.98
250121,17,2025-11-29 15:00:00,2025,home,true,9,5,4,5,2,3,55,86,0.64
212834,8,2020-01-18 14:00:00,2020,home,true,7,3,4,3,1,5,,,0.57
226944,11,2022-01-23 14:30:00,2022,home,true,11,3,3,8,3,4,54,78,0.62
197009,4,2024-11-23 15:00:00,2024,home,true,10,4,8,2,4,8,57,66,0.99
263854,21,2021-05-15 05:00:00,2021,away,false,12,5,7,5,0,2,53,84,0.98
155115,84,2025-11-16 19:45:00,2025,home,true,15,4,9,6,5,6,58,88,1.25
604752,107,2024-04-06 10:30:00,2024,home,true,10,3,6,4,4,8,65,79,0.83
156328,85,2020-11-17 23:00:00,2020,away,false,7,2,5,2,3,3,24,47,0.65
95373,28,2024-11-24 22:15:00,2024,home,true,10,1,4,6,5,7,43,69,0.67
274673,26,2022-07-23 18:30:00,2022,away,false,12,1,6,6,5,3,46,64,0.9
356908,92,2025-04-22 22:00:00,2025,away,false,10,2,3,7,3,3,57,86,0.59
201055,5,2021-04-10 19:00:00,2021,home,true,14,3,9,5,5,5,31,78,1.21
192600,3,2022-03-08 19:45:00,2022,away,false,11,5,6,5,4,2,40,61,0.87
243159,15,2026-01-17 19:45:00,2026,home,true,15,6,7,8,0,7,41,71,1.08
226989,11,2022-03-05 14:30:00,2022,home,true,19,5,13,6,6,7,69,88,1.71
158504,93,2022-10-01 20:00:00,2022,away,false,10,6,4,6,1,3,48,77,0.67
285883,31,2022-01-04 07:30:00,2022,away,false,12,3,7,5,2,4,63,89,0.98
273073,25,2022-08-14 15:00:00,2022,home,true,12,5,10,2,3,3,49,73,1.22
214639,8,2025-10-04 13:00:00,2025,away,false,10,4,5,5,3,3,59,87,0.75
222587,10,2021-02-05 19:00:00,2021,away,false,6,1,5,1,1,4,41,73,0.61
223679,10,2025-01-17 19:00:00,2025,away,false,17,3,12,5,5,1,60,82,1.56
203154,6,2017-11-26 15:00:00,2017,away,false,6,3,2,4,0,1,,,0.37
283802,30,2021-02-08 18:00:00,2021,away,false,15,7,6,9,4,2,57,80,1.01
200580,5,2020-01-26 11:00:00,2020,home,true,14,3,7,7,5,7,,,1.05
155433,84,2021-03-24 17:00:00,2021,away,false,20,9,11,9,5,11,66,87,1.58
331622,64,2018-02-20 01:00:00,2018,home,true,12,3,8,4,3,2,,,1.71
158020,93,2023-08-02 00:00:00,2023,away,false,21,8,11,10,7,4,64,79,1.62
197698,4,2026-02-03 19:45:00,2026,away,false,14,3,7,7,7,5,53,65,1.05
350045,82,2025-12-22 14:00:00,2025,home,true,15,5,10,5,5,6,53,82,1.33
96069,28,2022-08-02 00:30:00,2022,home,true,18,2,10,8,6,5,59,77,1.43
214410,8,2025-01-25 14:00:00,2025,home,true,4,3,4,0,0,2,40,70,0.46
604237,107,2024-11-23 10:30:00,2024,home,true,17,6,10,7,3,4,51,80,1.4
29283,16,2024-04-20 16:00:00,2024,away,false,10,3,5,5,3,4,53,75,0.75
357217,93,2025-07-17 00:30:00,2025,home,true,23,8,12,11,4,9,57,85,1.77
307532,46,2017-05-29 22:30:00,2017,away,false,5,1,2,3,3,2,,,0.98
138065,22,2021-08-15 00:00:00,2021,home,true,9,5,7,2,1,4,63,82,0.88
218439,9,2022-04-17 13:00:00,2022,away,false,26,4,19,7,8,9,55,80,2.43
206183,6,2025-03-29 17:30:00,2025,home,true,5,3,4,1,0,1,29,65,0.49
156142,92,2022-05-05 00:00:00,2022,home,true,17,5,6,11,6,3,55,77,1.08
602907,106,2026-04-07 17:00:00,2026,home,true,16,7,11,5,4,6,53,80,3.04
97757,46,2023-10-15 21:00:00,2023,away,false,6,2,3,3,2,2,47,78,0.45
259984,20,2018-10-28 20:30:00,2018,away,false,9,2,6,3,3,4,,,0.8
145816,36,2024-11-02 15:00:00,2024,away,false,14,5,7,7,1,6,45,67,1.05
213837,8,2022-09-17 12:00:00,2022,home,true,10,1,5,5,2,1,60,86,0.75
227191,11,2022-11-06 16:30:00,2022,away,false,6,2,5,1,0,3,45,75,0.61
206266,6,2025-05-16 18:30:00,2025,home,true,17,7,11,6,5,7,54,90,1.48
101575,53,2024-04-16 22:00:00,2024,home,true,12,5,7,5,2,5,55,81,0.98
202138,5,2025-01-25 17:30:00,2025,away,false,6,1,5,1,3,1,25,61,0.61
307727,46,2017-10-22 22:30:00,2017,away,false,7,1,4,3,2,4,,,0.57
260581,20,2025-05-04 01:15:00,2025,home,true,13,9,9,4,1,4,60,89,1.82
229532,12,2017-10-14 11:00:00,2017,home,true,14,3,8,6,4,5,,,1.13
372829,19,2026-04-26 21:30:00,2026,home,true,23,11,15,8,3,4,61,85,3.64
353740,63,2026-02-08 13:00:00,2026,away,false,9,3,5,4,3,2,59,84,0.72
296670,37,2020-02-05 16:20:00,2020,away,false,7,2,4,3,3,2,,,1.21
295187,35,2025-12-13 16:00:00,2025,away,false,8,3,2,6,2,5,43,80,0.44
604314,107,2025-01-20 17:00:00,2025,away,false,16,2,9,7,6,7,59,78,1.28
296,1,2024-04-02 18:45:00,2024,away,false,3,2,3,0,0,2,50,77,0.35
221199,10,2017-03-03 19:00:00,2017,away,false,15,9,9,6,2,4,,,1.25
185813,1,2026-01-07 19:30:00,2026,away,false,15,3,11,4,5,5,59,88,1.41
98171,46,2022-09-24 19:00:00,2022,away,false,18,6,14,4,2,6,44,78,1.75
202952,6,2017-05-20 19:00:00,2017,away,false,6,2,4,2,2,3,,,0.53
124009,73,2021-12-20 19:00:00,2021,away,false,14,4,11,3,2,5,39,71,1.37
196730,4,2023-04-07 14:00:00,2023,away,false,9,5,7,2,1,1,49,78,0.88
199119,5,2016-03-01 20:00:00,2016,away,false,7,1,4,3,1,1,,,0.57
263936,21,2021-07-11 09:00:00,2021,home,true,19,4,12,7,9,12,65,82,1.63
202462,5,2025-12-21 20:00:00,2025,home,true,19,8,13,6,2,7,49,82,1.71
137562,22,2025-02-01 23:05:00,2025,home,true,12,6,7,5,3,6,48,79,0.98
7624,4,2024-02-10 15:00:00,2024,away,false,9,4,8,1,2,7,51,71,0.96
190556,2,2025-01-01 17:30:00,2025,away,false,17,6,9,8,5,7,69,90,1.32
130886,77,2025-01-27 14:00:00,2025,home,true,9,5,7,2,2,5,37,72,0.88
286042,31,2022-09-24 12:00:00,2022,away,false,22,11,15,7,4,8,65,88,1.97
162837,98,2021-10-27 16:30:00,2021,home,true,20,3,8,12,4,7,60,81,4.56
183217,1,2018-02-24 15:00:00,2018,home,true,10,3,6,4,2,6,,,0.83
102991,58,2024-08-26 23:00:00,2024,home,true,24,5,12,12,6,6,54,83,1.8
281898,29,2025-09-22 17:10:00,2025,away,false,9,2,7,2,2,9,61,82,0.88
223943,10,2025-11-07 19:00:00,2025,home,true,14,6,8,6,6,5,50,84,1.13
226938,11,2022-01-15 17:30:00,2022,away,false,32,14,23,9,8,7,45,75,2.96
344845,73,2025-11-24 19:00:00,2025,home,true,13,5,6,7,3,6,60,83,0.94
186830,2,2017-04-04 18:45:00,2017,home,true,13,2,7,6,5,5,,,1.02
377999,62,2026-02-14 06:00:00,2026,away,false,9,3,4,5,2,2,37,72,0.64
329130,62,2018-01-13 06:35:00,2018,away,false,9,4,8,1,1,2,,,0.96
132374,40,2024-11-30 18:00:00,2024,away,false,8,2,3,5,2,4,41,67,0.52
281674,29,2024-10-05 15:30:00,2024,home,true,11,4,7,4,4,2,48,79,0.95
264580,21,2024-02-24 05:00:00,2024,home,true,12,3,9,3,3,5,35,79,1.14
264188,21,2022-04-29 05:00:00,2022,home,true,14,4,8,6,3,2,39,73,1.13
238544,14,2022-04-03 17:00:00,2022,home,true,11,3,5,6,3,5,48,66,0.79
244886,16,2018-01-21 16:00:00,2018,home,true,10,4,7,3,3,5,,,0.91
203068,6,2017-10-13 19:00:00,2017,away,false,12,7,6,6,1,5,,,1.55
7324,4,2023-08-26 14:00:00,2023,home,true,17,6,11,6,5,11,60,91,1.48
194083,3,2025-12-13 15:00:00,2025,away,false,3,2,2,1,1,2,38,77,0.27
193240,3,2023-04-18 18:45:00,2023,home,true,21,4,15,6,7,10,40,70,1.94
9923,5,2023-08-13 17:30:00,2023,home,true,18,5,12,6,7,9,63,86,1.59
21579,11,2023-12-16 14:30:00,2023,away,false,11,2,6,5,3,7,36,75,0.87
130693,62,2021-03-14 05:35:00,2021,away,false,0,0,0,0,0,0,,,0.0
7683,4,2024-03-02 15:00:00,2024,away,false,12,3,5,7,4,4,51,77,0.82
196563,4,2023-01-14 15:00:00,2023,away,false,14,4,8,6,5,8,55,65,1.13
104626,64,2023-06-03 01:30:00,2023,home,true,15,2,6,9,5,3,50,81,1.01
230011,12,2019-04-20 11:00:00,2019,away,false,12,6,7,5,1,3,,,1.62
193782,3,2025-04-05 11:30:00,2025,away,false,3,2,1,2,1,2,29,61,0.18
197547,4,2025-11-08 15:00:00,2025,away,false,7,2,4,3,2,3,30,54,0.57
202950,6,2017-05-21 15:00:00,2017,away,false,11,2,10,1,1,8,,,1.19
125757,37,2022-02-06 14:05:00,2022,home,true,10,6,8,2,3,5,74,85,0.99
239148,14,2025-03-08 18:00:00,2025,home,true,13,4,6,7,2,4,59,80,0.94
370768,3,2026-02-21 15:00:00,2026,home,true,5,2,3,2,1,1,56,69,0.42
204809,6,2021-05-15 19:00:00,2021,home,true,18,6,12,6,5,11,74,89,1.59
226017,11,2019-01-26 14:30:00,2019,home,true,20,8,12,8,6,6,,,1.66
103059,58,2024-11-24 21:30:00,2024,away,false,12,8,5,7,1,4,49,81,0.82
292618,34,2023-10-12 18:45:00,2023,home,true,5,1,1,4,0,1,31,61,0.26
329046,62,2017-04-16 09:00:00,2017,home,true,20,8,14,6,3,3,,,2.46
187819,2,2019-01-26 15:00:00,2019,home,true,12,3,8,4,5,3,,,1.06
256542,19,2022-11-10 00:30:00,2022,home,true,26,9,16,10,6,10,58,81,2.83
199547,5,2017-04-15 14:15:00,2017,home,true,4,2,3,1,0,4,,,0.38
197675,4,2026-01-17 12:30:00,2026,away,false,8,4,6,2,2,10,36,37,0.76
147186,35,2024-10-06 14:00:00,2024,away,false,12,6,7,5,2,1,60,85,0.98
281406,29,2023-05-07 13:00:00,2023,away,false,12,5,8,4,4,6,35,78,1.71
187576,2,2018-09-22 14:00:00,2018,home,true,9,2,3,6,2,6,,,0.56
64235,26,2024-02-17 17:00:00,2024,home,true,18,8,8,10,4,5,59,87,1.27
238119,14,2021-01-26 19:45:00,2021,away,false,6,0,5,1,2,4,38,70,0.61
24710,13,2024-02-24 17:45:00,2024,away,false,15,6,7,8,1,2,45,67,1.08
267303,23,2018-04-02 16:00:00,2018,home,true,9,3,5,4,2,2,,,0.72
195769,4,2021-09-10 18:45:00,2021,home,true,19,5,10,9,6,8,55,72,2.11
14202,7,2023-10-08 10:30:00,2023,home,true,16,7,12,4,4,7,58,86,2.17
139602,20,2022-04-10 00:30:00,2022,home,true,18,5,9,9,5,5,52,85,1.35
126041,37,2021-03-20 16:45:00,2021,away,false,11,4,9,2,2,6,41,82,1.11
223657,10,2024-12-16 19:45:00,2024,home,true,18,8,14,4,6,9,60,88,2.4
210530,7,2023-01-08 17:00:00,2023,home,true,9,2,3,6,3,2,34,75,0.56
135413,60,2025-05-24 13:00:00,2025,home,true,12,4,9,3,3,7,43,74,1.14
42595,20,2023-08-21 01:30:00,2023,away,false,17,9,12,5,6,5,56,83,2.2
92997,37,2023-12-21 15:00:00,2023,away,false,7,2,3,4,2,5,54,85,0.49
115465,63,2024-04-03 17:00:00,2024,home,true,24,6,12,12,8,7,70,88,1.8
219265,9,2025-09-13 15:00:00,2025,away,false,14,3,7,7,4,4,41,79,1.05
137357,22,2024-07-07 01:00:00,2024,away,false,10,3,7,3,2,5,43,78,0.91
183304,1,2018-04-28 11:30:00,2018,away,false,5,1,4,1,1,2,,,0.49
138163,22,2021-10-24 22:06:00,2021,home,true,11,1,8,3,5,3,48,74,1.03
202141,5,2025-02-10 20:00:00,2025,home,true,10,2,8,2,3,7,46,82,1.64
280351,29,2018-10-20 14:00:00,2018,away,false,4,1,2,2,1,3,,,0.3
219097,9,2025-02-01 16:00:00,2025,away,false,14,7,13,1,3,7,66,89,1.53
222784,10,2021-08-21 17:00:00,2021,home,true,13,4,8,5,0,5,55,79,1.09
296942,37,2026-02-01 15:15:00,2026,home,true,16,7,11,5,4,12,53,85,1.44
106992,43,2024-12-21 14:00:00,2024,away,false,13,6,4,9,6,6,53,66,0.78
374141,24,2026-03-15 16:00:00,2026,away,false,7,2,6,1,3,4,51,72,0.73
224012,10,2026-01-31 13:00:00,2026,away,false,8,3,6,2,2,5,27,65,0.76
215974,9,2015-09-11 18:30:00,2015,home,true,19,5,9,10,6,11,,,1.39
295778,36,2025-07-19 18:00:00,2025,away,false,14,4,11,3,2,6,56,80,1.37
185259,1,2024-09-14 19:00:00,2024,home,true,19,7,10,9,4,6,33,70,1.47
225407,11,2017-02-05 14:30:00,2017,home,true,15,7,8,7,3,2,,,1.17
280243,29,2018-05-27 15:30:00,2018,home,true,11,5,10,1,4,7,,,1.83
184763,1,2022-04-02 11:30:00,2022,home,true,20,3,12,8,7,9,73,85,2.31
16122,8,2023-10-24 16:30:00,2023,home,true,24,4,14,10,8,8,74,88,1.96
140658,20,2020-10-03 23:30:00,2020,home,true,17,5,11,6,7,12,,,1.48
322999,57,2025-05-16 00:35:00,2025,away,false,10,2,5,5,2,10,33,78,0.75
225793,11,2018-03-31 18:30:00,2018,home,true,9,2,5,4,3,4,,,0.72
281847,29,2025-08-02 13:00:00,2025,home,true,16,9,8,8,2,5,54,84,1.2
234781,13,2022-04-30 19:00:00,2022,home,true,13,5,8,5,2,2,45,75,1.09
332193,64,2019-10-05 01:00:00,2019,away,false,6,2,2,4,1,1,,,0.37
124023,73,2022-01-14 19:00:00,2022,home,true,23,12,11,12,3,6,50,80,1.69
275176,26,2025-11-08 17:00:00,2025,away,false,17,7,11,6,4,3,39,75,2.12
67936,27,2023-10-07 18:00:00,2023,away,false,16,7,8,8,3,6,63,82,1.84
188893,2,2021-01-22 19:45:00,2021,away,false,7,4,7,0,2,4,43,69,1.45
213,1,2024-01-30 20:15:00,2024,away,false,14,5,13,1,5,7,39,79,1.53
201783,5,2023-04-02 14:15:00,2023,home,true,29,17,25,4,5,9,60,86,3.02
254908,19,2018-09-15 22:00:00,2018,away,false,22,5,13,9,6,13,,,1.81
254332,19,2017-06-08 22:30:00,2017,home,true,18,9,13,5,1,10,,,1.67
331728,64,2018-05-27 23:15:00,2018,home,true,27,6,6,21,10,12,,,1.43
208108,7,2016-09-18 13:00:00,2016,home,true,14,5,7,7,1,8,,,1.05
269002,23,2025-09-13 14:00:00,2025,away,false,11,5,6,5,4,2,33,73,0.87
103027,58,2024-10-20 19:00:00,2024,home,true,9,1,4,5,1,4,52,72,0.64
101539005,78,2026-06-18 19:00:00,2026,away,false,5,3,3,2,1,3,38,81,0.23
230332,12,2020-06-18 16:30:00,2020,home,true,21,8,9,12,6,6,,,1.46
245927,16,2021-03-20 13:00:00,2021,home,true,14,6,10,4,3,8,61,82,1.29
210570,7,2023-02-05 11:30:00,2023,home,true,9,3,3,6,1,3,31,71,0.56
265420,22,2016-09-21 02:00:00,2016,away,false,12,5,5,7,4,3,,,0.82
189831,2,2022-10-01 14:00:00,2022,away,false,6,3,3,3,2,6,57,72,0.45
218870,9,2023-05-27 19:00:00,2023,away,false,6,1,5,1,3,1,54,86,0.61
210976,7,2025-02-10 19:45:00,2025,away,false,7,2,3,4,2,1,38,83,1.13
375514,36,2026-03-07 14:00:00,2026,away,false,15,7,7,8,2,9,41,74,1.08
187682,2,2018-11-27 19:45:00,2018,away,false,9,2,6,3,2,3,,,0.8
204370,6,2020-07-17 19:00:00,2020,away,false,10,5,6,4,2,3,,,2.12
254053,19,2016-07-17 19:00:00,2016,away,false,7,4,5,2,1,7,,,1.29
214064,8,2023-03-05 14:00:00,2023,away,false,17,7,9,8,6,4,48,75,1.32
123136,73,2023-10-06 18:00:00,2023,home,true,14,4,10,4,4,6,43,76,1.29
158703,93,2021-04-21 22:15:00,2021,away,false,11,5,4,7,2,3,43,75,0.71
270367,24,2021-10-17 13:30:00,2021,home,true,10,3,6,4,5,2,40,64,0.83
209388,7,2019-12-22 19:45:00,2019,home,true,14,5,9,5,1,7,,,1.21
223646,10,2024-12-09 19:45:00,2024,home,true,12,6,8,4,2,5,44,77,1.71
14320,7,2024-01-13 19:45:00,2024,away,false,20,7,11,9,3,5,43,85,2.87
355149,89,2025-12-10 20:00:00,2025,home,true,22,9,17,5,5,10,63,85,2.13
206040,6,2024-12-19 20:15:00,2024,home,true,10,4,7,3,2,5,46,77,0.91
21596,11,2024-01-13 14:30:00,2024,away,false,9,2,5,4,3,6,49,76,0.72
233250,13,2017-03-11 19:45:00,2017,home,true,13,7,8,5,3,6,,,1.09
2284,2,2024-02-17 15:00:00,2024,home,true,16,3,9,7,7,11,48,73,1.28
267250,23,2017-10-01 16:00:00,2017,away,false,23,7,12,11,5,9,,,1.77
186592,2,2016-12-10 15:00:00,2016,home,true,11,3,4,7,4,5,,,0.71
123193,73,2023-11-19 15:45:00,2023,home,true,10,2,6,4,2,4,52,77,0.83
185491,1,2025-02-25 19:30:00,2025,home,true,11,4,7,4,3,1,43,72,1.59
278461,28,2018-04-24 00:15:00,2018,away,false,11,4,2,9,3,4,,,0.55
242289,15,2022-04-02 14:15:00,2022,home,true,9,0,7,2,2,1,55,74,0.88
94032,57,2022-06-16 19:00:00,2022,away,false,11,3,7,4,4,4,42,72,0.95
237544,14,2019-01-28 19:00:00,2019,home,true,15,5,9,6,2,4,,,1.25
268548,23,2023-05-13 15:00:00,2023,home,true,11,4,6,5,2,6,61,87,0.87
264112,21,2022-02-26 04:30:00,2022,home,true,8,4,6,2,0,0,54,83,0.76
306963,46,2016-02-13 21:00:00,2016,home,true,10,2,2,8,6,6,,,0.51
93945,57,2022-05-05 00:00:00,2022,away,false,21,3,6,15,6,5,46,77,1.22
296382,37,2018-12-01 13:25:00,2018,home,true,9,1,5,4,3,6,,,0.72
117205,37,2025-03-08 19:00:00,2025,home,true,13,5,5,8,3,7,55,85,0.86
21480,11,2023-09-16 13:30:00,2023,home,true,15,4,10,5,5,6,49,80,1.33
101497535,100000114,2026-04-20 17:05:00,2026,home,true,8,1,6,2,4,5,59,86,1.37
213934,8,2022-12-03 13:00:00,2022,away,false,17,8,9,8,2,6,54,78,1.96
202691,6,2016-11-26 17:00:00,2016,away,false,9,1,4,5,3,4,,,0.64
208098,7,2016-08-21 18:45:00,2016,away,false,22,4,10,12,8,9,,,1.57
268792,23,2024-09-29 17:15:00,2024,away,false,13,3,9,4,5,1,52,82,1.18
307153,46,2016-07-10 23:00:00,2016,away,false,13,5,8,5,3,7,,,1.09
273435,25,2025-04-22 16:30:00,2025,home,true,11,3,4,7,4,7,58,84,0.71
216596,9,2017-03-19 16:00:00,2017,away,false,16,4,11,5,8,6,,,1.44
307612,46,2017-08-13 18:30:00,2017,away,false,3,2,1,2,0,3,,,0.18
223794,10,2025-04-25 18:00:00,2025,home,true,14,2,12,2,4,6,52,83,1.45
