fixture_id,league_id,date_utc,calendar_year,side,is_home,shots_total,shots_on_goal,shots_inside_box,shots_outside_box,blocked_shots,corners,possession,pass_accuracy,xg
186462,2,2016-09-14 18:45:00,2016,home,true,9,3,7,2,1,5,,,0.88
204261,6,2020-06-10 18:00:00,2020,home,true,16,6,6,10,4,5,,,1.04
279312,28,2025-04-18 22:15:00,2025,away,false,5,2,2,3,1,1,35,61,0.34
273352,25,2024-11-09 16:00:00,2024,home,true,14,4,8,6,4,2,43,69,1.13
201677,5,2023-01-06 20:00:00,2023,away,false,6,2,5,1,0,2,26,61,0.61
209197,7,2019-05-13 19:00:00,2019,away,false,5,0,1,4,1,0,,,0.26
58944,24,2023-07-30 14:30:00,2023,away,false,15,5,10,5,2,6,53,64,1.33
223844,10,2025-08-16 18:00:00,2025,home,true,18,6,14,4,4,5,70,88,1.75
96203,28,2022-09-26 20:00:00,2022,away,false,10,7,7,3,1,3,58,81,0.91
223451,10,2023-04-29 17:00:00,2023,away,false,12,4,10,2,5,11,48,68,1.22
307500,46,2017-05-02 00:30:00,2017,home,true,18,6,10,8,5,5,,,1.43
186321,2,2016-04-19 18:45:00,2016,home,true,20,4,13,7,6,10,,,1.74
380231,31,2026-06-27 12:00:00,2026,home,true,6,1,3,3,1,2,51,84,0.59
326519,60,2026-01-25 13:30:00,2026,away,false,13,4,9,4,3,3,62,86,1.18
266009,22,2018-07-22 17:00:00,2018,away,false,5,1,1,4,1,4,,,0.26
247139,16,2025-08-18 18:30:00,2025,home,true,8,0,3,5,2,6,44,79,0.52
95405,28,2024-12-09 22:15:00,2024,away,false,10,5,8,2,1,3,48,84,0.99
269510,24,2018-04-08 11:00:00,2018,away,false,11,3,8,3,4,1,,,1.03
246887,16,2024-11-10 16:00:00,2024,away,false,12,1,7,5,3,2,61,88,0.98
201381,5,2022-02-20 17:30:00,2022,home,true,14,5,7,7,7,4,55,84,1.7
203958,6,2019-09-07 16:00:00,2019,away,false,14,4,2,12,6,3,,,0.65
102359,53,2021-08-14 15:30:00,2021,away,false,13,2,7,6,5,12,63,79,1.02
373262,20,2026-05-14 01:30:00,2026,away,false,9,3,6,3,1,4,41,86,0.66
99088,45,2024-09-22 20:30:00,2024,home,true,12,6,8,4,2,5,35,53,1.06
344903,73,2026-02-02 19:00:00,2026,away,false,10,2,5,5,2,5,50,78,0.75
221736,10,2018-08-24 18:00:00,2018,home,true,9,4,6,3,2,6,,,0.8
222988,10,2022-02-21 19:45:00,2022,home,true,11,6,10,1,0,2,56,83,1.83
229418,12,2017-05-14 13:30:00,2017,away,false,20,6,11,9,6,4,,,1.58
21694,11,2024-04-05 18:30:00,2024,home,true,24,5,21,3,5,9,67,84,2.52
265654,22,2017-05-07 23:00:00,2017,home,true,12,5,7,5,3,5,,,1.62
284869,31,2017-04-07 11:35:00,2017,home,true,8,4,3,5,2,10,,,0.52
285675,31,2020-10-21 11:35:00,2020,home,true,12,7,8,4,1,3,,,1.06
377335,57,2026-04-12 21:00:00,2026,home,true,6,3,4,2,2,4,54,83,0.24
218347,9,2022-02-06 19:45:00,2022,home,true,10,5,8,2,2,4,41,88,0.99
308426,46,2019-06-09 00:30:00,2019,home,true,6,3,6,0,0,3,,,0.69
183711,1,2019-08-10 14:00:00,2019,away,false,8,3,3,5,1,4,,,0.52
183030,1,2017-10-29 16:00:00,2017,away,false,15,2,7,8,6,10,,,1.08
285413,31,2019-06-15 11:35:00,2019,home,true,25,13,15,10,7,4,,,2.08
200534,5,2019-12-08 20:00:00,2019,away,false,13,4,9,4,4,6,,,1.18
102714,53,2020-12-19 21:00:00,2020,away,false,7,3,4,3,1,2,36,65,0.57
97880,46,2022-02-18 23:10:00,2022,home,true,9,6,7,2,1,5,39,77,0.88
332142,64,2019-08-25 16:15:00,2019,home,true,15,8,10,5,0,4,,,1.33
279579,28,2025-11-04 00:15:00,2025,home,true,16,4,9,7,8,7,31,67,1.28
266075,22,2018-09-15 02:00:00,2018,away,false,10,4,7,3,2,2,,,1.56
237712,14,2019-08-31 15:30:00,2019,home,true,21,3,8,13,4,7,,,1.38
185553,1,2025-04-20 13:00:00,2025,home,true,6,1,3,3,3,5,41,81,0.45
214729,8,2025-12-13 14:00:00,2025,home,true,8,3,2,6,1,3,31,60,0.44
327950,37,2026-02-07 17:30:00,2026,away,false,5,1,3,2,1,1,31,73,0.42
208165,7,2016-10-26 18:45:00,2016,home,true,26,11,10,16,5,14,,,1.71
214191,8,2024-08-17 18:30:00,2024,home,true,19,4,15,4,8,7,55,74,1.87
96029,28,2022-07-17 21:00:00,2022,away,false,12,5,8,4,4,4,62,77,1.06
195248,4,2020-10-27 19:00:00,2020,away,false,17,10,8,9,3,5,,,1.24
217840,9,2020-11-08 14:00:00,2020,home,true,11,4,7,4,2,6,,,0.95
292617,34,2023-09-22 18:45:00,2023,home,true,1,0,1,0,0,0,20,34,0.12
274685,26,2022-08-07 14:30:00,2022,away,false,15,4,8,7,3,3,46,79,1.17
289224,32,2025-07-21 16:00:00,2025,home,true,20,11,11,9,4,2,60,84,2.23
139325,20,2023-04-08 23:30:00,2023,away,false,13,5,10,3,5,4,56,82,1.9
182450,1,2016-02-27 15:00:00,2016,away,false,5,1,3,2,0,0,,,0.42
201465,5,2022-04-21 17:00:00,2022,away,false,13,6,11,2,2,4,55,80,1.34
208212,7,2016-11-26 17:00:00,2016,home,true,16,4,8,8,5,10,,,1.2
266327,22,2019-05-10 00:00:00,2019,away,false,10,2,6,4,3,4,,,0.83
105672,64,2020-11-30 16:00:00,2020,away,false,12,8,0,0,0,2,46,,0.0
255693,19,2021-01-06 23:30:00,2021,home,true,6,1,4,2,3,4,35,74,0.53
138463,22,2020-09-13 17:00:00,2020,home,true,7,6,3,4,0,3,,,0.49
213181,8,2021-01-16 13:00:00,2021,home,true,15,4,9,6,2,7,45,73,1.25
195569,4,2021-03-23 19:00:00,2021,home,true,14,6,9,5,1,5,56,67,1.21
370793,3,2026-03-07 15:00:00,2026,home,true,9,4,6,3,2,6,49,75,0.8
30816,17,2023-09-16 14:00:00,2023,away,false,5,2,3,2,1,2,43,54,0.42
231295,12,2024-08-11 11:30:00,2024,home,true,18,5,9,9,9,7,52,85,1.35
208554,7,2017-10-22 16:00:00,2017,home,true,12,4,7,5,2,1,,,0.98
370813,3,2026-03-14 15:00:00,2026,home,true,13,5,6,7,4,7,50,54,0.94
187669,2,2018-11-03 15:00:00,2018,away,false,16,10,12,4,4,6,,,1.52
161451,96,2024-08-13 18:45:00,2024,away,false,12,6,6,6,0,6,54,85,0.9
260861,20,2025-09-14 02:30:00,2025,away,false,6,5,3,3,0,1,34,79,0.45
245414,16,2019-11-08 17:30:00,2019,away,false,8,5,6,2,1,4,,,0.76
5018,3,2024-02-10 15:00:00,2024,home,true,7,3,3,4,2,5,68,74,0.49
101341503,100000549,2025-03-23 13:00:00,2025,home,true,7,1,5,2,4,5,63,84,1.2
156262,92,2022-08-11 00:30:00,2022,home,true,13,1,7,6,6,6,65,74,1.02
262569,21,2017-04-22 06:00:00,2017,home,true,11,7,7,4,1,4,,,1.59
201144,5,2021-08-14 20:00:00,2021,away,false,10,3,5,5,2,6,47,71,0.75
96760,28,2021-11-25 22:15:00,2021,away,false,12,4,10,2,3,5,53,75,1.22
372308,13,2026-05-03 10:15:00,2026,home,true,15,5,8,7,5,7,49,73,1.49
193924,3,2025-08-30 11:30:00,2025,away,false,14,3,7,7,7,6,42,61,1.05
124265,73,2020-10-16 19:00:00,2020,home,true,10,3,5,5,1,3,,,0.75
205027,6,2021-11-14 13:00:00,2021,away,false,6,3,3,3,2,4,44,60,0.45
237249,14,2018-01-19 21:00:00,2018,home,true,22,9,15,7,5,12,,,1.97
268509,23,2023-04-10 17:15:00,2023,away,false,9,4,6,3,1,7,39,72,0.8
301294,40,2025-10-17 17:00:00,2025,away,false,6,3,3,3,0,3,59,80,0.45
272300,25,2018-09-01 15:00:00,2018,home,true,18,2,12,6,5,10,,,1.59
230549,12,2021-02-19 17:30:00,2021,home,true,19,9,9,10,2,4,39,67,1.39
255505,19,2020-09-13 23:30:00,2020,home,true,25,9,17,8,4,5,,,2.24
274794,26,2023-04-02 14:30:00,2023,away,false,6,2,2,4,2,0,36,68,0.37
142967,75,2024-08-04 19:00:00,2024,home,true,8,2,6,2,2,1,35,77,0.76
96336,28,2021-03-06 20:10:00,2021,away,false,12,6,8,4,2,4,43,68,1.06
380507,90,2026-03-18 15:30:00,2026,home,true,9,6,7,2,0,4,49,83,0.88
344929,73,2026-02-06 19:00:00,2026,away,false,11,4,4,7,5,5,66,90,0.71
292622,34,2024-02-16 19:45:00,2024,away,false,9,4,5,4,2,4,34,61,0.72
195136,4,2020-03-07 13:00:00,2020,away,false,14,3,6,8,6,4,,,0.97
138014,22,2023-04-30 18:00:00,2023,home,true,13,4,8,5,6,2,62,87,2.39
246287,16,2022-02-13 13:00:00,2022,home,true,15,7,11,4,3,4,53,87,1.41
221808,10,2018-10-26 18:00:00,2018,home,true,13,2,7,6,5,6,,,1.02
163090,99,2022-01-19 20:00:00,2022,home,true,25,11,18,7,7,6,57,86,2.32
186228,2,2016-03-08 19:45:00,2016,away,false,12,2,6,6,4,8,,,0.9
264723,21,2024-05-19 07:00:00,2024,home,true,8,3,5,3,1,3,31,76,0.68
183039,1,2017-10-22 15:00:00,2017,home,true,14,6,11,3,3,3,,,1.37
217132,9,2018-09-22 18:00:00,2018,home,true,23,7,17,6,10,9,,,2.81
268945,23,2025-07-06 12:30:00,2025,away,false,12,6,5,7,1,1,39,77,0.82
221665,10,2018-04-24 18:00:00,2018,away,false,9,1,5,4,4,7,,,0.72
373121,20,2026-03-14 22:15:00,2026,home,true,8,2,1,8,1,6,57,88,0.4
201979,5,2024-09-21 19:00:00,2024,away,false,10,1,5,5,5,4,27,68,0.75
182403,1,2016-01-16 15:00:00,2016,away,false,10,0,3,7,3,3,,,0.59
216530,9,2017-01-21 19:00:00,2017,home,true,19,4,10,9,5,10,,,1.47
187410,2,2018-04-10 18:45:00,2018,away,false,13,6,10,3,4,4,,,1.26
138952,20,2024-06-02 20:45:00,2024,home,true,19,5,15,4,6,4,60,89,1.87
308520,46,2019-09-14 22:30:00,2019,away,false,14,1,3,11,4,3,,,0.73
265306,21,2025-11-08 07:00:00,2025,away,false,8,3,7,1,1,3,47,75,0.84
245208,16,2019-02-17 13:00:00,2019,home,true,15,4,5,10,3,2,,,0.93
187921,2,2019-03-13 20:00:00,2019,home,true,17,5,8,9,5,4,,,1.24
267267,23,2017-10-29 17:00:00,2017,home,true,27,8,13,14,8,6,,,1.99
604168,107,2024-09-21 16:00:00,2024,home,true,10,3,6,4,5,6,64,81,0.83
124152,73,2022-04-16 19:00:00,2022,away,false,10,2,3,7,5,3,33,63,0.59
263722,21,2020-12-19 05:00:00,2020,home,true,18,9,16,2,1,5,61,86,1.91
185814,1,2026-01-07 19:30:00,2026,home,true,13,2,9,4,3,2,45,82,1.18
199391,5,2016-12-11 17:30:00,2016,home,true,12,6,7,5,1,4,,,0.98
202487,5,2026-01-10 20:00:00,2026,away,false,5,1,3,2,2,6,61,86,0.42
202263,5,2025-05-10 14:15:00,2025,away,false,19,10,13,6,4,6,50,83,2.35
216457,9,2016-12-04 14:00:00,2016,home,true,15,6,10,5,2,7,,,1.33
221795,10,2018-10-19 18:00:00,2018,home,true,16,9,9,7,3,8,,,1.28
269271,24,2017-04-25 16:30:00,2017,away,false,5,3,4,1,0,3,,,0.49
281938,29,2025-11-02 13:00:00,2025,away,false,5,1,1,4,1,2,39,70,0.26
188247,2,2019-11-27 19:45:00,2019,home,true,21,10,13,8,4,4,,,2.42
194075,3,2025-12-02 19:45:00,2025,home,true,9,3,8,1,4,7,54,72,0.96
104809,64,2023-10-29 20:00:00,2023,home,true,15,8,5,10,1,4,48,83,0.93
126554,38,2022-02-19 05:00:00,2022,home,true,9,3,4,5,2,2,54,80,0.64
93241,57,2024-06-14 00:00:00,2024,home,true,20,1,11,9,8,6,58,86,1.58
371621,8,2026-02-14 14:00:00,2026,home,true,7,3,6,1,0,3,46,78,0.73
231469,12,2025-02-08 19:30:00,2025,home,true,16,4,11,5,4,6,57,84,1.44
204512,6,2020-11-15 21:00:00,2020,away,false,11,2,9,2,1,6,65,82,1.11
223790,10,2025-04-18 18:00:00,2025,away,false,4,1,2,2,0,4,37,82,0.3
227688,11,2025-04-19 13:30:00,2025,away,false,18,11,14,4,4,4,68,92,1.75
376990,53,2026-03-14 23:30:00,2026,away,false,5,3,2,3,1,3,34,71,0.34
244644,16,2017-04-30 13:00:00,2017,home,true,20,7,12,8,1,9,,,1.66
225792,11,2018-04-01 13:30:00,2018,home,true,9,5,9,1,2,6,,,1.07
270043,24,2020-08-09 16:00:00,2020,home,true,6,1,3,3,1,4,,,0.45
604686,107,2024-02-04 10:30:00,2024,away,false,6,2,2,4,2,4,51,76,0.37
196362,4,2022-09-17 14:00:00,2022,away,false,10,2,7,3,1,1,35,59,1.56
263274,21,2019-07-13 10:00:00,2019,away,false,16,2,7,9,5,8,,,1.12
284655,31,2016-05-22 11:35:00,2016,away,false,10,2,5,6,5,6,,,0.79
256471,19,2022-10-06 22:00:00,2022,away,false,11,4,4,7,5,6,44,84,0.71
234511,13,2021-08-15 14:45:00,2021,home,true,6,3,3,3,1,5,31,74,0.45
254364,19,2017-06-25 19:00:00,2017,away,false,5,3,4,1,1,2,,,0.49
370457,1,2026-03-04 19:30:00,2026,home,true,21,7,16,5,6,6,70,92,2.02
137489,22,2024-11-06 01:00:00,2024,away,false,15,0,11,4,4,4,41,79,1.41
292889,34,2025-05-30 18:45:00,2025,away,false,15,5,11,4,4,4,31,46,1.41
190912,2,2025-09-30 18:45:00,2025,home,true,20,5,12,8,6,10,71,82,1.66
105188,64,2021-04-15 23:00:00,2021,home,true,9,3,3,6,2,3,31,53,0.56
195744,4,2021-08-21 14:00:00,2021,home,true,13,5,8,5,4,5,56,79,1.09
219247,9,2025-08-23 17:00:00,2025,away,false,12,8,8,4,2,4,45,79,1.06
226589,11,2021-01-02 14:30:00,2021,home,true,7,0,4,3,2,3,42,74,0.57
284570,30,2025-11-02 15:00:00,2025,away,false,3,2,0,3,0,0,21,56,0.11
208853,7,2018-08-26 18:30:00,2018,home,true,13,3,7,6,5,3,,,1.02
308837,46,2025-05-25 21:00:00,2025,away,false,12,6,5,7,1,6,43,77,0.82
210888,7,2024-12-08 19:45:00,2024,away,false,7,3,2,5,0,2,43,84,0.41
125898,37,2020-12-05 13:45:00,2020,away,false,8,3,3,5,1,7,65,85,0.52
244461,16,2016-10-31 17:00:00,2016,away,false,11,6,6,5,4,6,,,1.51
359085,96,2025-08-12 18:30:00,2025,home,true,9,3,5,4,1,1,38,77,0.72
327868,2,2026-02-07 15:01:00,2026,away,false,11,6,8,3,3,4,32,69,1.03
322559,57,2019-05-03 00:00:00,2019,home,true,9,0,3,6,5,3,,,0.56
376437,46,2026-02-27 00:30:00,2026,away,false,5,3,2,3,0,1,45,81,0.98
272793,25,2021-04-03 15:00:00,2021,away,false,10,1,8,2,4,2,37,62,0.99
284355,30,2024-10-06 14:00:00,2024,home,true,13,3,8,5,4,2,51,80,1.09
94748,57,2020-09-13 14:00:00,2020,away,false,13,4,6,7,3,10,,,1.58
208584,7,2017-11-27 19:45:00,2017,home,true,14,4,7,7,4,9,,,1.05
2006,2,2023-09-30 14:00:00,2023,away,false,15,6,12,3,3,5,48,80,1.49
130400,62,2023-03-04 08:45:00,2023,home,true,2,1,2,0,0,4,53,85,0.23
223845,10,2025-08-22 18:00:00,2025,away,false,18,4,12,6,6,6,32,69,1.59
254109,19,2016-08-28 14:00:00,2016,home,true,12,3,7,5,3,8,,,0.98
202581,6,2016-10-01 14:00:00,2016,home,true,18,7,12,6,4,9,,,1.59
101839,53,2023-04-23 00:00:00,2023,home,true,13,7,11,2,2,10,62,80,1.34
588746,32,2026-05-08 18:00:00,2026,home,true,7,1,5,2,2,3,45,76,0.7
255056,19,2019-05-01 19:00:00,2019,home,true,17,7,9,8,4,4,,,1.32
317775,53,2025-10-26 21:30:00,2025,home,true,9,3,4,5,2,4,64,79,0.64
97651,46,2023-08-22 23:15:00,2023,home,true,10,2,5,5,1,3,48,72,0.75
187143,2,2017-12-04 19:45:00,2017,home,true,6,0,4,2,3,3,,,0.53
203999,6,2019-09-28 16:00:00,2019,away,false,7,0,5,2,4,6,,,0.65
280196,29,2018-05-06 15:30:00,2018,home,true,8,2,3,5,3,3,,,0.52
29285,16,2024-04-21 16:00:00,2024,away,false,12,6,9,3,2,3,37,75,1.14
99058,45,2024-08-24 23:00:00,2024,away,false,10,3,6,4,3,4,43,63,0.83
242336,15,2022-07-24 19:00:00,2022,home,true,18,8,10,8,3,3,63,80,1.43
256244,19,2022-05-21 22:00:00,2022,home,true,13,3,5,8,3,7,46,79,0.86
279088,28,2020-02-25 00:50:00,2020,home,true,24,9,11,13,10,2,,,1.72
332444,64,2025-07-20 18:15:00,2025,home,true,12,5,8,4,2,3,53,81,1.06
122826,73,2024-11-22 19:00:00,2024,away,false,19,5,8,11,8,8,58,79,2.6
296881,37,2026-01-03 17:30:00,2026,away,false,7,0,5,2,1,1,37,83,0.65
156185,92,2022-05-24 22:15:00,2022,home,true,13,7,8,5,1,3,36,66,1.09
189810,2,2022-09-14 18:45:00,2022,away,false,6,1,3,3,1,4,51,70,0.45
125419,37,2022-10-10 17:30:00,2022,home,true,14,6,9,5,2,6,69,86,1.21
237985,14,2020-07-26 18:30:00,2020,home,true,11,4,3,8,2,2,,,0.62
233149,13,2016-12-03 19:45:00,2016,home,true,21,9,17,4,4,5,,,2.74
192588,3,2022-02-26 15:00:00,2022,home,true,23,6,18,5,5,8,74,83,2.89
193814,3,2025-04-18 14:00:00,2025,away,false,5,2,4,1,0,3,35,61,0.49
184053,1,2020-07-13 19:00:00,2020,away,false,9,5,7,2,2,6,,,0.88
92422,34,2023-08-04 18:45:00,2023,away,false,15,4,14,1,2,5,40,65,1.65
131154,77,2023-01-20 14:00:00,2023,home,true,10,1,8,2,2,4,55,74,0.99
208680,7,2018-01-21 14:00:00,2018,home,true,6,1,4,2,3,5,,,0.53
123223,73,2023-12-08 19:00:00,2023,away,false,4,1,3,1,0,2,45,71,0.38
115090,63,2024-12-15 15:30:00,2024,away,false,8,4,5,3,3,1,31,64,0.68
372237,13,2026-02-22 13:30:00,2026,away,false,9,4,5,4,1,4,46,76,0.72
229618,12,2018-02-17 12:00:00,2018,away,false,14,4,9,5,7,2,,,1.21
256567,19,2023-04-15 21:30:00,2023,home,true,24,6,10,14,11,5,47,80,1.64
268021,23,2021-05-09 16:00:00,2021,home,true,12,4,9,3,5,6,51,80,1.14
185427,1,2025-01-06 20:00:00,2025,home,true,13,6,9,4,5,5,61,85,1.18
322923,57,2025-04-07 22:00:00,2025,away,false,10,2,7,3,2,4,53,84,0.91
196590,4,2023-02-04 15:00:00,2023,away,false,10,5,6,4,4,7,52,69,1.48
254232,19,2016-10-29 21:30:00,2016,home,true,12,6,5,7,3,6,,,0.82
247141,16,2025-08-17 16:00:00,2025,home,true,15,7,11,4,4,2,50,84,1.41
104171,64,2024-01-29 01:00:00,2024,away,false,3,1,1,2,0,1,61,81,0.18
256614,19,2023-05-14 00:00:00,2023,away,false,6,4,2,4,0,3,46,77,0.37
242222,15,2022-02-06 20:00:00,2022,home,true,13,5,9,4,3,5,54,84,1.18
270785,24,2023-12-09 16:45:00,2023,home,true,12,8,7,5,0,7,62,87,0.98
131276,77,2022-02-17 14:00:00,2022,home,true,9,5,7,2,1,1,33,63,1.52
197414,4,2025-08-19 18:45:00,2025,home,true,13,4,10,3,5,4,62,73,1.26
279498,28,2025-09-21 15:00:00,2025,away,false,8,2,3,5,4,4,51,63,0.52
145828,36,2024-11-10 17:30:00,2024,home,true,31,15,20,11,5,9,64,84,2.69
199143,5,2016-03-12 21:05:00,2016,away,false,7,1,5,2,1,0,,,0.65
234857,13,2022-08-27 18:00:00,2022,away,false,7,1,5,2,3,2,39,77,0.65
116999,37,2024-08-22 18:00:00,2024,home,true,17,7,11,6,4,4,60,85,1.48
216537,9,2017-02-08 20:00:00,2017,home,true,20,5,7,13,8,4,,,1.26
183768,1,2019-09-22 13:00:00,2019,home,true,8,6,3,5,1,3,,,0.52
242575,15,2023-03-04 17:15:00,2023,away,false,3,2,1,2,0,3,43,55,0.18
213152,8,2020-12-27 14:00:00,2020,home,true,23,8,13,10,7,8,64,85,1.85
380006,90,2026-02-26 17:45:00,2026,home,true,15,3,8,7,7,8,56,81,1.17
377785,60,2026-02-27 17:30:00,2026,away,false,5,3,4,1,1,4,50,77,0.49
196916,4,2024-10-01 18:45:00,2024,away,false,6,1,3,3,3,3,38,64,0.45
209182,7,2019-05-06 18:30:00,2019,home,true,15,5,7,8,3,5,,,1.08
151433,80,2024-10-11 18:45:00,2024,home,true,12,2,7,5,3,3,41,77,0.98
183719,1,2019-08-17 11:30:00,2019,away,false,18,5,13,5,4,7,,,1.67
588739,32,2026-04-26 18:00:00,2026,away,false,4,1,3,1,1,5,57,83,0.67
157630,87,2023-06-17 18:45:00,2023,home,true,17,2,10,7,9,11,56,85,1.4
223970,10,2025-12-13 13:00:00,2025,home,true,5,2,1,4,1,4,46,78,0.26
604053,107,2026-03-22 13:00:00,2026,home,true,3,2,3,0,1,5,45,71,0.35
270108,24,2020-09-26 17:00:00,2020,away,false,26,9,17,9,11,9,,,2.27
77424,29,2023-07-30 15:30:00,2023,home,true,13,4,8,5,3,5,33,64,1.09
123539,73,2022-10-14 18:00:00,2022,away,false,12,5,7,5,3,6,57,80,0.98
268876,23,2025-04-27 15:15:00,2025,home,true,19,6,13,6,7,7,51,82,1.71
52172,22,2024-01-14 03:00:00,2024,away,false,6,4,4,2,0,1,36,64,0.53
210214,7,2022-02-06 14:00:00,2022,away,false,26,9,15,11,8,9,61,85,2.11
154807,84,2025-09-04 18:45:00,2025,home,true,7,3,4,3,1,2,49,86,0.57
275014,26,2025-02-22 17:00:00,2025,home,true,13,5,11,2,3,7,56,81,1.34
274508,26,2021-08-29 14:30:00,2021,home,true,9,5,6,3,0,2,50,74,1.44
276808,27,2024-09-14 18:15:00,2024,home,true,16,6,13,3,6,6,60,89,2.25
246446,16,2022-08-21 18:45:00,2022,away,false,7,3,2,5,2,3,53,82,0.41
231338,12,2024-09-28 11:00:00,2024,home,true,15,7,11,4,4,8,42,76,1.41
380475,89,2026-03-10 20:00:00,2026,home,true,16,4,12,4,6,9,46,81,1.52
96471,28,2021-05-16 20:30:00,2021,home,true,16,5,9,7,4,6,48,71,3.86
235235,13,2024-10-06 18:00:00,2024,home,true,9,3,7,2,1,2,43,77,0.88
155567,92,2023-05-02 22:00:00,2023,home,true,7,4,6,1,1,2,33,76,0.73
199880,5,2018-03-11 19:45:00,2018,home,true,13,5,9,4,1,3,,,1.18
184846,1,2022-05-22 15:00:00,2022,away,false,7,5,6,1,0,3,37,81,0.73
101960,53,2023-10-07 15:30:00,2023,home,true,14,4,10,4,5,2,63,85,1.29
18207,9,2024-05-03 19:00:00,2024,home,true,19,6,16,3,3,4,57,86,1.95
196517,4,2022-12-26 15:00:00,2022,away,false,9,2,6,3,5,5,54,72,0.8
269730,24,2019-03-31 16:00:00,2019,home,true,29,9,13,16,6,2,,,2.7
154888,84,2025-09-09 18:45:00,2025,away,false,24,12,16,8,8,6,70,91,2.76
256663,19,2023-06-23 00:30:00,2023,away,false,7,0,6,1,2,2,40,74,0.73
266997,23,2016-08-19 17:00:00,2016,home,true,18,5,6,12,6,11,,,1.11
182402,1,2016-01-16 15:00:00,2016,away,false,10,3,6,4,4,3,,,0.83
280368,29,2018-10-31 18:00:00,2018,home,true,15,2,9,6,3,6,,,1.25
193911,3,2025-08-23 14:00:00,2025,home,true,10,3,8,2,1,1,36,66,0.99
95810,28,2022-03-19 23:45:00,2022,home,true,18,6,9,9,2,7,45,68,1.35
285429,31,2019-06-29 11:35:00,2019,away,false,13,4,7,6,2,3,,,1.02
260032,20,2019-03-17 21:00:00,2019,away,false,10,3,7,3,1,6,,,0.91
280623,29,2019-11-02 12:00:00,2019,away,false,8,1,7,1,0,3,,,0.84
233974,13,2019-08-16 18:00:00,2019,away,false,8,2,2,6,1,3,,,0.44
150511,90,2020-10-22 19:00:00,2020,home,true,13,5,12,1,1,6,,,1.42
245074,16,2018-10-01 17:00:00,2018,away,false,11,3,7,4,3,2,,,0.95
238733,14,2023-01-08 15:30:00,2023,home,true,18,4,9,9,8,9,58,82,1.35
188425,2,2020-02-15 15:00:00,2020,home,true,21,7,8,13,9,10,,,1.38
151904,80,2022-06-08 18:45:00,2022,home,true,18,11,11,7,2,7,66,90,1.51
233288,13,2017-04-15 16:30:00,2017,away,false,13,1,2,11,6,6,,,0.61
359129,96,2025-08-26 18:45:00,2025,home,true,9,2,5,4,5,6,42,71,0.72
279614,28,2025-11-23 23:00:00,2025,home,true,10,5,10,0,0,4,41,80,1.15
264654,21,2024-04-20 06:00:00,2024,home,true,11,3,5,6,3,6,49,71,0.79
104217,64,2024-03-04 00:00:00,2024,away,false,14,5,7,7,0,1,47,81,1.05
260272,20,2019-07-28 02:30:00,2019,away,false,15,6,11,4,2,4,,,1.41
97681,46,2023-09-09 21:00:00,2023,home,true,23,6,11,12,7,14,62,75,1.69
308803,46,2025-05-04 01:20:00,2025,home,true,19,6,10,9,3,7,64,85,1.47
200017,5,2018-08-26 20:15:00,2018,home,true,19,2,12,7,8,4,,,1.63
372837,19,2026-04-25 21:30:00,2026,away,false,6,6,3,3,0,1,53,80,0.25
101341727,100000114,2025-04-13 13:00:00,2025,away,false,8,4,4,4,3,6,42,78,0.84
224992,11,2015-09-27 13:30:00,2015,away,false,14,6,10,4,3,3,,,1.29
231685,12,2025-10-31 17:30:00,2025,home,true,13,7,7,6,2,5,46,78,1.02
135553,60,2024-02-17 13:30:00,2024,away,false,15,6,9,6,1,10,53,80,1.25
197246,4,2025-03-08 15:00:00,2025,away,false,13,2,11,2,5,5,52,65,1.34
156222,92,2022-07-07 00:30:00,2022,home,true,18,13,13,5,3,6,47,87,1.67
227347,11,2023-04-30 15:30:00,2023,away,false,10,2,7,3,2,5,49,78,0.91
189119,2,2021-04-24 14:00:00,2021,home,true,14,5,9,5,2,8,45,64,1.21
107291,43,2022-08-21 16:55:00,2022,home,true,7,4,3,4,2,1,54,77,0.49
216568,9,2017-02-12 16:00:00,2017,away,false,5,2,3,2,0,2,,,0.42
256664,19,2023-06-21 22:00:00,2023,home,true,12,3,7,5,4,5,68,83,0.98
138427,22,2020-08-23 02:00:00,2020,home,true,11,3,7,4,3,6,,,1.59
137665,22,2025-04-17 03:00:00,2025,home,true,8,3,5,3,1,4,64,87,0.68
147563,35,2024-03-16 17:30:00,2024,away,false,17,5,12,5,6,6,44,80,1.56
145983,36,2025-05-24 14:00:00,2025,away,false,14,4,10,4,1,1,61,84,1.94
284160,30,2022-09-17 15:00:00,2022,home,true,19,9,14,5,4,6,55,85,1.79
242363,15,2022-08-14 19:00:00,2022,away,false,15,6,12,3,5,8,45,75,2.13
326482,60,2025-11-01 16:00:00,2025,home,true,14,4,5,9,4,7,55,73,0.89
195213,4,2020-10-17 14:00:00,2020,home,true,2,1,1,1,1,1,,,0.15
202701,6,2016-12-14 19:45:00,2016,home,true,9,2,5,4,3,4,,,0.72
227030,11,2022-04-09 13:30:00,2022,away,false,10,6,8,2,2,5,47,65,0.99
245614,16,2020-07-19 18:00:00,2020,home,true,20,4,17,3,4,9,,,2.06
273402,25,2025-03-09 16:00:00,2025,away,false,8,2,5,3,4,3,61,81,0.68
197636,4,2025-12-26 15:00:00,2025,away,false,6,2,4,2,3,10,61,83,0.53
