id,api_football_id,date_utc,league_id,home_team_id,away_team_id,goals_home,goals_away,status,referee_name,referee_api_id,created_at,updated_at,in_csv,in_pq,merged_rows,merged_football_data,status_norm,is_played,calendar_year,btts
338436,136083,2016-10-14 18:30:00,70,356,1434,3,1,FT,,,,,false,true,0,false,FT,true,2016,true
100390215,390215,2018-03-25 04:30:00,100000481,100010203,100010208,3,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2018,true
100330493,330493,2019-07-27 23:00:00,100000489,100009016,100004109,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2019,true
371208,1391125,2026-04-12 12:00:00,5,110,112,1,1,FT,,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2026,true
330600,159305,2019-11-22 17:00:00,63,1320,1324,6,2,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2019,true
223356,872094,2023-02-18 18:00:00,10,246,242,0,1,FT,W. Toulliou,,2026-02-27 00:01:51.060209,2026-03-07 22:27:15.135288,true,true,1,true,FT,true,2023,false
526141,,2020-08-09 00:00:00,38,573,4391,3,2,FT,,,2026-03-11 00:00:42.195406,2026-03-11 00:00:42.195406,true,false,1,true,FT,true,2020,true
12208,1045578,2024-04-21 12:00:00,6,119,136,1,1,FT,Miguel González,,2026-02-27 00:01:51.060209,2026-03-07 21:59:25.012774,true,true,0,false,FT,true,2024,true
539676,,2019-11-03 00:00:00,46,659,658,1,1,FT,,,2026-03-11 00:02:05.589521,2026-03-11 00:02:05.589521,true,false,1,true,FT,true,2019,true
101121378,1121378,2023-09-23 13:00:00,100000585,100012449,100006422,1,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2023,false
156038,910793,2022-08-06 14:00:00,95,2232,2391,2,3,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2022,true
162006,1311475,2024-10-30 19:00:00,97,3170,3171,0,6,FT,Aimar Velasco,,2026-02-27 00:01:51.060209,2026-03-07 21:48:02.964618,true,true,0,false,FT,true,2024,false
60605,,2018-04-14 00:00:00,25,618,620,3,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2018,false
100470542,470542,2012-11-03 19:00:00,100000075,969,455,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2012,true
161222,644678,2020-11-07 15:00:00,95,2702,87,3,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2020,true
101416139,1416139,2026-03-20 08:00:00,100000400,100005211,100005212,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2026,true
216607,93238,2017-03-12 14:00:00,9,230,222,2,2,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,true
100559745,559745,2015-08-01 18:30:00,100000529,264,255,1,1,PEN,"Marco Fritz, Germany",,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,PEN,true,2015,true
537585,,2016-04-16 00:00:00,46,669,663,1,1,FT,,,2026-03-11 00:02:05.589521,2026-03-11 00:02:05.589521,true,false,1,true,FT,true,2016,true
116946,601418,2020-11-30 16:00:00,65,1343,1351,1,0,FT,Marcos Brazao,,2026-02-27 00:01:51.060209,2026-03-22 03:06:12.568239,true,true,0,false,FT,true,2020,false
266490,169224,2019-11-09 01:00:00,22,4387,527,3,2,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,1,true,FT,true,2019,true
304403,35487,2017-11-04 14:00:00,43,4559,1163,1,4,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,true
100474833,474833,2018-02-13 13:00:00,100000585,100008114,100012456,2,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2018,false
56656,,2014-03-09 00:00:00,24,588,598,0,0,FT,,,,,false,true,1,true,FT,true,2014,false
62723,,2015-11-21 00:00:00,26,642,649,2,0,FT,,,,,false,true,1,true,FT,true,2015,false
100486162,486162,2015-02-19 19:30:00,100000598,100012677,100012665,1,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2015,false
543497,,2014-05-17 00:00:00,53,804,796,2,1,FT,,,2026-03-11 00:02:49.526166,2026-03-11 00:02:49.526166,true,false,1,true,FT,true,2014,true
100404175,404175,2013-06-29 13:00:00,100000400,100005514,100005215,0,2,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2013,false
350881,225889,2017-03-10 23:00:00,88,2845,2842,2,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,false
101018621,1018621,2022-12-16 00:00:00,100000967,100004572,100004576,1,4,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2022,true
255242,94674,2019-09-25 22:30:00,19,955,439,0,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,1,true,FT,true,2019,false
589225,,2014-07-27 00:00:00,57,437,433,0,1,FT,,,2026-03-15 05:52:58.39255,2026-03-15 05:52:58.39255,true,false,0,false,FT,true,2014,false
569354,,2021-09-26 00:00:00,58,666,656,0,1,FT,,,2026-03-11 00:04:58.812185,2026-03-11 00:04:58.812185,true,false,1,true,FT,true,2021,false
98506,728854,2021-08-21 21:00:00,46,994,999,1,0,FT,J. Hinestroza,,2026-02-27 00:01:51.060209,2026-03-10 12:08:09.617054,true,true,0,false,FT,true,2021,false
147732,923810,2023-01-08 17:30:00,35,1816,1824,1,0,FT,António Nobre,,2026-02-27 00:01:51.060209,2026-03-07 22:29:29.928624,true,true,0,false,FT,true,2023,false
292000,133667,2019-08-02 18:45:00,34,905,901,1,3,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,1,true,FT,true,2019,true
612038,1324686,2025-05-31 05:00:00,118,4377,4374,2,2,FT,,,2026-03-23 22:32:36.578372,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2025,true
60742,,2018-12-09 00:00:00,25,620,627,2,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2018,true
100984919,984919,2023-04-16 14:00:00,100000758,2015,1891,1,2,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2023,true
374936,1494202,2026-07-13 17:00:00,29,737,752,,,NS,,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,false,0,false,NS,false,2026,
236676,201981,2016-03-04 20:30:00,14,1377,1380,2,2,FT,,,,,false,true,0,false,FT,true,2016,true
350853,225732,2017-01-09 14:00:00,88,1912,2002,0,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,false
362714,449142,2015-08-15 14:00:00,95,3089,2394,1,1,FT,,,,,false,true,0,false,FT,true,2015,true
121508,875451,2022-11-19 15:00:00,70,1440,1430,1,0,FT,S. Bourdeaud'hui,,2026-02-27 00:01:51.060209,2026-03-07 22:30:58.32854,true,true,0,false,FT,true,2022,false
101368937,1368937,2025-06-02 00:00:00,100000256,100023121,100021288,0,2,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2025,false
199644,9853,2017-09-16 18:45:00,5,117,3189,1,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,false
207236,197457,2014-03-26 19:45:00,7,164,3476,2,0,FT,,,,,false,true,0,false,FT,true,2014,false
356873,1361856,2025-04-01 22:00:00,92,1146,710,0,2,FT,Jhon Alexander Ospina Londono,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,true,0,false,FT,true,2025,false
100629357,629357,2020-11-22 15:15:00,100000142,100006376,100001910,1,8,FT,Verónica González Sánchez,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2020,true
100470475,470475,2013-09-22 19:00:00,100000075,100012279,4370,1,3,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2013,true
100551907,551907,2013-04-14 17:00:00,100000338,6379,100003638,5,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2013,false
109590,883356,2023-04-08 12:30:00,47,1198,1201,0,3,FT,M. Derdák,,2026-02-27 00:01:51.060209,2026-03-07 22:24:00.329554,true,true,0,false,FT,true,2023,false
590846,,2026-03-13 00:00:00,58,675,4434,1,2,FT,,,2026-03-22 05:38:24.492658,2026-03-22 05:38:24.492658,true,false,0,false,FT,true,2026,true
315125,500136,2015-09-13 21:35:00,51,1064,1054,1,4,FT,,,,,false,true,0,false,FT,true,2015,true
100377349,377349,2013-02-28 00:00:00,100000131,4438,100000790,1,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2013,false
131345,646097,2020-12-21 14:00:00,77,1596,1600,1,0,FT,Coimbatore Ramaswamy Srikrishna,,2026-02-27 00:01:51.060209,2026-03-10 12:24:52.229154,true,true,0,false,FT,true,2020,false
133014,967345,2023-01-29 12:45:00,40,1618,1612,0,2,FT,Mahmoud Nagi,,2026-02-27 00:01:51.060209,2026-03-07 22:28:34.088913,true,true,0,false,FT,true,2023,false
101365397,1365397,2025-12-27 12:30:00,100000391,100025894,100011125,0,5,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2025,false
101575276,1575276,2027-01-13 19:30:00,11,261,262,,,NS,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,NS,false,2027,
101499468,1499468,2026-06-13 18:30:00,100000131,100002429,6256,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2026,true
188033,125090,2019-05-14 19:00:00,2,26,14,2,0,PEN,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,PEN,true,2019,false
372807,1492208,2026-04-04 21:30:00,19,430,439,4,1,FT,,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2026,true
159175,779705,2021-09-04 14:00:00,95,2358,2548,1,8,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2021,true
109837,570982,2020-08-21 14:30:00,47,1205,1195,1,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2020,true
252494,191241,2012-07-08 19:00:00,19,438,442,4,2,FT,,,,,false,true,2,true,FT,true,2012,true
100071295,71295,2016-05-29 16:00:00,100000165,100002113,100002115,0,3,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2016,false
582379,,2019-06-29 00:00:00,76,461,484,1,0,FT,,,2026-03-11 00:06:18.776628,2026-03-11 00:06:18.776628,true,false,1,true,FT,true,2019,false
328348,1391523,2025-11-30 13:30:00,61,1295,1294,0,0,FT,Klim Zabroda,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,true,0,false,FT,true,2025,false
314179,179586,2018-12-04 18:30:00,50,1224,1216,4,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2018,false
144040,897092,2022-09-25 21:00:00,52,1766,1770,1,1,FT,K. Herrera,,2026-02-27 00:01:51.060209,2026-03-07 22:35:01.769103,true,true,0,false,FT,true,2022,true
163900,812599,2021-12-11 14:00:00,100,3877,3692,1,2,FT,D. Rossini,,2026-02-27 00:01:51.060209,2026-03-10 11:59:51.371848,true,true,0,false,FT,true,2021,true
342351,148908,2018-03-17 23:00:00,72,1145,4719,0,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2018,false
101541068,1541068,2026-05-20 10:00:00,100000363,100026880,100004121,0,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2026,false
352600,355766,2012-08-01 18:45:00,89,397,876,2,1,FT,,,,,false,true,0,false,FT,true,2012,true
251311,50706,2018-11-03 15:00:00,18,4362,412,0,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2018,false
355153,1451130,2026-01-20 20:00:00,89,108,216,6,1,FT,E. Eskas,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,true,0,false,FT,true,2026,true
240500,188527,2016-01-22 19:30:00,15,358,1443,2,1,FT,,,,,false,true,0,false,FT,true,2016,true
101196663,1196663,2025-03-07 12:30:00,100000368,100004203,100004201,3,4,FT,O. Rosayro,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2025,true
100073621,73621,2018-07-28 14:00:00,100000114,100002173,4457,0,2,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2018,false
90368,,2012-06-29 00:00:00,34,908,910,1,2,FT,,,,,false,true,1,true,FT,true,2012,true
58276,,2020-10-03 00:00:00,24,600,611,0,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2020,false
100849733,849733,2022-09-28 00:00:00,100000243,1020,100010112,1,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2022,false
103304,1001099,2023-08-04 23:00:00,58,1088,1093,6,1,FT,O. Quintana,,2026-02-27 00:01:51.060209,2026-03-07 22:17:13.52307,true,true,0,false,FT,true,2023,true
101519650,1519650,2026-09-20 16:00:00,100000328,2014,100003518,,,NS,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,NS,false,2026,
599704,1535302,2026-05-21 00:30:00,92,426,710,1,0,FT,,,2026-03-23 22:30:20.453812,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2026,false
195,1035366,2023-12-31 14:00:00,1,10,3,2,1,FT,J. Smith,,2026-02-27 00:01:51.060209,2026-03-07 22:07:02.407244,true,true,0,false,FT,true,2023,true
289369,1385914,2025-12-12 18:30:00,32,841,873,3,1,FT,Horia Gabriel Mladinovici,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,true,1,true,FT,true,2025,true
123752,867885,2023-04-14 18:00:00,73,304,1479,1,0,FT,A. Bos,,2026-02-27 00:01:51.060209,2026-03-07 22:23:29.502009,true,true,0,false,FT,true,2023,false
558289,,2018-04-22 00:00:00,57,947,441,1,1,FT,,,2026-03-11 00:03:55.273295,2026-03-11 00:03:55.273295,true,false,1,true,FT,true,2018,true
100499747,499747,2015-11-04 12:50:00,100000302,1535,1540,2,1,FT,Hamad Ali Yousef,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2015,true
101543246,1543246,2026-05-06 18:00:00,100000851,100013107,100013104,0,3,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2026,false
101099610,1099610,2024-03-31 10:00:00,100000142,100001916,100001913,1,2,FT,Elia Martínez,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2024,true
100537935,537935,2017-04-27 16:00:00,100000328,5171,6306,1,4,FT,S. Rinken,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2017,true
100065566,65566,2017-11-12 10:00:00,100000142,100015223,100001919,0,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2017,false
101514995,1514995,2026-02-07 13:00:00,100000507,100024758,1677,0,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2026,false
128134,1231337,2024-10-26 14:30:00,42,1544,1545,0,0,FT,Youssef Al sharshani,,2026-02-27 00:01:51.060209,2026-03-07 21:48:28.480377,true,true,0,false,FT,true,2024,false
324982,229456,2017-02-13 11:00:00,59,4655,4652,0,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,false
565495,,2015-02-14 00:00:00,58,656,664,1,1,FT,,,2026-03-11 00:04:58.812185,2026-03-11 00:04:58.812185,true,false,1,true,FT,true,2015,true
101560115,1560115,2027-02-06 16:00:00,36,6182,1803,,,NS,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,NS,false,2027,
100720088,720088,2021-09-19 13:00:00,100000364,1495,100004141,0,3,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2021,false
100412973,412973,2013-12-29 06:00:00,100000102,507,494,0,0,PEN,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,PEN,true,2013,false
301019,244689,2020-01-29 17:30:00,40,1616,1621,1,2,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2020,true
99479,827979,2022-05-12 01:00:00,45,1013,1008,1,1,FT,G. Guerrero,,2026-02-27 00:01:51.060209,2026-03-10 11:50:19.920029,true,true,0,false,FT,true,2022,true
547972,,2024-03-31 00:00:00,53,828,826,1,2,FT,,,2026-03-11 00:02:49.526166,2026-03-11 00:02:49.526166,true,false,1,true,FT,true,2024,true
375782,1506991,2026-07-05 10:30:00,38,1510,1511,,,NS,,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,false,0,false,NS,false,2026,
623756,1176061,2024-06-15 00:00:00,132,6319,2626,,,CANC,,,2026-03-23 22:34:04.820394,2026-03-23 22:34:04.820394,true,false,0,false,CANC,false,2024,
101570258,1570258,2027-04-25 15:00:00,6,136,3162,,,NS,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,NS,false,2027,
143459,1210681,2024-09-16 00:00:00,52,1767,1770,2,1,FT,J. Perez,,2026-02-27 00:01:51.060209,2026-03-07 21:51:30.124362,true,true,0,false,FT,true,2024,true
100412971,412971,2013-12-22 06:00:00,100000102,498,504,2,0,AET,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,AET,true,2013,false
60365,,2016-12-03 00:00:00,25,622,630,1,0,FT,,,,,false,true,1,true,FT,true,2016,false
376420,1505990,2026-04-07 21:00:00,46,989,985,2,1,FT,,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2026,true
100825767,825767,2022-07-31 13:30:00,100000104,4393,100007033,2,1,FT,M. Støfringshaug,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2022,true
74804,,2012-09-22 00:00:00,29,744,748,2,2,FT,,,,,false,true,1,true,FT,true,2012,true
214326,1234771,2024-11-30 14:00:00,8,189,3449,2,2,FT,F. Cosso,,2026-02-27 00:01:51.060209,2026-03-07 21:45:54.821853,true,true,0,false,FT,true,2024,true
617632,1498510,2026-05-10 19:30:00,125,6231,6245,0,1,FT,,,2026-03-23 22:33:18.573863,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2026,false
100851459,851459,2022-04-08 12:30:00,100000390,100004576,100004577,2,0,FT,Samer Kasem,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2022,false
159913,1031232,2023-06-20 19:00:00,88,2717,1909,1,1,FT,A. Bouh,,2026-02-27 00:01:51.060209,2026-03-07 22:18:47.295171,true,true,0,false,FT,true,2023,true
100538796,538796,2012-03-11 12:00:00,100000328,100013830,100003518,1,2,FT,A. Kuusk,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2012,true
96188,863439,2022-09-18 16:00:00,28,709,693,2,0,FT,H. Mastrángelo,,2026-02-27 00:01:51.060209,2026-03-07 22:35:16.682441,true,true,1,true,FT,true,2022,false
100538625,538625,2013-06-09 14:00:00,100000328,100003523,100013831,2,0,FT,A. Kuusk,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2013,false
199420,20625,2017-01-30 19:45:00,5,105,102,3,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,true
631650,1470650,2025-12-12 12:00:00,143,6489,6496,1,1,FT,,,2026-03-23 22:35:05.62016,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2025,true
327104,497383,2015-03-13 17:00:00,61,1285,4664,0,2,FT,,,,,false,true,0,false,FT,true,2015,false
100322854,322854,2020-02-16 01:00:00,100000422,100008408,100008405,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2020,true
610231,1206256,2024-10-26 12:00:00,116,1321,1325,0,0,FT,,,2026-03-23 22:32:27.439571,2026-03-23 22:32:27.439571,true,false,0,false,FT,true,2024,false
53626,,2015-04-25 00:00:00,23,564,561,1,4,FT,,,,,false,true,1,true,FT,true,2015,true
280120,16114,2017-10-14 14:00:00,29,4451,4450,3,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2017,false
100794120,794120,2021-09-26 17:00:00,100000722,100017791,100017787,1,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2021,false
100336484,336484,2018-07-21 17:00:00,100000506,100010539,4619,2,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2018,true
268498,831242,2022-11-13 16:00:00,23,564,553,1,1,FT,T. Skjerven,,2026-02-27 00:01:51.060209,2026-03-07 22:31:07.551337,true,true,1,true,FT,true,2022,true
267485,5001,2018-09-30 16:00:00,23,4393,573,2,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,1,true,FT,true,2018,true
322953,1353292,2025-04-22 22:30:00,57,960,457,1,1,FT,Lucas Casagrande,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,true,0,false,FT,true,2025,true
133113,967455,2023-05-14 17:00:00,40,1628,1626,0,0,FT,Mahmoud Ashour,,2026-02-27 00:01:51.060209,2026-03-07 22:20:44.125105,true,true,0,false,FT,true,2023,false
279044,215753,2020-02-01 00:10:00,28,719,712,1,1,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,1,true,FT,true,2020,true
101196548,1196548,2024-05-02 18:30:00,100000393,1958,100004616,5,2,FT,E. Grech,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2024,true
100487004,487004,2012-08-26 16:00:00,100000598,100006434,100012672,3,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2012,false
255582,328153,2020-10-18 23:30:00,19,455,2789,2,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2020,false
133752,701819,2021-08-12 17:00:00,40,1624,1632,2,2,FT,I. Noureddine,,2026-02-27 00:01:51.060209,2026-03-10 12:09:00.824541,true,true,0,false,FT,true,2021,true
370734,1387289,2026-02-10 19:45:00,3,84,50,1,2,FT,C. Brook,,2026-02-27 00:01:51.060209,2026-07-04 23:56:56.280444,true,false,0,false,FT,true,2026,true
259577,148284,2017-10-22 20:00:00,20,469,482,3,2,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,1,true,FT,true,2017,true
100228215,228215,2017-08-13 14:30:00,100000411,100005404,100005410,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2017,true
131851,1036514,2023-06-20 19:00:00,39,1365,1359,3,0,FT,N. El Jaafari,,2026-02-27 00:01:51.060209,2026-03-07 22:18:47.295171,true,true,0,false,FT,true,2023,false
609423,1262636,2024-09-28 08:00:00,115,6097,6092,2,4,FT,,,2026-03-23 22:32:22.472122,2026-03-23 22:32:22.472122,true,false,0,false,FT,true,2024,true
100754354,754354,2021-09-26 17:00:00,100000338,100003653,100013904,4,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2021,false
100242899,242899,2019-12-21 13:30:00,100000412,100005597,100005424,2,2,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2019,true
154382,768806,2021-08-19 17:00:00,91,1805,1398,2,0,FT,Tiago Martins,,2026-02-27 00:01:51.060209,2026-03-10 12:08:25.84334,true,true,0,false,FT,true,2021,false
252045,873461,2023-03-17 19:45:00,18,411,416,1,1,FT,D. Munro,,2026-02-27 00:01:51.060209,2026-03-10 11:41:13.315109,true,true,1,true,FT,true,2023,true
100161362,161362,2019-08-08 19:15:00,100000166,100004169,100002115,3,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2019,true
252203,1221373,2024-12-21 15:00:00,18,4359,4358,1,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2024,false
554117,,2012-08-30 00:00:00,57,428,970,3,2,FT,,,2026-03-11 00:03:55.273295,2026-03-11 00:03:55.273295,true,false,1,true,FT,true,2012,true
530633,,2015-10-04 00:00:00,39,556,571,2,1,FT,,,2026-03-11 00:01:23.686186,2026-03-11 00:01:23.686186,true,false,1,true,FT,true,2015,true
246107,758589,2021-09-26 16:00:00,16,376,4348,2,1,FT,A. Şansalan,,2026-02-27 00:01:51.060209,2026-03-10 12:05:28.453586,true,true,0,false,FT,true,2021,true
228932,556422,2015-10-25 11:30:00,12,282,259,1,0,FT,,,,,false,true,0,false,FT,true,2015,false
100485847,485847,2017-06-04 16:30:00,100000598,100006434,100012670,2,0,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2017,false
346537,493039,2015-08-12 23:30:00,76,1741,1745,1,1,FT,,,,,false,true,0,false,FT,true,2015,true
571448,,2025-03-01 00:00:00,58,657,658,0,1,FT,,,2026-03-11 00:04:58.812185,2026-03-11 00:04:58.812185,true,false,1,true,FT,true,2025,false
354157,152985,2016-08-02 18:30:00,89,1305,1397,2,4,AET,,,,,false,true,0,false,AET,true,2016,true
100138944,138944,2016-10-16 17:00:00,100000243,1014,4568,1,1,FT,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,FT,true,2016,true
101553961,1553961,2027-02-27 17:00:00,63,1310,1320,,,NS,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,NS,false,2027,
134965,673822,2021-03-05 14:00:00,48,1660,1663,1,0,FT,,,2026-02-27 00:01:51.060209,2026-02-27 00:01:51.060209,true,true,0,false,FT,true,2021,false
101561444,1561444,2026-11-21 16:00:00,24,582,591,,,NS,,,2026-07-04 23:56:56.452874,2026-07-04 23:56:56.452874,false,false,0,false,NS,false,2026,
57090,,2015-10-25 00:00:00,24,591,582,0,0,FT,,,,,false,true,1,true,FT,true,2015,false
242434,874833,2022-10-15 16:15:00,15,361,351,2,1,FT,W. Smet,,2026-02-27 00:01:51.060209,2026-03-07 22:33:32.648125,true,true,1,true,FT,true,2022,true
