fixture_id,home_win,draw,away_win,bookmaker,source,in_csv,in_pq,known_at
536913,3.02,3.18,2.63,Pinnacle,API-Football-closing,true,false,2015-04-04 00:00:00
209006,1.38,4.86,9.96,Pinnacle,API-Football-closing,true,false,2018-12-22 19:30:00
231529,1.95,3.73,3.94,Pinnacle,API-Football-closing,true,true,2025-04-05 11:00:00
575251,1.3,5.37,10.55,Pinnacle,API-Football-closing,true,false,2022-01-03 00:00:00
212700,1.54,4.17,6.59,Pinnacle,API-Football-closing,true,false,2019-10-05 13:00:00
223810,3.2,3.42,2.25,Pinnacle,API-Football-closing,true,true,2025-05-02 18:00:00
196119,3.21,3.15,2.48,Pinnacle,API-Football-closing,true,true,2022-03-11 19:45:00
40337,1.65,4.41,4.97,Pinnacle,API-Football-closing,true,false,2018-07-08 00:00:00
66079,1.77,3.82,5.06,Pinnacle,API-Football-closing,true,false,2017-05-17 00:00:00
282304,2.9,3.42,2.58,Pinnacle,API-Football-closing,true,false,2014-04-14 17:00:00
49450,1.69,4.07,5.3,Pinnacle,API-Football-closing,true,false,2015-09-30 00:00:00
561679,2.74,2.92,3.08,Pinnacle,API-Football-closing,true,false,2022-07-31 00:00:00
248628,3.67,3.33,2.21,Pinnacle,API-Football-closing,true,false,2018-04-21 14:00:00
209822,2.32,3.59,3.2,Pinnacle,API-Football-closing,true,true,2021-02-20 19:45:00
182118,2.22,3.15,3.8,Pinnacle,API-Football-closing,true,false,2018-12-15 15:00:00
586867,1.84,3.76,4.44,Pinnacle,API-Football-closing,true,false,2024-06-02 00:00:00
188804,3.8,3.4,2.12,Pinnacle,API-Football-closing,true,true,2020-12-12 15:00:00
213702,2.86,3.2,2.74,Pinnacle,API-Football-closing,true,false,2022-03-19 13:00:00
185016,1.8,3.8,4.33,Bet365,CSV,false,true,2023-01-03 19:45:00
561283,4.21,3.84,1.86,Pinnacle,API-Football-closing,true,false,2021-12-10 00:00:00
548901,1.68,4.2,3.9,Bet365,API-Football-closing,true,false,2026-03-07 00:00:00
56917,4.19,3.48,2.01,Pinnacle,API-Football-closing,true,false,2015-04-09 00:00:00
555652,3.18,3.39,2.39,Pinnacle,API-Football-closing,true,false,2014-09-17 00:00:00
541811,1.81,3.57,4.91,Pinnacle,API-Football-closing,true,false,2023-08-14 00:00:00
569407,2.69,3.15,2.95,Pinnacle,API-Football-closing,true,false,2021-10-24 00:00:00
253137,1.5,4.6,7.19,Pinnacle,API-Football-closing,true,false,2013-12-08 19:00:00
188398,2.8,3.3,2.55,Bet365,CSV,false,true,2020-02-08 15:00:00
191606,2.03,3.27,4.16,Pinnacle,API-Football-closing,true,false,2020-02-29 15:00:00
584983,2.03,3.63,3.85,Pinnacle,API-Football-closing,true,false,2022-07-24 00:00:00
53672,3.96,4.09,1.89,Pinnacle,API-Football-closing,true,false,2015-05-22 00:00:00
147810,1.85,3.46,4.55,Pinnacle,The-Odds-API,true,true,2023-04-05 18:00:00
81827,3.69,3.96,1.95,Pinnacle,API-Football-closing,true,false,2017-10-29 00:00:00
52290,1.98,3.73,3.81,Pinnacle,API-Football-closing,true,true,2024-04-07 03:05:00
190746,2.33,3.24,3.4,Pinnacle,API-Football-closing,true,true,2025-04-05 14:00:00
571918,2.2,3.5,3.0,Bet365,API-Football-closing,true,false,2025-11-08 00:00:00
279182,1.88,3.19,5.27,Pinnacle,API-Football-closing,true,true,2025-02-12 23:00:00
56280,2.6,3.11,3.19,Pinnacle,API-Football-closing,true,false,2012-08-10 00:00:00
193467,2.57,3.49,2.75,Pinnacle,API-Football-closing,true,true,2024-11-09 15:00:00
251549,3.03,3.69,2.28,Pinnacle,API-Football-closing,true,false,2020-01-11 15:00:00
276231,2.21,3.35,3.61,Pinnacle,API-Football-closing,true,false,2021-12-18 16:30:00
36315,3.32,2.98,2.52,Pinnacle,API-Football-closing,true,false,2021-09-25 00:00:00
272891,12.27,6.59,1.24,Pinnacle,API-Football-closing,true,false,2021-09-11 15:00:00
13671,1.81,3.33,5.43,Pinnacle,API-Football-closing,true,true,2019-08-18 00:00:00
565525,2.74,3.23,2.85,Pinnacle,API-Football-closing,true,false,2015-02-28 00:00:00
523039,5.01,4.34,1.68,Pinnacle,API-Football-closing,true,false,2013-11-10 00:00:00
259792,2.08,3.49,3.75,Pinnacle,API-Football-closing,true,false,2018-07-08 00:30:00
522419,3.38,3.58,2.23,Pinnacle,API-Football-closing,true,false,2012-09-02 00:00:00
214417,2.35,3.07,3.54,Pinnacle,API-Football-closing,true,true,2025-02-01 14:00:00
587612,1.72,3.46,6.06,Pinnacle,API-Football-closing,true,false,2025-03-22 00:00:00
187553,3.1,3.3,2.48,Pinnacle,API-Football-closing,true,false,2018-09-15 14:00:00
572144,1.38,4.96,9.16,Pinnacle,API-Football-closing,true,false,2014-04-13 00:00:00
184164,2.0,3.6,3.7,Bet365,CSV,false,true,2020-11-06 20:00:00
187874,1.87,3.7,4.51,Pinnacle,API-Football-closing,true,false,2019-02-23 15:00:00
271394,4.3,3.72,1.91,Pinnacle,API-Football-closing,true,false,2013-08-24 17:00:00
266634,1.52,4.61,6.1,Pinnacle,API-Football-closing,true,false,2025-07-27 01:00:00
69364,3.31,3.11,2.49,Pinnacle,API-Football-closing,true,false,2014-05-11 00:00:00
218039,2.32,3.27,3.5,Pinnacle,API-Football-closing,true,true,2021-03-21 14:00:00
282390,4.13,3.62,1.97,Pinnacle,API-Football-closing,true,false,2014-09-20 15:00:00
596858,4.55,4.11,1.66,Pinnacle,API-Football-closing,true,false,2021-10-16 00:00:00
223755,3.56,3.17,2.26,Pinnacle,API-Football-closing,true,true,2025-03-15 13:00:00
181192,2.67,3.53,2.69,Pinnacle,API-Football-closing,true,false,2017-01-02 15:00:00
268672,1.41,5.48,6.88,Pinnacle,API-Football-closing,true,true,2024-05-20 15:00:00
559560,2.61,2.95,3.21,Pinnacle,API-Football-closing,true,false,2019-10-26 00:00:00
88176,1.65,3.75,6.58,Pinnacle,API-Football-closing,true,false,2014-05-17 00:00:00
78470,1.75,3.77,5.36,Pinnacle,API-Football-closing,true,false,2014-10-19 00:00:00
62643,4.06,4.06,1.88,Pinnacle,API-Football-closing,true,false,2015-05-29 00:00:00
59419,1.34,5.16,9.5,Pinnacle,API-Football-closing,true,false,2025-07-19 00:00:00
287558,2.7,3.18,2.89,Pinnacle,API-Football-closing,true,false,2019-03-31 12:00:00
229926,2.75,3.48,2.63,Pinnacle,API-Football-closing,true,false,2019-02-10 12:30:00
590469,9.0,4.64,1.43,Pinnacle,API-Football-closing,true,false,2016-10-09 00:00:00
177789,2.66,3.47,2.71,Pinnacle,API-Football-closing,true,false,2018-09-08 14:00:00
188702,2.4,3.33,3.21,Pinnacle,API-Football-closing,true,true,2020-11-03 19:45:00
24636,5.54,4.79,1.56,Pinnacle,API-Football-closing,true,true,2023-12-06 19:00:00
240810,2.86,3.62,2.5,Pinnacle,API-Football-closing,true,false,2017-01-28 19:30:00
231517,3.33,3.33,2.31,Pinnacle,API-Football-closing,true,true,2025-03-16 12:30:00
256321,1.65,3.77,5.96,Pinnacle,The-Odds-API,true,true,2022-07-04 23:00:00
284281,2.92,3.53,2.46,Pinnacle,API-Football-closing,true,true,2023-05-29 14:00:00
279864,2.53,3.51,2.9,Pinnacle,API-Football-closing,true,false,2016-09-25 13:00:00
192321,2.2,3.4,3.3,Bet365,CSV,false,true,2021-10-19 18:45:00
40805,2.25,3.64,3.17,Pinnacle,API-Football-closing,true,false,2019-07-22 00:00:00
218605,1.55,4.1,7.28,Pinnacle,API-Football-closing,true,true,2022-10-08 15:00:00
204267,3.17,2.98,2.64,Pinnacle,API-Football-closing,true,true,2020-06-13 17:30:00
545378,2.45,3.39,3.0,Pinnacle,API-Football-closing,true,false,2018-07-17 00:00:00
542161,2.75,3.0,2.98,Pinnacle,API-Football-closing,true,false,2024-03-09 00:00:00
64724,4.07,3.38,2.04,Pinnacle,API-Football-closing,true,false,2012-09-29 00:00:00
75553,7.94,4.96,1.43,Pinnacle,API-Football-closing,true,false,2015-09-26 00:00:00
41966,2.18,3.79,3.28,Pinnacle,API-Football-closing,true,false,2022-06-19 00:00:00
275142,2.2,3.49,3.35,Pinnacle,The-Odds-API,true,true,2025-10-04 16:00:00
255566,1.51,4.08,7.65,Pinnacle,API-Football-closing,true,false,2020-10-14 21:00:00
237105,3.26,3.17,2.49,Pinnacle,API-Football-closing,true,false,2017-08-21 19:00:00
569880,3.14,3.4,2.41,Pinnacle,API-Football-closing,true,false,2022-08-12 00:00:00
420873,2.56,2.86,3.41,Pinnacle,API-Football-closing,true,false,2018-08-26 00:00:00
256276,1.88,3.4,4.77,Pinnacle,The-Odds-API,true,true,2022-06-08 23:30:00
75186,1.86,3.73,4.63,Pinnacle,API-Football-closing,true,false,2014-05-19 00:00:00
225275,3.77,3.77,2.04,Pinnacle,API-Football-closing,true,false,2016-09-17 13:30:00
196725,1.8,3.3,5.25,Bet365,CSV,false,true,2023-04-07 14:00:00
234677,2.56,3.43,2.9,Pinnacle,API-Football-closing,true,true,2022-01-22 19:00:00
34721,1.28,5.95,13.3,Pinnacle,API-Football-closing,true,false,2017-07-16 00:00:00
192648,1.4,4.7,8.97,Pinnacle,API-Football-closing,true,true,2022-04-02 14:00:00
291474,1.55,4.17,6.85,Pinnacle,API-Football-closing,true,true,2023-05-26 15:00:00
282847,1.7,4.06,5.25,Pinnacle,API-Football-closing,true,false,2016-10-31 18:00:00
597728,1.3,5.75,11.85,Pinnacle,API-Football-closing,true,false,2017-03-07 00:00:00
264096,2.56,4.08,2.44,Pinnacle,API-Football-closing,true,true,2021-12-04 05:00:00
547633,2.35,3.32,3.15,Pinnacle,API-Football-closing,true,false,2023-06-09 00:00:00
249818,3.39,3.52,2.2,Pinnacle,API-Football-closing,true,true,2024-08-10 14:00:00
218010,3.0,3.2,2.45,Bet365,CSV,false,true,2021-02-28 14:00:00
533481,3.32,3.75,2.17,Pinnacle,API-Football-closing,true,false,2021-10-27 00:00:00
599248,6.76,4.34,1.52,Pinnacle,API-Football-closing,true,false,2018-04-24 00:00:00
527996,1.74,4.02,4.73,Pinnacle,API-Football-closing,true,false,2024-05-20 00:00:00
292819,2.23,3.34,3.42,Pinnacle,API-Football-closing,true,true,2025-03-03 19:45:00
62462,1.98,3.85,3.85,Pinnacle,API-Football-closing,true,false,2014-05-15 00:00:00
192606,1.74,3.66,5.3,Pinnacle,API-Football-closing,true,true,2022-03-05 15:00:00
139972,1.76,4.41,4.12,Pinnacle,The-Odds-API,true,true,2022-10-01 23:30:00
209527,5.1,4.09,1.68,Pinnacle,API-Football-closing,true,true,2020-07-08 17:30:00
252156,2.87,3.17,2.59,Pinnacle,API-Football-closing,true,false,2024-10-05 14:00:00
254977,2.9,3.16,2.71,Pinnacle,API-Football-closing,true,false,2018-11-04 19:00:00
267963,1.16,9.09,14.76,Pinnacle,API-Football-closing,true,true,2020-11-08 17:00:00
285956,1.95,3.33,4.26,Pinnacle,API-Football-closing,true,true,2022-06-29 11:30:00
43096,3.06,3.64,2.32,Pinnacle,API-Football-closing,true,false,2024-07-14 00:00:00
95555,4.48,3.35,1.95,Pinnacle,API-Football-closing,true,true,2023-04-09 22:00:00
356205,1.93,3.65,4.14,Pinnacle,The-Odds-API,true,true,2025-10-02 16:45:00
183650,2.1,3.51,3.83,Pinnacle,API-Football-closing,true,false,2019-04-06 14:00:00
53770,2.0,3.81,3.8,Pinnacle,API-Football-closing,true,false,2015-08-30 00:00:00
81355,2.3,3.55,3.19,Pinnacle,API-Football-closing,true,false,2015-10-31 00:00:00
372776,1.53,4.25,6.1,Pinnacle,API-Football-closing,true,false,2026-03-18 22:00:00
66359,2.04,3.49,3.94,Pinnacle,API-Football-closing,true,false,2018-04-23 00:00:00
223342,4.43,3.33,1.96,Pinnacle,API-Football-closing,true,true,2023-02-03 19:45:00
524324,2.19,3.81,3.27,Pinnacle,API-Football-closing,true,false,2016-08-13 00:00:00
595940,1.9,3.73,4.34,Pinnacle,API-Football-closing,true,false,2017-02-14 00:00:00
177031,2.15,3.47,3.68,Pinnacle,API-Football-closing,true,false,2017-02-28 19:45:00
540910,2.78,3.13,2.87,Pinnacle,API-Football-closing,true,false,2022-02-19 00:00:00
260272,1.78,4.06,4.39,Pinnacle,API-Football-closing,true,false,2019-07-28 02:30:00
223397,1.83,3.72,4.58,Pinnacle,API-Football-closing,true,true,2023-03-18 18:00:00
524640,1.68,4.29,5.1,Pinnacle,API-Football-closing,true,false,2017-05-16 00:00:00
213931,1.71,3.51,6.17,Pinnacle,API-Football-closing,true,true,2022-12-04 14:00:00
266732,1.63,4.26,5.26,Pinnacle,API-Football-closing,true,true,2025-10-22 03:05:00
194742,2.6,3.34,2.85,Pinnacle,API-Football-closing,true,false,2019-08-20 18:45:00
201125,3.6,3.38,2.19,Pinnacle,API-Football-closing,true,true,2021-05-16 16:30:00
137805,1.91,3.73,4.2,Pinnacle,API-Football-closing,true,false,2022-09-07 00:05:00
286442,1.61,4.46,4.75,Pinnacle,API-Football-closing,true,true,2024-05-21 11:35:00
43054,1.75,4.35,4.28,Pinnacle,API-Football-closing,true,false,2024-06-30 00:00:00
218313,2.6,3.25,2.8,Bet365,CSV,false,true,2021-12-22 20:00:00
564490,2.47,3.1,3.37,Pinnacle,API-Football-closing,true,false,2012-11-02 00:00:00
209956,1.2,6.5,13.0,Bet365,CSV,false,true,2021-05-12 18:45:00
226783,1.36,5.25,7.0,Bet365,CSV,false,true,2021-08-20 18:30:00
522263,2.4,3.43,3.21,Pinnacle,API-Football-closing,true,false,2012-05-24 00:00:00
188575,6.13,4.22,1.56,Pinnacle,API-Football-closing,true,true,2020-07-18 11:30:00
374438,1.59,3.67,7.34,Pinnacle,API-Football-closing,true,false,2026-02-16 01:00:00
189226,1.85,3.3,4.75,Bet365,CSV,false,true,2021-09-14 18:45:00
61761,1.71,3.71,5.44,Pinnacle,API-Football-closing,true,true,2024-03-31 12:30:00
188643,2.8,3.4,2.5,Bet365,CSV,false,true,2020-10-17 14:00:00
91112,1.22,6.81,18.14,Pinnacle,API-Football-closing,true,false,2016-04-22 00:00:00
532848,1.99,3.51,3.9,Pinnacle,API-Football-closing,true,false,2020-08-16 00:00:00
283295,3.74,3.4,2.1,Pinnacle,API-Football-closing,true,false,2018-09-23 12:00:00
429284,4.81,3.21,1.94,Pinnacle,API-Football-closing,true,false,2019-03-18 00:00:00
243089,1.6,4.13,5.3,Pinnacle,API-Football-closing,true,true,2025-11-01 19:45:00
187784,1.93,3.3,4.9,Pinnacle,API-Football-closing,true,false,2019-01-01 15:00:00
569816,2.36,3.4,3.22,Pinnacle,API-Football-closing,true,false,2022-07-15 00:00:00
527132,1.85,3.7,4.58,Pinnacle,API-Football-closing,true,false,2022-07-23 00:00:00
249824,3.23,3.31,2.37,Pinnacle,API-Football-closing,true,true,2024-08-25 14:00:00
288525,1.06,13.2,38.91,Pinnacle,API-Football-closing,true,false,2022-05-13 14:30:00
223114,2.23,3.55,3.29,Pinnacle,API-Football-closing,true,true,2022-05-14 17:00:00
139216,3.34,4.05,2.05,Pinnacle,API-Football-closing,true,false,2024-10-24 02:30:00
225809,7.52,5.2,1.43,Pinnacle,API-Football-closing,true,false,2018-04-21 13:30:00
189685,1.48,4.42,7.73,Pinnacle,API-Football-closing,true,true,2022-05-02 16:15:00
195780,3.0,3.3,2.3,Bet365,CSV,false,true,2021-09-11 14:00:00
266814,1.57,4.23,5.41,Pinnacle,API-Football-closing,true,true,2026-02-01 01:00:00
184278,20.07,8.8,1.16,Pinnacle,API-Football-closing,true,true,2021-01-26 20:15:00
191342,3.23,3.36,2.34,Pinnacle,API-Football-closing,true,false,2019-10-05 14:00:00
36487,4.21,3.84,1.86,Pinnacle,API-Football-closing,true,false,2021-12-10 00:00:00
286794,6.35,5.26,1.43,Pinnacle,API-Football-closing,true,true,2025-10-17 10:00:00
226777,1.85,3.87,4.45,Pinnacle,API-Football-closing,true,true,2021-08-14 13:30:00
377816,7.06,3.71,1.54,Pinnacle,API-Football-closing,true,false,2026-03-22 13:30:00
526441,1.94,3.83,3.83,Pinnacle,API-Football-closing,true,false,2021-05-16 00:00:00
200624,6.0,5.0,1.44,Bet365,CSV,false,true,2020-02-22 20:00:00
371150,2.78,3.2,2.82,Pinnacle,API-Football-closing,true,false,2026-02-27 20:00:00
270252,14.07,10.39,1.09,Pinnacle,API-Football-closing,true,false,2021-04-24 16:00:00
234629,2.2,3.72,3.29,Pinnacle,API-Football-closing,true,true,2021-12-04 20:00:00
526437,2.45,3.28,3.09,Pinnacle,API-Football-closing,true,false,2021-05-16 00:00:00
252009,2.4,3.5,2.38,Bet365,CSV,false,true,2023-02-11 15:00:00
67424,4.31,3.37,2.0,Pinnacle,API-Football-closing,true,false,2022-02-19 00:00:00
140667,1.56,3.65,4.4,Betfair,The-Odds-API,false,true,2020-10-08 00:15:00
190174,2.8,3.2,2.79,Pinnacle,API-Football-closing,true,true,2023-04-07 14:00:00
191509,4.0,3.6,2.0,Bet365,CSV,false,true,2020-01-18 15:00:00
264248,2.78,3.04,2.96,Pinnacle,The-Odds-API,true,true,2022-06-18 09:00:00
556448,1.24,6.57,14.5,Pinnacle,API-Football-closing,true,false,2015-09-09 00:00:00
226503,3.75,3.75,2.04,Pinnacle,API-Football-closing,true,true,2020-10-24 13:30:00
284534,3.05,3.69,2.3,Pinnacle,API-Football-closing,true,true,2025-09-14 12:00:00
594846,1.74,4.3,4.23,Pinnacle,API-Football-closing,true,false,2019-02-16 00:00:00
209439,4.68,4.03,1.75,Pinnacle,API-Football-closing,true,false,2020-02-01 19:45:00
82408,3.59,3.57,2.1,Pinnacle,API-Football-closing,true,false,2020-09-21 00:00:00
372222,1.67,3.9,5.0,Bet365,API-Football-closing,true,false,2026-02-11 20:00:00
525070,1.43,4.77,8.2,Pinnacle,API-Football-closing,true,false,2018-04-22 00:00:00
634370,3.73,3.42,2.06,Pinnacle,API-Football-closing,true,false,2021-01-27 00:00:00
130719,4.6,3.9,1.75,Betfair,API-Football-closing,true,true,2021-04-24 09:10:00
277938,5.34,3.96,1.71,Pinnacle,API-Football-closing,true,false,2017-03-26 20:30:00
67699,4.64,3.5,1.87,Pinnacle,API-Football-closing,true,true,2023-02-01 00:00:00
189620,4.02,3.37,2.07,Pinnacle,API-Football-closing,true,true,2022-04-03 14:00:00
190128,1.91,3.5,4.2,Bet365,CSV,false,true,2023-03-11 15:00:00
227014,3.22,3.57,2.32,Pinnacle,API-Football-closing,true,true,2022-03-20 16:30:00
253118,2.24,3.29,3.64,Pinnacle,API-Football-closing,true,false,2013-11-24 21:30:00
86032,4.37,3.82,1.85,Pinnacle,API-Football-closing,true,false,2020-11-21 00:00:00
213658,2.4,3.05,3.52,Pinnacle,API-Football-closing,true,true,2022-03-01 17:30:00
63798,3.42,3.81,2.09,Pinnacle,API-Football-closing,true,false,2021-11-20 00:00:00
34951,2.77,3.4,2.7,Pinnacle,API-Football-closing,true,false,2017-11-26 00:00:00
562680,2.89,2.92,2.95,Pinnacle,API-Football-closing,true,false,2023-11-09 00:00:00
155303,1.56,3.87,6.37,Pinnacle,The-Odds-API,true,true,2024-08-22 00:30:00
548833,6.35,5.26,1.43,Pinnacle,API-Football-closing,true,false,2025-10-17 00:00:00
374478,2.3,2.77,4.22,Pinnacle,API-Football-closing,true,false,2026-03-02 22:15:00
249144,4.2,3.6,1.83,Bet365,CSV,false,true,2020-10-17 14:00:00
221785,2.9,3.15,2.72,Pinnacle,API-Football-closing,true,false,2018-10-06 13:00:00
253416,1.97,3.64,4.07,Pinnacle,API-Football-closing,true,false,2014-10-12 19:00:00
200839,2.14,3.59,3.6,Pinnacle,API-Football-closing,true,true,2020-11-08 17:30:00
62111,2.04,3.65,3.89,Pinnacle,API-Football-closing,true,false,2012-07-15 00:00:00
286455,2.79,3.56,2.44,Pinnacle,API-Football-closing,true,false,2024-05-26 11:35:00
161393,2.34,3.3,3.3,Pinnacle,The-Odds-API,true,true,2021-02-09 17:30:00
212591,2.67,3.04,3.05,Pinnacle,API-Football-closing,true,false,2019-04-13 16:00:00
209365,2.92,3.5,2.49,Pinnacle,API-Football-closing,true,false,2019-12-08 11:30:00
150204,1.45,4.65,7.94,Pinnacle,The-Odds-API,true,true,2022-02-17 20:00:00
52063,1.76,3.96,4.75,Pinnacle,API-Football-closing,true,true,2023-09-17 03:10:00
560848,4.05,2.99,2.21,Pinnacle,API-Football-closing,true,false,2021-08-22 00:00:00
42929,3.82,4.16,1.88,Pinnacle,API-Football-closing,true,false,2024-05-12 00:00:00
276401,2.23,3.47,3.43,Pinnacle,API-Football-closing,true,false,2022-08-06 18:00:00
138926,1.98,3.89,3.67,Pinnacle,The-Odds-API,false,true,2024-05-26 02:30:00
138628,2.76,3.32,2.75,Pinnacle,API-Football-closing,true,false,2021-03-06 01:30:00
268605,1.55,4.26,6.4,Pinnacle,API-Football-closing,true,true,2024-04-01 15:00:00
193015,3.06,3.13,2.59,Pinnacle,API-Football-closing,true,true,2023-01-01 15:00:00
227257,2.71,3.64,2.64,Pinnacle,API-Football-closing,true,true,2023-02-11 14:30:00
47066,4.45,3.12,2.07,Pinnacle,API-Football-closing,true,false,2022-04-28 00:00:00
213583,3.2,3.3,2.25,Bet365,CSV,false,true,2022-01-16 15:15:00
262207,2.14,3.57,3.61,Pinnacle,API-Football-closing,true,false,2016-03-11 10:00:00
205645,2.81,2.8,3.12,Pinnacle,API-Football-closing,true,true,2023-03-04 15:15:00
189788,2.4,3.3,3.0,Bet365,CSV,false,true,2022-08-31 19:00:00
201539,1.14,8.5,15.0,Bet365,CSV,false,true,2022-08-28 17:30:00
204475,1.5,3.6,8.5,Bet365,CSV,false,true,2020-10-28 18:00:00
37804,2.7,3.05,2.98,Pinnacle,API-Football-closing,true,false,2025-08-10 00:00:00
268596,2.02,3.63,3.88,Pinnacle,API-Football-closing,true,true,2023-09-24 15:00:00
181189,2.0,3.88,3.73,Pinnacle,API-Football-closing,true,false,2017-01-02 15:00:00
28532,5.3,4.44,1.62,Pinnacle,API-Football-closing,true,true,2020-11-24 00:00:00
214283,2.05,3.46,3.87,Pinnacle,API-Football-closing,true,true,2024-10-26 15:15:00
280377,1.74,4.19,4.39,Pinnacle,API-Football-closing,true,false,2018-11-05 18:00:00
282362,2.49,3.36,3.02,Pinnacle,API-Football-closing,true,false,2014-08-03 15:00:00
373884,1.71,3.91,5.07,Pinnacle,API-Football-closing,true,false,2026-03-15 18:15:00
204071,2.75,3.0,2.75,Bet365,CSV,false,true,2019-11-01 17:30:00
356318,3.12,3.36,2.41,Pinnacle,The-Odds-API,true,true,2026-01-29 20:00:00
222103,3.31,3.14,2.41,Pinnacle,API-Football-closing,true,false,2019-08-09 18:00:00
273375,2.17,3.21,3.82,Pinnacle,API-Football-closing,true,true,2025-02-08 16:00:00
534191,1.64,4.31,5.3,Pinnacle,API-Football-closing,true,false,2023-05-16 00:00:00
234521,2.61,3.49,2.79,Pinnacle,API-Football-closing,true,true,2021-08-28 16:45:00
184203,2.47,3.24,3.24,Pinnacle,API-Football-closing,true,true,2020-12-12 15:00:00
245610,1.8,3.5,3.75,Bet365,CSV,false,true,2020-07-19 18:00:00
223485,5.25,4.0,1.55,Bet365,CSV,false,true,2023-05-26 18:45:00
91024,1.18,7.77,18.68,Pinnacle,API-Football-closing,true,false,2015-09-18 00:00:00
526154,1.66,3.9,5.32,Pinnacle,API-Football-closing,true,false,2020-08-16 00:00:00
200225,2.08,3.28,4.16,Pinnacle,API-Football-closing,true,false,2019-02-10 11:00:00
216969,2.5,3.08,3.33,Pinnacle,API-Football-closing,true,false,2018-02-24 19:00:00
257116,2.38,3.09,3.46,Pinnacle,API-Football-closing,true,false,2025-04-17 00:30:00
209529,1.29,6.46,9.61,Pinnacle,API-Football-closing,true,true,2020-07-08 19:45:00
188396,1.33,5.25,9.0,Bet365,CSV,false,true,2020-02-01 15:00:00
565788,2.56,3.25,3.06,Pinnacle,API-Football-closing,true,false,2015-07-20 00:00:00
49012,2.23,3.36,3.6,Pinnacle,API-Football-closing,true,false,2014-04-27 00:00:00
597022,1.46,4.55,6.82,Pinnacle,API-Football-closing,true,false,2020-12-05 00:00:00
559547,1.47,4.36,7.72,Pinnacle,API-Football-closing,true,false,2019-10-20 00:00:00
139141,1.81,3.98,4.29,Pinnacle,API-Football-closing,true,true,2024-09-21 20:00:00
531369,2.41,3.49,3.09,Pinnacle,API-Football-closing,true,false,2017-06-03 00:00:00
595339,3.38,3.44,2.28,Pinnacle,API-Football-closing,true,false,2018-01-01 00:00:00
148565,1.12,10.0,20.96,Pinnacle,The-Odds-API,true,true,2025-01-29 20:00:00
435354,1.9,3.79,4.15,Pinnacle,API-Football-closing,true,false,2018-05-13 00:00:00
569619,3.04,3.09,2.67,Pinnacle,API-Football-closing,true,false,2022-03-05 00:00:00
278016,1.75,3.7,5.45,Pinnacle,API-Football-closing,true,false,2017-05-06 00:15:00
191406,1.68,4.14,5.02,Pinnacle,API-Football-closing,true,false,2019-11-16 15:00:00
126353,2.26,3.35,3.5,Pinnacle,The-Odds-API,true,true,2023-04-08 07:30:00
126421,1.94,3.55,4.28,Pinnacle,The-Odds-API,true,true,2023-06-07 10:00:00
544210,1.22,6.77,14.75,Pinnacle,API-Football-closing,true,false,2015-10-18 00:00:00
577380,2.54,3.32,3.07,Pinnacle,API-Football-closing,true,false,2012-03-11 00:00:00
183607,1.11,11.44,21.23,Pinnacle,API-Football-closing,true,false,2019-02-27 20:00:00
553413,3.28,3.03,2.48,Pinnacle,API-Football-closing,true,false,2024-08-30 00:00:00
130019,3.33,3.94,2.01,1xBet,The-Odds-API,true,true,2025-01-12 06:00:00
543417,2.27,3.18,3.64,Pinnacle,API-Football-closing,true,false,2014-03-16 00:00:00
589930,1.91,3.28,5.09,Pinnacle,API-Football-closing,true,false,2016-02-07 00:00:00
138171,1.72,3.6,4.0,888sport,The-Odds-API,false,true,2021-10-31 01:06:00
276062,2.53,3.21,3.04,Pinnacle,API-Football-closing,true,false,2021-05-16 15:30:00
195886,2.76,3.14,2.84,Pinnacle,API-Football-closing,true,true,2021-11-13 15:00:00
238473,1.49,4.67,6.76,Pinnacle,API-Football-closing,true,true,2022-02-02 19:00:00
187372,2.39,3.26,3.32,Pinnacle,API-Football-closing,true,false,2018-03-17 15:00:00
231742,3.33,3.69,2.09,Pinnacle,API-Football-closing,true,true,2025-12-21 12:30:00
588279,2.44,3.62,2.87,Pinnacle,API-Football-closing,true,false,2025-08-17 00:00:00
199708,5.43,4.15,1.68,Pinnacle,API-Football-closing,true,false,2017-10-28 11:00:00
409756,1.3,6.15,11.0,Pinnacle,API-Football-closing,true,false,2017-02-04 00:00:00
242457,3.6,3.6,1.95,Bet365,CSV,false,true,2022-10-29 16:15:00
126404,4.9,3.87,1.76,Pinnacle,The-Odds-API,true,true,2023-05-21 09:00:00
580987,1.59,4.43,5.87,Pinnacle,API-Football-closing,true,false,2017-09-14 00:00:00
80990,1.47,4.68,7.16,Pinnacle,API-Football-closing,true,false,2014-05-28 00:00:00
206242,4.25,3.42,1.97,Pinnacle,API-Football-closing,true,true,2025-05-04 14:15:00
184661,6.01,4.12,1.63,Pinnacle,API-Football-closing,true,true,2022-01-01 15:00:00
533266,2.28,3.64,3.18,Pinnacle,API-Football-closing,true,false,2021-07-04 00:00:00
29108,2.09,3.41,3.9,Pinnacle,API-Football-closing,true,true,2023-12-11 17:00:00
53407,1.59,4.45,5.85,Pinnacle,API-Football-closing,true,false,2014-05-04 00:00:00
218750,2.0,3.6,3.6,Bet365,CSV,false,true,2023-02-26 16:05:00
281730,2.25,3.59,3.22,Pinnacle,API-Football-closing,true,true,2025-04-13 14:30:00
