fixture_id,team_id,team_name,coach_name,coach_api_id,formation,in_csv,in_pq
217401,210,Reims,D. Guion,25,4-2-3-1,false,true
101747,1068,Deportes Iquique,M. Ramírez,477,4-3-3,false,true
275118,650,Lugano,Mattia Croci-Torti,15623,4-4-1-1,false,true
265367,537,UNAM Pumas,F. Palencia,3949,4-2-3-1,false,true
209685,175,Spezia,V. Italiano,1611,4-3-3,false,true
367593,5454,Balma,,,,false,true
111469,1239,Spartak Trnava,M. Gašparík,4462,4-3-3,false,true
100879206,5322,FSV Zwickau,J. Enochs,1405,4-4-2,false,false
311947,1659,Olympique Medea,,0,,false,true
175760,2650,Scunthorpe,,,,false,true
223011,227,Auxerre,J. Furlan,1463,4-1-4-1,false,true
373668,494,,Bartosch Gaul,27410,,true,false
19853,236,Quevilly Rouen,A. Wathelet,21734,4-4-2,false,true
106036,1146,Carabobo FC,J. Tolisano,2824,,false,true
293249,1818,Atromitos,,,,false,true
345469,1490,BFC Daugavpils,,,,false,true
353659,117,Ath Madrid,Diego Simeone,1595,4-4-2,false,true
205602,125,Leganes,Imanol Idiakez,2066,3-4-3,false,true
332012,1116,Union Comercio,M. Vivas,71,3-4-3,false,true
187793,15,Brentford,T. Frank,90,3-4-3,false,true
281468,757,Hammarby,K. Hellberg,9355,4-4-2,false,true
147137,1806,Bohemians 1905,L. Klusáček,2724,3-5-2,false,true
348670,1726,Phoenix Rising,R. Schantz,1051,,false,true
320068,4632,America-RN,,,,false,true
109568,1201,Kecskeméti TE,I. Szabó,4019,,false,true
278926,712,Gimnasia L.P.,D. Maradona,1694,4-2-3-1,false,true
333959,330,Chaves,César Peixoto,2798,4-4-2,false,true
233103,300,Utrecht,E. ten Hag,1993,4-3-1-2,false,true
16338,193,Pisa,A. Aquilani,15941,3-4-2-1,false,true
52283,531,Club Leon,J. Bava,14817,4-4-2,false,true
183340,1,Burnley,S. Dyche,7,4-4-1-1,false,true
216646,209,Marseille,R. Garcia,2551,4-3-3,false,true
9991,118,Granada,Paco López,1592,4-4-2,false,true
337024,1712,CS Hammam-Lif,,,,false,true
215751,224,Lyon,,,,false,true
266342,533,Club America,M. Herrera,1685,4-2-3-1,false,true
96000,695,Racing Club,F. Gago,13965,4-3-3,false,true
160684,2998,Bangladesh,Javier Cabrera,17401,,false,true
286441,4484,Sichuan Jiuniu,Tato,19843,4-2-3-1,false,true
331393,1132,Ayacucho FC,F. Melgar,4089,4-2-3-1,false,true
161503,1977,Cyprus,J. Walem,5838,,false,true
274564,645,Zurich,A. Breitenreiter,3082,3-1-4-2,false,true
175254,11,Sheffield United,,,,false,true
196157,84,Mansfield,N. Clough,597,5-3-2,false,true
103748,1099,Real Tomayapo,H. Pacheco,14153,,false,true
313564,1025,Sportivo Luqueno,G. Morínigo,9563,,false,true
132521,1626,Ghazl El Mehalla,N. Papavasiliou,1109,4-2-3-1,false,true
274400,644,Luzern,F. Celestini,2020,4-3-3,false,true
239788,348,Anderlecht,,,,false,true
367014,166,Lazio,S. Inzaghi,2392,3-5-2,false,true
140905,1734,Louisville City,D. Cruz,14597,,false,true
80484,778,Odense,S. Krogh,21395,3-4-3,false,true
343094,1139,Monagas SC,Marcelo Javier Zuleta,2464,,false,true
191369,64,Portsmouth,K. Jackett,622,4-2-3-1,false,true
329580,1585,Auckland,Steve Corica,1139,4-2-3-1,false,true
303255,1558,Al Kharaitiyat,,,,false,true
216599,217,Montpellier,J. Gasset,3043,4-2-3-1,false,true
175374,80,Tranmere,,,,false,true
86967,869,Univ. Craiova,L. Reghecampf,1158,4-2-3-1,false,true
125723,926,Al-Fayha,V. Rašović,1148,4-1-4-1,false,true
107360,1162,Dinamo Zagreb,A. Čačić,5736,4-2-3-1,false,true
377184,1231,Skalica,Roman Hudec,26062,4-2-3-1,false,false
308005,991,Jaguares,J. Rodríguez,3473,4-2-3-1,false,true
342716,1159,Lala FC,D. Rojas,2833,,false,true
96450,698,Lanus,L. Zubeldía,846,4-4-2,false,true
270755,4410,Khimki,A. Talalaev,1072,4-3-3,false,true
14127,154,Verona,M. Baroni,2915,3-4-2-1,false,true
312398,4589,MO Bejaia,A. Michel,3327,,false,true
112464,1258,Koper,S. Hadžić,2371,,false,true
225046,258,Hoffenheim,,,,false,true
204873,4323,Real Sociedad II,Xabi Alonso,6801,4-3-3,false,true
370552,25,Norwich,Philippe Clement,1518,4-2-3-1,false,false
270344,588,Zenit,S. Semak,1307,3-4-3,false,true
314739,4605,Central Espanol,,,,false,true
247379,407,Hibernian,,,,false,true
183818,6,West Ham,M. Pellegrini,3,4-1-4-1,false,true
217048,244,Caen,P. Garande,8663,4-1-4-1,false,true
102022,1078,Universidad de Chile,S. Escobar,2615,4-3-3,false,true
274129,644,Luzern,T. Häberli,2016,4-2-3-1,false,true
128854,1562,Chadormalu SC,S. Akhbari,22969,,false,true
144571,1764,CS Cartagines,H. Medford,706,,false,true
147198,1824,Panathinaikos,D. Alonso,993,4-2-3-1,false,true
179355,2702,Dagenham & Redbridge,,,,false,true
224421,278,Hamburg,,,,false,true
371750,3454,Cesena,Ashley Cole,28077,4-2-3-1,false,false
242269,347,St. Gilloise,F. Mazzù,1509,3-5-2,false,true
351580,2773,Syria,B. Stange,2452,,false,true
228380,268,Union Berlin,,,,false,true
156501,1906,Argentina,L. Scaloni,326,4-3-3,false,true
378167,4685,Juan Pablo II College,Marcelo Zuleta,26851,5-3-2,false,false
183084,7,Brighton,C. Hughton,2526,4-5-1,false,true
258189,4371,Whitecaps,,,,false,true
232286,305,Zwolle,,,,false,true
130201,1584,Melbourne Victory,T. Popović,151,4-2-3-1,false,true
100208774,5322,FSV Zwickau,J. Enochs,1405,3-4-1-2,false,false
324185,1099,Real Tomayapo,Eduardo Daniel Sagman,5915,,false,true
369692,328,Vizela,Álvaro Pacheco,6497,,false,true
145474,1788,Vida,Fernando Mendes,15095,,false,true
256426,960,Atletico Goianiense,Eduardo Baptista,230,4-4-2,false,true
187979,26,West Brom,J. Shan,2955,3-5-2,false,true
210464,174,Cremonese,M. Alvini,413,3-5-2,false,true
131934,1369,Difaa EL Jadida,A. Benchikha,2644,,false,true
157607,2682,Torquay,G. Johnson,682,4-4-2,false,true
232758,1479,Roda,,,,false,true
352930,639,Basel,,,,false,true
101645,1076,Union La Calera,W. Lemma,22531,4-2-3-1,false,true
265115,504,Kawasaki Frontale,Shigetoshi Hasebe,289,4-2-3-1,false,true
133280,1615,El Gouna FC,Reda Shehata El Sayed,12641,4-3-3,false,true
267085,571,Sandefjord,L. Bohinen,1869,3-5-2,false,true
177001,60,Fleetwood Town,U. Rösler,1389,,false,true
310744,1199,Diosgyori VTK,T. Feczkó,1939,,false,true
117305,1359,Maghreb Fès,G. Arena,20526,4-2-3-1,false,true
157045,715,Defensa y Justicia,H. Crespo,830,3-1-4-2,false,true
287977,855,FC Botosani,M. Croitoru,1208,4-3-3,false,true
278034,700,Boca Juniors,Guillermo Barros Schelotto,1972,4-3-3,false,true
346668,1730,Sacramento Republic,,,,false,true
187129,27,Sheffield Weds,Carlos Carvalhal,2219,4-4-2,false,true
195968,80,Tranmere,M. Mellon,643,4-4-2,false,true
308541,986,Millonarios,J. Pinto,2163,4-2-3-1,false,true
117374,1360,Wydad AC,R. Mokwena,2240,4-2-3-1,false,true
131299,1599,Chennaiyin,S. Pasha,16655,4-1-4-1,false,true
181333,69,Accrington,J. Coleman,603,,false,true
328021,1279,Shakhtar Donetsk,Paulo Fonseca,2431,4-2-3-1,false,true
205583,132,Burgos,Julián Calero,6714,5-4-1,false,true
143868,1771,Municipal Liberia,M. Díaz,700,,false,true
294089,1821,Olympiakos Piraeus,,,,false,true
219461,218,Le Havre,,,,false,true
194967,63,Stevenage,G. Westley,7245,4-2-3-1,false,true
323285,952,Avai,Jair Zaksauskas Ribeiro Ventura,3054,4-1-4-1,false,true
355018,406,Rangers,Russell Martin,6025,4-3-3,false,true
101293576,100001910,Atletico Madrid W,Victor Martín,19222,,false,false
273948,4423,Neuchatel Xamax FC,M. Decastel,2934,4-1-3-2,false,true
354259,257,M'gladbach,A. Schubert,1332,4-2-3-1,false,true
270667,582,CSKA Moscow,V. Fedotov,1312,3-4-2-1,false,true
100879489,3406,FC Viktoria Koln,O. Janßen,10302,3-4-3,false,false
100046147,5342,KFC Uerdingen 05,N. Meier,2966,4-2-3-1,false,false
239383,1345,Nacional,Tiago Margarido,6483,4-4-2,false,true
144368,1774,Municipal Grecia,J. Chávez,695,,false,true
271330,4415,SV Mattersburg,,,,false,true
215472,238,Guingamp,,,,false,true
176346,83,Bradford,,,,false,true
288235,4496,FC Clinceni,I. Poenaru,1198,4-2-3-1,false,true
147389,1831,Kifisia,Y. Anastasiou,1097,4-2-3-1,false,true
198009,112,Betis,,,,false,true
123126,1473,FC OSS,R. Brood,1490,3-4-1-2,false,true
380186,805,Shanghai Shenhua,Leonid Slutski,25800,4-1-4-1,false,false
286581,795,Henan Songshan Longmen,Nam Ki-Il,2792,5-3-2,false,true
312549,1639,Paradou AC,,0,,false,true
323041,434,Coritiba,Mozart Santos Batista Júnior,13746,4-3-3,false,true
270526,590,Krylya Sovetov,I. Osinkin,1086,4-4-2,false,true
252350,411,Arbroath,Colin Hamilton,24194,,false,true
145906,1800,FK Jablonec,L. Kozel,7753,3-4-2-1,false,true
226268,277,Fortuna Dusseldorf,F. Funkel,1537,3-1-4-2,false,true
208308,3458,Pescara,M. Oddo,1618,4-3-2-1,false,true
244450,376,Galatasaray,J. Olde Riekerink,3100,4-2-3-1,false,true
359843,742,AIK,,,,false,true
101544652,182,Bari,Moreno Longo,25883,4-3-1-2,false,false
195674,83,Bradford,M. Trueman,13498,4-2-3-1,false,true
356595,900,Shamrock Rovers,Stephen Bradley,1563,3-5-2,false,true
100627,1037,12 de Octubre,D. Farrar,650,,false,true
274094,645,Zurich,L. Magnin,2019,3-4-3,false,true
156535,1013,Barcelona SC,F. Bustos,2255,3-4-3,false,true
312694,1640,ASO Chlef,S. Zaoui,2264,,false,true
282516,4467,Hobro,,,,false,true
188423,52,Charlton,L. Bowyer,89,5-3-2,false,true
258570,466,Sporting Kansas City,,,,false,true
202436,110,Osasuna,Alessio Lisci,13592,3-4-3,false,true
309789,1193,Nyiregyhaza,,,,false,true
206210,99,Almeria,Rubi,1599,4-2-3-1,false,true
311929,1637,JS Kabylie,,0,,false,true
263549,511,Shonan Bellmare,B. Ukishima,5073,3-1-4-2,false,true
100330,1034,Nacional Asuncion,P. Sarabia,655,,false,true
160450,2778,Bahrain,Hélio Sousa,393,4-5-1,false,true
248603,418,Partick,A. Archibald,3589,4-2-3-1,false,true
234323,300,Utrecht,R. Hake,1492,4-3-1-2,false,true
96562,695,Racing Club,C. Úbeda,8215,4-2-3-1,false,true
220612,213,Brest,,,,false,true
351011,1926,USA,B. Arena,1985,,false,true
214407,189,Cittadella,A. Dal Canto,400,3-5-2,false,true
356197,224,Lyon,Jorge Miguel Gonçalves Maciel,5329,4-2-3-1,false,true
352327,4919,Spain U17,Hernán Pérez,6748,,false,true
250183,397,Celtic,Martin O'Neill,25688,4-4-2,false,true
140188,463,Vancouver Whitecaps,M. Dos Santos,1966,4-3-3,false,true
289682,4508,Rops,,,,false,true
172170,1,Burnley,,,,false,true
121078,1439,K. Lierse S.K.,J. Shoffner,20205,5-3-2,false,true
272474,4420,SKN ST. Polten,A. Schmidt,1922,5-3-2,false,true
140854,1714,North Carolina,J. Bradford,14569,,false,true
302978,1551,Al Wakrah,,,,false,true
254989,437,Bahia,Enderson Moreira,2415,4-2-3-1,false,true
227624,264,Wolfsburg,R. Hasenhüttl,8,4-4-2,false,true
355945,327,Sp Lisbon,Emanuel Ferro,6675,4-3-1-2,false,true
179817,66,Shrewsbury,,,,false,true
275828,683,Stal Mielec,D. Skrzypczak,12249,4-1-4-1,false,true
169742,10,Fulham,,,,false,true
19896,245,Valenciennes,A. Kantari,19793,4-4-2,false,true
226098,272,Hertha,P. Dárdai,3078,4-2-3-1,false,true
296656,938,Al Shabab,Luis García,45,4-2-3-1,false,true
105161,1119,Carlos A. Mannucci,P. Peirano,2134,4-2-3-1,false,true
323438,1096,Guabirá,V. Antelo,820,,false,true
375923,4534,Kawkab Marrakech,Hicham Dmiai,27179,,false,false
246811,382,Rizespor,İ. Palut,15478,4-2-3-1,false,true
102256,1066,Colo Colo,G. Quinteros,510,4-3-3,false,true
356698,1075,Palestino,I. Basay,512,4-3-1-2,false,true
180831,62,Northampton,,,,false,true
333777,1343,Benfica B,Renato Paiva,2813,,false,true
132658,1629,El Mokawloon,Mohamed Ouda,3364,3-4-3,false,true
165110,298,Vitesse,E. Sturing,7545,4-2-3-1,false,true
132170,1361,Moghreb Tetouan,J. Drideb,8588,,false,true
361214,851,FCSB,N. Dică,757,4-2-3-1,false,true
133445,1621,Pyramids FC,T. Gonias,910,4-2-3-1,false,true
113717,1273,Sumqayıt,A. Baga,2513,,false,true
130609,1595,Adelaide United,C. Veart,13537,4-4-2,false,true
304223,1166,HNK Rijeka,M. Kek,116,,false,true
283279,4467,Hobro,A. Kuhn,2873,4-1-4-1,false,true
378616,4708,Olympic Charleroi,,,,false,false
275296,664,Lech Poznan,I. Djurdjevic,1238,4-5-1,false,true
199171,117,Ath Madrid,,,,false,true
321644,946,Paysandu,Dado Cavalcanti,3060,,false,true
321188,955,Ceara,,,,false,true
96662,724,Talleres Cordoba,A. Medina,898,4-2-3-1,false,true
327688,4674,Zirka,R. Monarev,9675,,false,true
127432,1537,Sharjah FC,C. Olăroiu,63,4-2-3-1,false,true
210478,160,Monza,R. Palladino,18433,3-4-1-2,false,true
138389,532,Monterrey,A. Mohamed,2251,5-3-2,false,true
128057,1535,Al Nasr,R. Díaz,3370,4-1-4-1,false,true
144564,1769,CS Herediano,J. Soto,691,,false,true
222047,213,Brest,J. Furlan,1463,4-2-3-1,false,true
225294,254,Werder Bremen,A. Nouri,3094,4-1-4-1,false,true
108191,1181,AEK Larnaca,R. Ben Shimon,78,4-1-4-1,false,true
192421,69,Accrington,J. Coleman,603,4-5-1,false,true
268832,560,Haugesund,S. Manoharan,20941,4-2-3-1,false,true
257004,429,Botafogo RJ,Artur Jorge,12089,4-2-3-1,false,true
344951,1498,FK Ventspils,,,,false,true
157469,1997,Malta,M. Marcolini,1619,5-3-2,false,true
180721,84,Mansfield,,,,false,true
172482,55,Bolton,,,,false,true
276636,682,Rakow,M. Papszun,1222,3-4-2-1,false,true
256155,437,Bahia,Guto Ferreira,228,4-2-3-1,false,true
307613,978,Once Caldas,F. Maturana,10527,4-2-3-1,false,true
150819,2007,Crusaders FC,S. Baxter,1572,,false,true
276072,673,Cracovia,M. Probierz,1229,4-2-3-1,false,true
190757,33,Hull,Rubén Sellés,18918,4-2-3-1,false,true
241990,357,Gent,H. Vanhaezebrouck,2880,3-4-1-2,false,true
367669,227,Auxerre,,,,false,true
186178,15,Brentford,,,,false,true
100510144,384,Gazişehir Gaziantep,E. Sözeri,1285,,false,false
163022,171,Bologna,S. Mihajlović,2413,3-1-4-2,false,true
110546,1221,Hapoel Hadera,A. Nimni,17766,5-3-2,false,true
198564,123,Eibar,,,,false,true
130189,1591,Wellington Phoenix,G. Italiano,20353,3-4-2-1,false,true
318732,1257,Radomlje,D. Slavic,20494,,false,true
338287,1704,US Monastirienne,M. Sahli,6474,,false,true
185761,1,Burnley,Scott Parker,87,4-3-3,false,true
149959,103,Sociedad,Imanol Alguacil,1586,4-2-3-1,false,true
225507,273,Schalke 04,M. Weinzierl,3086,4-4-2,false,true
271850,4418,Ried,,,,false,true
109195,1203,Ferencvarosi TC,R. Keane,20259,,false,true
263164,500,Hokkaido Consadole Sapporo,M. Petrović,537,3-4-1-2,false,true
151002,2005,Kosovo,B. Challandes,201,4-2-3-1,false,true
177177,88,Walsall,J. Whitney,9451,4-4-1-1,false,true
238857,338,Benfica,R. Schmidt,57,4-2-3-1,false,true
356587,100,Vallecano,Iñigo Pérez Soto,21839,4-2-3-1,false,true
318938,1570,Esteghlal FC,A. Mansourian,2710,,false,true
281380,765,Varberg,J. Persson,1353,3-4-3,false,true
179638,34,Plymouth,,,,false,true
208088,167,Udinese,G. Iachini,7486,4-3-1-2,false,true
116755,1338,SC Covilha,Leonel Pontes,2222,4-4-2,false,true
266139,536,Atlas,G. Hoyos,3946,4-1-4-1,false,true
281604,4460,Vasteras SK FK,K. Karlsson,5284,3-4-3,false,true
185156,22,Southampton,Rubén Sellés,18918,4-4-2,false,true
148097,1816,AEK Athens FC,S. Ofridopoulos,3895,3-4-3,false,true
195023,94,Colchester,J. McGreal,609,4-2-3-1,false,true
141422,1723,Las Vegas Lights,I. Sánchez,4520,,false,true
352971,333,Arouca,Vasco Seabra,2810,4-2-3-1,false,true
184050,14,Aston Villa,D. Smith,14,4-3-3,false,true
150417,737,Djurgarden,K. Bergstrand,1385,4-3-3,false,true
128016,1542,Al Fujairah SC,G. Tufegdžić,4863,4-4-2,false,true
221085,223,Strasbourg,T. Laurey,38,4-3-3,false,true
222469,3563,Niort,S. Desabre,370,5-3-2,false,true
106277,1153,Deportivo Lara,E. Mancilla,17004,,false,true
606342,1854,Dinamo Minsk,A. Gurinovich,19511,3-4-2-1,false,false
147050,1800,FK Jablonec,P. Rada,1798,4-4-2,false,true
234271,309,AZ Alkmaar,A. Slot,2006,4-3-3,false,true
30977,406,Rangers,P. Clement,1518,4-2-3-1,false,true
172355,45,Blackpool,,,,false,true
304191,1169,NK Slaven Belupo,Ž. Kopić,2069,,false,true
101503472,100008015,Shan United,Hiroki Ono,27414,,false,false
262909,4376,Shimizu S-pulse,J. Jönsson,547,4-4-2,false,true
192793,69,Accrington,J. Coleman,603,4-1-4-1,false,true
194063,54,Burton,Gary David Bowyer,591,3-5-2,false,true
150259,1928,France,D. Deschamps,180,4-2-3-1,false,true
221893,3532,Sochaux,O. Daf,1456,4-2-3-1,false,true
100046014,289,Hansa Rostock,P. Dotchev,1407,,false,false
250253,4360,Cowdenbeath,,,,false,true
185754,21,Leeds,Daniel Farke,2,3-5-2,false,true
287752,855,FC Botosani,M. Croitoru,1208,4-2-3-1,false,true
365913,33,Hull,,,,false,true
232331,311,Feyenoord,,,,false,true
176384,50,Peterboro,,,,false,true
195104,63,Stevenage,G. Westley,7245,4-4-2,false,true
310257,1205,Mezokovesd-zsory,M. Radványi,10962,,false,true
332580,1128,Sport Boys,Guillermo Vasquez,23608,4-2-3-1,false,true
317663,1084,D. La Serena,Francisco Andrés Bozán Santibáñez,519,4-1-4-1,false,true
222093,3747,Chambly Thelle FC,B. Luzi,1460,3-4-3,false,true
341644,1155,Atletico Venezuela,,,,false,true
95477,709,Tigre,D. Martínez,249,4-3-1-2,false,true
233364,1475,ADO Den Haag,A. Groenendijk,2002,4-3-3,false,true
288208,838,Din. Bucuresti,D. Uhrin,1211,3-5-2,false,true
193601,93,Wrexham,P. Parkinson,968,3-5-1-1,false,true
97096,991,Jaguares,J. Méndez,12691,4-2-3-1,false,true
192546,72,Morecambe,S. Robinson,2400,4-3-3,false,true
317170,4613,San Luis,M. Ramírez,477,4-1-4-1,false,true
359344,109,Celta,Óscar García,6455,4-2-3-1,false,true
181557,68,Exeter,P. Tisdale,625,,false,true
370690,39,Birmingham,Chris Davies,22922,4-2-3-1,false,false
325121,1276,Keshla FC,Y. Maksymov,3457,,false,true
273682,647,Young Boys,A. Hütter,1542,4-2-3-1,false,true
303550,1557,Al-Sailiya,S. Trabelsi,1894,,false,true
156431,2631,Venezuela,L. González,2252,4-2-3-1,false,true
368647,3530,Dijon,A. Kombouare,3044,4-1-2-3,false,true
341176,1146,Carabobo FC,,,,false,true
131008,1606,Goa,Manolo Márquez,3333,4-2-3-1,false,true
185369,14,Aston Villa,Unai Emery,18,4-2-3-1,false,true
141040,1731,Orange County SC,P. Hardyman,12937,,false,true
222564,220,Toulouse,P. Garande,8663,5-3-2,false,true
186934,42,Cardiff,N. Warnock,101,3-4-1-2,false,true
226761,3375,Arminia Bielefeld,F. Kramer,5324,4-3-3,false,true
122700,1480,Jong PSV U21,A. Groenendijk,2002,4-3-3,false,true
225344,259,Freiburg,C. Streich,1538,4-4-2,false,true
100711588,100006787,Alaniya Vladikavkaz,S. Gogniev,7843,3-4-3,false,false
97733,984,Junior,A. Reyes,8188,4-2-3-1,false,true
146855,1795,Sigma Olomouc,R. Látal,1805,4-5-1,false,true
290145,880,KuPS,,,,false,true
31941,414,Inverness C,D. Ferguson,6665,,false,true
113701,1270,Səbail,A. Hacıyev,1130,,false,true
310767,1202,Fehérvár FC,Joan Carrillo,6611,,false,true
283269,778,Odense,J. Michelsen,1674,3-5-2,false,true
230704,284,Karlsruhe,C. Eichner,7673,4-3-3,false,true
238080,322,Famalicao,João Pedro Sousa,2212,4-1-4-1,false,true
332251,1127,Sport Huancayo,C. Ramacciotti,2136,4-2-3-1,false,true
324302,4654,Khazar Lankaran,,,,false,true
129918,1579,Padideh Khorasan,M. Rahmati,12637,,false,true
367165,161,Roma,E. Di Francesco,2430,4-2-3-1,false,true
100106854,6015,Austria Vienna (Am),A. Ogris,3606,,false,false
257552,465,DC United,,,,false,true
153630,8,Luton,P. Trollope,9538,4-2-3-1,false,true
93363,445,Goias,Vágner Mancini,2423,4-3-3,false,true
259008,468,Real Salt Lake,J. Cassar,10747,4-3-3,false,true
273674,639,Basel,U. Fischer,1544,4-2-3-1,false,true
31960,418,Partick,K. Doolan,19383,,false,true
345265,1498,FK Ventspils,,,,false,true
104016,1102,Royal Pari,Miguel Portugal,809,,false,true
113547,1269,Zira,R. Sadıqov,4767,,false,true
365975,33,Hull,,,,false,true
194763,62,Northampton,K. Curle,586,,false,true
281502,746,Malmo FF,H. Rydström,1380,4-1-4-1,false,true
364707,4,Nott'm Forest,S. Lamouchi,102,4-4-2,false,true
105428,1125,Atletico Grau,P. Zegarra,2121,,false,true
218872,217,Montpellier,M. Der Zakarian,30,4-2-3-1,false,true
270121,583,FK Rostov,V. Karpin,1311,4-1-4-1,false,true
603787,6000,Çorum FK,Çağdaş Çavuş,18203,4-1-4-1,false,false
100711771,615,Baltika,S. Ignashevich,10255,3-4-1-2,false,false
372776,429,Botafogo,Pablo de Muner,28286,4-1-3-2,false,false
364725,21,Leeds,M. Bielsa,105,4-1-4-1,false,true
190172,47,Wigan,S. Maloney,16417,3-4-3,false,true
373943,552,Lillestrom,Hans Odegaard,25855,4-1-4-1,false,false
205951,133,Albacete,Alberto González,6727,4-4-2,false,true
197930,110,Osasuna,,,,false,true
312688,1637,JS Kabylie,H. Velud,2262,,false,true
253465,442,Gremio,,,,false,true
120748,1408,Radnik Bijeljina,M. Radić,16150,,false,true
295509,1801,Mlada Boleslav,J. Weber,1806,4-4-2,false,true
100663348,4459,Gais,S. Jacobsson,1361,4-2-3-1,false,false
302525,1533,Ajman,Ayman Al Ramadi,1152,,false,true
201820,117,Ath Madrid,D. Simeone,1595,5-3-2,false,true
276622,2605,Lechia Gdansk,David Badia,10018,4-2-3-1,false,true
285371,4475,Guangzhou R&F,D. Stojković,58,3-4-3,false,true
187421,27,Sheffield Weds,J. Luhukay,1345,3-5-2,false,true
271339,626,Wolfsberger AC,,,,false,true
231166,290,Nurnberg,D. Hecking,1336,4-4-2,false,true
155023,1034,Nacional Asuncion,J. Pumpido,252,,false,true
115392,1316,IMT Novi Beograd,N. Jandrić,16116,4-2-3-1,false,true
290209,4511,PS Kemi Kings,,,,false,true
260399,476,Philadelphia Union,J. Curtin,1958,4-2-3-1,false,true
274355,647,Young Boys,G. Seoane,2017,4-4-2,false,true
100620,1030,SOL DE America,P. Escobar,657,,false,true
130510,1584,Melbourne Victory,T. Popović,151,4-2-3-1,false,true
274790,647,Young Boys,R. Wicky,3315,4-3-1-2,false,true
194669,94,Colchester,J. McGreal,609,,false,true
100208634,3426,Chemnitzer FC,P. Glöckner,1417,4-2-3-1,false,false
284216,778,Odense,A. Alm,1390,4-2-3-1,false,true
257926,471,FC Dallas,,,,false,true
335703,1782,Génesis,,,,false,true
211899,177,Parma,R. D'Aversa,2438,4-3-3,false,true
115395,1319,Napredak,V. Gaćinović,3416,4-2-3-1,false,true
101135,1060,Cerrito,A. Fernández,2197,,false,true
270803,616,Akron Togliatti,Z. Tedeev,15712,4-3-3,false,true
379743,1596,,Sergio Lobera,27481,,true,false
222043,214,Lens,P. Montanier,1459,4-4-1-1,false,true
177531,2165,Bury,R. Lowe,618,,false,true
220664,227,Auxerre,,,,false,true
238269,1377,Pacos Ferreira,Pepa,2221,4-3-3,false,true
176996,88,Walsall,J. Whitney,9451,,false,true
214090,189,Cittadella,E. Gorini,15217,4-3-1-2,false,true
100593535,3389,Dynamo Dresden,M. Kauczinski,3091,3-5-2,false,false
275325,1898,Wisla Krakow,M. Stolarczyk,1224,4-1-4-1,false,true
155728,1976,Kazakhstan,T. Baysufinov,5731,5-3-2,false,true
148269,1821,Olympiakos Piraeus,Pedro Martins,1099,4-2-3-1,false,true
368674,5687,Vauban Strasbourg,G. Arenz,6699,,false,true
198354,112,Betis,,,,false,true
140368,463,Vancouver Whitecaps,V. Sartini,15337,3-4-1-2,false,true
146729,1796,Slovácko,M. Svědík,1811,4-1-4-1,false,true
342713,1148,Zamora FC,A. Cañas,2249,,false,true
213314,3492,Chievo,A. Aglietti,2919,4-4-2,false,true
109115,1199,Diosgyori VTK,V. Radenkovič,6496,4-1-4-1,false,true
241350,1433,SK Beveren,,,4-3-1-2,false,true
120442,1409,FK Sarajevo,F. Dudić,4425,,false,true
339409,1447,Kolkheti Poti,G. Sanaia,2362,,false,true
176825,53,Port Vale,Bruno Ribeiro,9470,,false,true
242317,355,Antwerp,B. Priske,1682,4-3-3,false,true
143826,1773,Deportivo Saprissa,V. Quesada,3179,,false,true
278243,730,Colon Santa Fe,E. Domínguez,2250,4-4-2,false,true
335726,1785,Real Espana,J. Campos,701,,false,true
160693,2711,Equatorial Guinea,Juan Micha,15325,,false,true
315975,1773,Deportivo Saprissa,C. Watson,5433,,false,true
293532,4521,Panthrakikos,,,,false,true
237115,327,Sp Lisbon,Jorge Jesus,123,4-2-3-1,false,true
16261,184,Cosenza,F. Caserta,1617,4-2-3-1,false,true
187335,11,Sheffield United,C. Wilder,6,3-5-2,false,true
348986,1726,Phoenix Rising,Pa-Modou Kah,12229,,false,true
100326071,6051,FC Slutsk,V. Pavlov,2671,4-1-4-1,false,false
301624,1525,Al-Wasl FC,,,,false,true
193711,66,Shrewsbury,G. Ainsworth,641,3-4-1-2,false,true
226791,266,Dortmund,M. Rose,1540,4-3-1-2,false,true
274171,639,Basel,M. Koller,2012,4-4-1-1,false,true
156556,2629,Peru,R. Gareca,328,4-1-4-1,false,true
284788,4477,Hebei Zhongji,M. Pellegrini,3,4-1-4-1,false,true
146316,1793,Slovan Liberec,L. Kozel,7753,3-4-2-1,false,true
320169,956,Criciuma,,,,false,true
191630,77,Swindon,R. Wellens,582,4-2-3-1,false,true
291589,4513,Gnistan,J. Leppälahti,6203,3-5-2,false,true
179988,68,Exeter,,,,false,true
343679,1468,Dordrecht,G. de Nooijer,3166,,false,true
133020,1620,Al Ittihad,Z. Manojlovic,6604,4-2-3-1,false,true
293160,1816,AEK Athens FC,,,,false,true
256887,2789,Palmeiras,Abel Ferreira,1103,3-4-2-1,false,true
309977,1200,Paks,,,,false,true
47532,511,Shonan Bellmare,S. Yamaguchi,15598,3-1-4-2,false,true
141890,1731,Orange County SC,R. Chaplow,16846,,false,true
243381,383,Fenerbahce,,,,false,true
140906,1726,Phoenix Rising,J. Guerra,16844,,false,true
274348,647,Young Boys,G. Seoane,2017,4-4-2,false,true
196883,80,Tranmere,N. Adkins,2950,4-4-2,false,true
314458,1227,Sektzia Nes Tziona,A. Turgeman,6679,5-3-2,false,true
