fixture_id,home_shots_total,away_shots_total,home_shots_on_goal,away_shots_on_goal,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_blocked_shots,away_blocked_shots,home_penalties,away_penalties,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,home_possession,away_possession,home_fouls,away_fouls,home_offsides,away_offsides,home_pass_accuracy,away_pass_accuracy,home_goals_ht,away_goals_ht,home_xg_ht,away_xg_ht,stats_fetched_at,in_csv,in_pq,xg_covered,xg_nulled,known_at
257018,14,9,5,2,7,6,7,3,4,2,0,0,4,4,3,1,0,0,1.05,0.8,51,49,11,10,4,0,85,82,0,0,,,,true,true,true,false,2024-11-08 23:45:00
316681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,true,false,true,,2019-04-02 03:45:00
118806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 10:00:05.867383,true,true,false,true,2025-02-10 17:15:00
241540,13,8,5,5,0,0,0,0,0,0,1,0,8,4,2,0,0,0,,,,,,,,,,,2,2,,,,true,true,false,true,2019-11-03 20:45:00
447165,16,4,8,3,,,,,,,,,8,6,4,2,0,0,,,,,15,18,,,,,2,0,,,,true,false,true,,2018-04-08 01:45:00
626862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,true,false,true,,2023-12-10 00:45:00
288071,10,8,4,7,0,0,0,0,0,0,0,0,8,4,7,2,0,0,,,,,14,15,4,1,,,1,3,,,2026-03-10 12:20:42.639383,true,true,false,true,2021-02-14 12:00:00
326291,17,18,4,4,0,0,0,0,0,0,0,0,3,3,4,2,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2020-01-12 15:15:00
115840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:39:33.792783,true,true,false,true,2023-05-31 01:45:00
377406,17,6,6,3,10,5,7,1,2,0,,,9,2,4,3,,,2.09,0.69,55,45,13,14,0,1,85,81,0,0,,,2026-07-04 21:34:46,false,false,true,false,2026-05-30 20:45:00
595967,,,,,,,,,,,,,,,3,2,0,0,,,,,,,,,,,1,1,,,,true,false,true,,2017-02-25 01:45:00
630464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2026-02-15 16:45:00
181144,10,14,5,4,,,,,,,,,4,3,0,0,0,0,,,,,11,7,,,,,0,1,,,,true,false,true,,2016-12-17 16:45:00
139455,15,11,5,4,7,6,8,5,3,2,0,0,5,2,1,1,0,0,1.08,0.87,53,47,2,13,2,2,87,85,1,0,,,,true,true,true,false,2023-06-01 02:15:00
353087,15,15,5,5,12,11,3,4,3,5,0,1,5,7,1,2,1,0,,,40,60,13,10,0,2,85,87,1,2,,,,true,true,false,true,2025-11-04 19:45:00
319805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,false,,2025-11-28 14:15:00
596674,5,13,3,6,,,,,,,,,4,2,4,1,1,0,,,,,15,14,,,,,0,0,,,,true,false,true,,2022-10-08 01:45:00
204464,9,8,5,1,7,5,2,3,2,3,0,0,3,4,0,2,0,0,0.88,0.68,,,,,,,,,0,0,,,,true,true,true,false,2020-10-25 19:00:00
185662,16,20,7,4,12,13,4,7,2,5,0,0,2,6,1,3,0,0,1.52,1.74,28,72,10,8,2,1,65,89,1,0,,,,true,true,true,false,2025-09-27 15:45:00
151296,12,9,6,4,11,5,1,4,3,2,0,0,6,3,1,1,0,0,,,59,41,10,17,3,0,91,84,0,0,,,,true,true,false,true,2024-10-03 18:30:00
123333,13,12,6,6,6,8,7,4,1,2,0,0,5,3,2,2,0,0,0.94,1.06,58,42,13,11,0,0,89,83,0,0,,,,true,true,true,false,2024-03-08 20:45:00
434785,12,12,3,5,,,,,,,,,7,5,1,2,0,0,,,,,11,18,,,,,0,0,,,,true,false,true,,2018-09-15 01:45:00
120788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2020-09-12 19:45:00
101269,10,7,7,1,0,0,0,0,0,0,0,0,6,8,4,3,0,0,,,,,17,11,1,2,,,0,0,,,2026-03-10 11:47:17.753655,true,true,false,true,2022-07-24 15:00:00
186783,14,18,6,2,10,12,4,6,5,4,1,0,5,3,4,2,0,0,1.94,1.59,,,,,,,,,0,0,,,,true,true,true,false,2017-02-28 21:30:00
621872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2023-09-22 20:30:00
602277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2024-10-19 15:45:00
194919,9,4,2,0,5,2,4,2,4,1,0,0,6,4,3,0,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2019-11-26 21:30:00
308030,16,6,2,1,3,2,13,4,5,1,0,0,2,3,3,4,0,0,0.8,0.37,,,,,,,,,0,0,,,,true,true,true,false,2018-08-20 00:00:00
257220,17,9,1,5,11,8,6,1,10,3,1,0,5,3,1,2,0,1,2.12,0.96,54,46,13,15,0,1,82,86,1,1,,,,true,true,true,false,2025-07-23 23:45:00
352044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,true,true,false,true,2025-09-09 10:45:00
375355,13,17,4,5,8,10,5,7,3,5,,,2,6,5,3,,,0.9,1.85,55,45,8,16,1,3,63,45,1,2,,,2026-07-04 21:34:46,false,false,true,false,2026-05-29 20:30:00
106809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2020-11-06 22:45:00
616543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,true,false,true,,2025-10-12 12:45:00
619962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2023-03-08 21:45:00
195362,19,15,4,7,12,9,7,6,6,1,0,0,7,3,1,2,0,0,1.63,1.25,63,37,3,16,0,1,79,63,2,1,,,2026-03-10 12:25:07.129796,true,true,true,false,2020-12-19 16:45:00
128287,18,15,7,9,11,11,7,4,5,1,1,0,5,4,3,2,0,0,,,36,64,15,12,4,1,77,85,2,2,,,,true,true,false,true,2023-12-20 16:15:00
380483,32,4,16,1,22,2,10,2,6,1,0,0,6,2,0,0,0,0,2.88,0.3,62,38,15,7,3,0,84,71,1,0,,,2026-03-22 03:00:17.929905,true,false,true,false,2026-03-18 21:45:00
294189,5,9,3,5,0,0,0,0,0,0,0,0,6,4,2,2,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-12-03 17:00:00
325131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2018-05-12 16:45:00
599616,18,3,6,0,12,1,6,2,6,2,,,3,1,0,2,,,2.35,0.17,74,26,8,12,1,2,92,75,1,0,,,2026-07-04 21:34:46,false,false,true,false,2026-04-08 20:45:00
149075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 12:10:32.267819,true,true,false,true,2021-07-14 16:45:00
595590,,,,,,,,,,,,,,,1,2,0,0,,,,,,,,,,,1,0,,,,true,false,true,,2016-08-09 01:45:00
176690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-09-03 15:45:00
124259,9,16,2,4,6,11,3,5,5,3,0,0,4,5,3,3,0,0,0.8,1.44,,,,,,,,,1,0,,,,true,true,true,false,2020-10-20 18:30:00
21577,20,24,3,7,14,16,6,8,8,6,0,0,4,7,2,1,0,0,1.82,2.12,36,64,13,4,1,1,75,87,1,1,,,,true,true,true,false,2023-12-16 16:15:00
216061,14,9,3,4,10,3,4,6,4,1,0,0,7,5,2,2,0,0,1.29,0.56,,,,,,,,,,,,,,false,true,true,false,2015-11-08 17:45:00
602529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,true,false,true,,2024-02-17 16:45:00
176997,12,5,5,2,,,,,,,,,10,7,0,1,0,0,,,,,8,12,,,,,1,0,,,,true,false,false,,2017-02-25 16:45:00
96405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 12:15:47.334086,true,true,true,true,2021-04-11 18:45:00
129251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,1,,,2026-03-10 11:44:55.643699,true,true,false,true,2022-08-26 16:15:00
106095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 11:38:18.394279,true,true,false,true,2023-09-02 00:25:00
221399,11,9,5,3,10,6,1,3,1,2,0,0,8,4,3,3,0,0,1.19,0.8,,,,,,,,,1,0,,,,true,true,true,false,2017-09-29 19:45:00
230694,16,9,3,5,11,7,5,2,2,0,0,0,9,2,1,3,0,0,1.44,0.88,60,40,8,7,1,1,85,79,1,1,,,2026-03-10 12:08:23.531777,true,true,true,false,2021-08-20 18:15:00
262807,9,17,4,5,6,13,3,4,2,5,0,0,3,7,1,3,0,0,0.8,1.64,,,,,,,,,2,0,,,,true,true,true,false,2018-03-03 11:45:00
160408,5,6,3,5,0,0,0,0,0,0,0,0,2,4,3,2,1,1,,,56,44,14,12,4,1,,,0,0,,,2026-03-10 11:53:53.602566,true,true,false,true,2022-03-29 12:45:00
255833,10,14,4,7,5,3,5,11,0,2,0,0,2,7,5,4,0,0,0.75,0.73,34,66,16,11,1,2,72,88,1,0,,,2026-03-10 12:11:15.424348,true,true,true,false,2021-06-17 23:45:00
109654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 12:05:54.974305,true,true,false,true,2021-09-22 19:45:00
351452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,true,true,false,true,2018-10-12 13:00:00
154861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,false,,2023-09-02 15:45:00
222554,5,8,1,7,4,5,1,3,0,0,1,0,2,6,2,2,0,0,1.14,0.68,69,31,19,20,2,5,84,68,1,2,,,2026-03-10 12:22:35.225239,true,true,true,false,2021-01-23 19:45:00
310787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2020-03-14 17:45:00
205770,13,15,5,6,10,12,3,3,3,5,0,0,2,6,1,0,0,0,1.26,1.49,32,68,15,18,4,3,76,87,1,1,,,,true,true,true,false,2023-05-21 18:15:00
319277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2018-08-17 17:00:00
155104,13,10,6,2,8,6,5,4,0,5,0,0,3,10,2,1,0,0,1.09,0.83,52,48,12,6,2,2,81,79,0,0,,,,true,true,true,false,2025-11-16 18:45:00
294155,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,2,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-10-02 14:45:00
131231,17,26,5,8,7,20,10,6,5,8,0,0,5,4,0,0,0,0,1.16,2.51,41,59,13,15,1,4,68,79,1,1,,,2026-03-10 11:59:10.029431,true,true,true,false,2021-12-21 15:45:00
352008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,1,,,,true,true,false,true,2025-09-06 19:45:00
99241,11,5,2,1,0,0,0,0,0,0,0,0,8,3,3,2,0,0,,,,,15,15,2,1,,,0,1,,,2026-03-10 11:39:40.46435,true,true,false,true,2023-05-21 22:15:00
254646,9,9,4,4,6,6,3,3,0,1,0,0,10,0,3,2,0,0,0.8,0.8,,,,,,,,,0,0,,,,true,true,true,false,2017-12-03 20:45:00
625064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2025-04-12 15:45:00
14085,11,8,0,2,0,0,0,0,0,0,0,0,3,5,1,3,0,0,,,,,14,19,,,,,0,1,,,,true,true,true,,2020-07-07 01:45:00
111621,19,8,9,1,0,0,0,0,4,1,2,0,6,4,0,0,0,0,,,,,7,9,0,0,,,0,0,,,2026-03-10 11:47:45.351524,true,true,false,true,2022-07-15 20:15:00
350839,9,18,1,7,8,10,1,8,4,5,0,0,4,7,3,1,0,0,0.96,1.43,48,52,15,11,2,1,69,75,1,0,,,,true,true,true,false,2025-10-15 00:45:00
321873,5,19,1,2,1,6,4,13,3,10,0,1,1,6,3,3,0,0,0.26,1.79,,,,,,,,,1,0,,,,true,true,true,false,2017-06-21 02:15:00
201414,14,6,3,1,8,3,6,3,4,1,0,0,8,2,4,4,0,0,1.13,0.45,56,44,17,10,3,1,83,79,0,0,,,2026-03-10 11:54:55.747752,true,true,true,false,2022-03-12 14:45:00
153672,20,14,8,1,9,10,11,4,7,4,3,0,11,4,4,6,0,1,,,54,46,17,17,3,3,83,82,1,0,,,,true,true,false,true,2023-02-23 19:30:00
130143,19,10,5,4,10,8,9,2,6,5,0,0,4,4,1,5,1,1,1.47,0.99,45,55,9,11,1,3,80,85,1,2,,,,true,true,true,false,2023-11-12 07:45:00
619239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2026-03-03 21:45:00
218815,12,8,6,1,8,3,4,5,0,4,1,0,5,0,2,5,0,0,1.71,0.52,43,57,14,19,0,2,76,79,1,0,,,,true,true,true,false,2023-04-16 14:45:00
259838,23,19,10,5,19,10,4,9,4,5,0,0,5,7,2,1,0,0,2.33,1.47,,,,,,,,,1,2,,,,true,true,true,false,2018-07-30 03:15:00
151392,22,10,5,3,14,4,8,6,7,1,0,0,12,5,2,4,0,0,1.89,0.67,50,50,17,10,2,0,79,81,0,2,,,,true,true,true,false,2024-09-09 20:30:00
231027,11,11,4,5,7,5,4,6,3,4,1,0,5,5,1,3,0,0,1.59,0.79,43,57,5,10,2,1,72,78,2,3,,,,true,true,true,false,2022-08-28 13:15:00
183343,25,10,11,3,18,5,7,5,4,2,0,0,5,2,0,0,0,0,2.32,0.75,,,,,,,,,1,0,,,,true,true,true,false,2018-08-18 15:45:00
613378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2024-02-09 20:15:00
118258,7,8,4,4,0,0,0,0,0,0,0,0,4,7,2,2,0,0,,,39,61,15,15,0,0,,,1,0,,,,true,true,false,true,2023-12-17 12:45:00
109948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,false,,2021-02-07 19:15:00
100595025,12,9,7,6,,,,,,,,,9,7,0,4,0,0,,,57,43,11,21,1,1,,,0,1,,,2026-07-04 23:33:06,false,false,true,,2021-03-12 19:15:00
146061,17,4,8,2,0,0,0,0,3,1,1,0,5,3,2,3,0,0,,,,,17,9,0,0,,,3,1,,,2026-03-10 10:06:23.539393,true,true,false,true,2023-09-24 14:45:00
277640,13,17,6,9,0,0,0,0,0,0,0,0,2,10,3,3,0,0,,,,,,,,,,,,,,,,false,true,false,true,2015-10-06 01:55:00
244494,13,13,4,7,8,7,5,6,3,1,0,0,5,3,2,1,0,0,1.09,1.02,,,,,,,,,,,,,,false,true,true,false,2016-11-06 12:15:00
185514,11,11,4,6,4,6,7,5,2,1,0,0,6,3,1,1,0,0,0.71,0.87,56,44,4,13,1,1,84,79,0,3,,,,true,true,true,false,2025-03-15 16:45:00
105755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,1,,,,true,true,false,true,2024-04-06 23:30:00
22233,13,6,5,3,0,0,0,0,0,0,0,0,3,5,4,1,0,0,,,,,16,6,,,,,1,1,,,,true,true,true,,2022-01-16 01:45:00
100594938,18,8,12,4,,,,,,,,,5,7,2,0,0,0,,,47,53,8,15,1,1,,,0,1,,,2026-07-04 23:33:06,false,false,true,,2020-10-26 11:15:00
204595,18,11,4,2,14,7,4,4,4,5,0,0,6,5,2,2,0,0,1.75,0.95,57,43,12,14,4,1,79,69,0,0,,,2026-03-10 12:25:02.928731,true,true,true,false,2020-12-19 21:45:00
23056,19,2,5,2,12,1,7,1,5,0,0,0,7,1,3,2,0,0,1.63,0.15,64,36,4,12,1,0,84,63,0,1,,,,true,true,true,false,2023-10-07 12:45:00
220866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-04-01 19:45:00
126581,7,10,3,4,4,6,3,4,1,0,1,1,1,6,0,3,0,0,1.21,1.48,43,57,11,16,1,2,77,84,0,0,,,2026-03-10 11:54:58.048725,true,true,true,false,2022-03-12 09:15:00
240787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-12-27 18:45:00
188767,8,10,2,4,6,9,2,1,3,3,0,1,6,3,5,0,1,0,0.76,1.72,37,63,21,10,1,6,63,78,0,0,,,2026-03-22 03:06:06.802072,true,true,true,false,2020-12-01 21:45:00
304674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,false,,2019-05-03 17:45:00
100565734,4,6,0,2,,,,,,,,,8,6,4,3,0,0,,,54,46,16,15,1,0,,,0,0,,,2026-07-04 23:33:06,false,false,true,,2020-07-19 19:30:00
350194,8,7,3,2,0,0,0,0,0,0,0,0,10,0,2,2,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-09-04 20:30:00
433299,19,17,7,7,,,,,,,,,1,8,3,1,1,1,,,,,18,13,,,,,2,0,,,,true,false,true,,2026-02-27 01:45:00
340065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,true,false,true,,2019-05-11 18:45:00
290518,5,4,3,2,0,0,0,0,0,0,0,0,5,0,4,3,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2017-08-06 13:45:00
624224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2025-12-05 13:45:00
283967,17,14,6,4,8,10,9,4,6,6,0,0,3,4,2,2,0,0,1.24,1.29,56,44,13,8,0,0,80,77,1,0,,,2026-03-10 12:05:33.122395,true,true,true,false,2021-09-26 13:45:00
280454,17,11,7,1,11,3,6,8,1,3,1,0,5,3,1,3,1,0,2.12,0.62,,,,,,,,,3,0,,,,true,true,true,false,2019-05-14 18:45:00
301287,24,3,4,3,18,3,6,0,9,0,0,0,10,1,0,2,0,0,2.28,0.35,66,34,6,14,2,1,82,67,1,0,,,,true,true,true,false,2025-10-04 15:45:00
208426,10,13,3,3,6,9,4,4,1,4,0,0,3,9,1,1,0,0,0.83,1.18,,,,,,,,,1,0,,,,true,true,true,false,2017-05-14 14:45:00
128477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:40:09.609128,true,true,false,true,2023-05-04 19:45:00
109706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,3,0,,,2026-03-10 12:01:39.608503,true,true,false,true,2021-11-20 13:15:00
202764,10,8,2,5,9,7,1,1,4,0,1,1,7,2,3,3,0,0,1.72,1.49,,,,,,,,,1,1,,,,true,true,true,false,2017-02-04 16:45:00
217791,8,21,3,7,4,15,4,6,1,2,0,0,3,7,2,2,0,0,0.6,1.94,,,,,,,,,0,1,,,,true,true,true,false,2020-09-27 20:45:00
11945,25,8,6,4,11,4,14,4,9,1,0,0,11,0,3,2,0,0,1.76,0.6,64,36,10,11,1,1,81,75,0,1,,,,true,true,true,false,2023-10-22 18:15:00
205992,13,13,5,3,8,7,5,6,3,3,0,0,4,5,4,2,0,0,1.09,1.02,44,56,17,17,0,0,70,73,1,0,,,2026-03-10 10:00:54.333729,true,true,true,false,2024-11-20 20:45:00
105014,20,15,4,7,10,6,10,9,4,1,0,0,9,4,1,2,0,0,,,44,56,13,12,2,3,71,76,0,2,,,2026-03-10 11:47:10.776154,true,true,false,true,2022-07-26 22:00:00
329361,16,7,8,3,8,6,8,1,5,2,1,0,7,3,4,0,0,0,1.84,0.73,,,,,,,,,2,1,,,,true,true,true,false,2019-11-03 06:45:00
610286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2024-12-14 13:45:00
347081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2017-03-25 22:45:00
236741,12,9,6,4,0,0,0,0,0,0,0,0,3,9,1,3,1,0,,,,,,,,,,,,,,,,false,true,false,true,2016-04-30 16:45:00
222244,10,10,2,5,2,7,8,3,1,1,0,0,4,5,5,1,0,0,0.51,0.91,,,,,,,,,0,1,,,,true,true,true,false,2019-12-03 21:50:00
140107,13,8,6,1,7,6,6,2,0,0,0,0,5,3,2,0,0,0,1.02,0.76,59,41,15,11,3,3,72,61,1,0,,,2026-03-10 12:11:14.237018,true,true,true,false,2021-06-19 01:45:00
268370,10,24,4,7,5,16,5,8,0,9,0,0,2,11,1,0,0,0,0.75,2.12,51,49,4,7,2,2,87,84,0,0,,,2026-03-10 11:47:37.266412,true,true,true,false,2022-07-17 17:45:00
217863,7,17,0,4,4,14,3,3,1,6,0,0,1,8,3,4,1,0,0.57,1.72,31,69,11,18,2,4,70,85,0,0,,,2026-03-22 03:05:57.324919,true,true,true,false,2020-12-04 21:45:00
212943,12,8,2,3,5,3,7,5,6,1,0,0,5,3,4,0,0,0,0.82,0.52,,,,,,,,,1,1,,,,true,true,true,false,2020-06-29 20:45:00
138543,10,12,4,1,5,6,5,6,3,4,0,0,4,1,2,4,0,0,0.75,0.9,42,58,14,20,1,1,79,85,1,0,,,2026-03-15 03:06:28.509948,true,true,true,false,2020-12-06 04:45:00
255194,7,11,4,5,3,7,4,4,2,3,0,0,5,5,2,2,1,0,0.49,0.95,,,,,,,,,0,1,,,,true,true,true,false,2019-08-25 20:45:00
105473,4,20,2,8,2,13,2,7,2,4,0,1,3,7,4,3,0,0,0.3,2.39,,,,,,,,,0,0,,,,true,true,true,false,2020-08-25 17:45:00
628945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,true,,2025-01-19 21:45:00
333457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2018-08-11 18:45:00
604339,10,13,6,4,5,10,5,3,2,6,1,0,4,3,2,3,0,1,1.4,1.26,40,60,12,20,3,1,76,80,1,1,,,2026-03-23 23:04:10.797081,true,false,true,false,2025-02-08 14:45:00
158489,20,6,7,5,12,4,8,2,4,1,1,0,7,0,2,2,0,0,2.31,0.53,53,47,12,6,2,1,83,76,0,0,,,2026-03-10 11:48:04.789052,true,true,true,false,2022-07-07 02:15:00
248656,24,8,13,2,,,,,,,,,8,4,1,4,0,0,,,,,6,22,,,,,3,0,,,,true,false,false,,2018-04-29 12:45:00
100044636,10,9,4,3,,,,,,,,,8,0,,,0,0,,,,,10,8,1,2,,,0,1,,,2026-07-04 21:34:46,false,false,true,,2017-06-01 02:30:00
606465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,0,0,0,,,2,0,,,2026-03-29 03:00:43.503779,true,false,false,true,2025-11-02 14:45:00
32179,8,9,4,6,0,0,0,0,0,0,0,0,6,5,2,2,0,0,,,,,8,6,,,,,0,0,,,,true,true,false,,2023-02-18 01:45:00
158740,4,20,1,5,3,15,1,5,2,6,0,0,1,8,2,4,1,0,0.38,1.9,27,73,18,13,3,2,69,88,0,0,,,2026-03-10 12:14:49.130738,true,true,true,false,2021-04-23 00:00:00
106319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,0,,,0,1,,,2026-03-10 11:46:36.309554,true,true,false,true,2022-08-05 22:45:00
208818,11,17,5,6,5,10,6,8,2,7,0,0,1,8,2,3,0,0,0.79,1.43,,,,,,,,,1,1,,,,true,true,true,false,2018-04-29 14:45:00
241950,15,17,6,5,7,11,8,6,2,6,0,0,6,5,1,3,0,0,,,59,41,17,17,5,1,78,66,0,0,,,2026-03-10 12:16:26.638676,true,true,false,true,2021-04-04 20:30:00
300656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2018-09-23 15:15:00
100722066,17,10,7,6,,,,,,,,,4,0,2,2,0,0,,,47,53,12,14,1,4,,,0,2,,,2026-07-04 23:33:06,false,false,true,,2021-08-28 13:45:00
100722296,9,10,2,6,,,,,,,,,5,10,1,3,0,0,,,37,63,13,12,3,1,,,1,0,,,2026-07-04 23:33:06,false,false,true,,2022-03-05 14:45:00
368229,19,10,12,2,14,5,5,5,4,1,0,0,8,5,0,3,0,0,,,,,,,,,,,3,0,,,,true,true,false,true,2017-01-08 21:45:00
610572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2023-12-02 13:45:00
133675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,0,,,1,1,,,2026-03-10 12:12:50.552935,true,true,false,true,2021-05-14 16:45:00
108812,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,1,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2020-10-21 15:45:00
295552,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2019-08-25 18:45:00
356039,14,14,6,7,9,11,5,3,3,2,0,0,3,10,1,2,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2019-12-12 21:45:00
267916,17,9,3,5,13,6,4,3,7,1,0,0,3,6,1,2,0,0,1.64,0.8,,,,,,,,,0,0,,,,true,true,true,false,2020-09-20 17:45:00
154892,4,15,1,8,3,7,1,8,1,3,0,0,3,3,1,1,0,0,0.38,1.08,44,56,14,14,4,0,82,87,0,1,,,,true,true,true,false,2025-09-08 20:30:00
209977,13,6,1,2,5,4,8,2,3,2,0,2,3,0,3,2,1,0,0.86,1.82,70,30,17,11,1,0,88,71,0,1,,,2026-03-10 12:12:02.71306,true,true,true,false,2021-05-23 20:30:00
124771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,1,,,2026-03-10 11:40:44.345316,true,true,false,true,2023-04-10 12:45:00
273797,15,4,7,4,0,0,0,0,0,0,0,1,6,3,1,3,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2017-10-21 18:45:00
266387,23,9,3,2,9,6,14,3,10,1,0,0,7,1,1,3,0,0,1.53,0.8,,,,,,,,,0,0,,,,true,true,true,false,2019-08-25 01:45:00
201542,8,11,2,6,4,8,4,3,2,2,0,0,1,4,1,5,0,0,0.6,1.03,35,65,11,19,5,0,75,85,0,0,,,,true,true,true,false,2022-08-28 17:15:00
347411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2017-08-19 02:45:00
189672,11,7,3,2,8,5,3,2,4,1,0,0,4,3,2,2,0,0,1.03,0.65,59,41,7,14,0,5,71,61,0,0,,,2026-03-10 11:50:59.895221,true,true,true,false,2022-05-03 19:45:00
242734,10,10,4,3,3,5,7,5,2,2,0,0,6,3,4,3,0,0,0.59,0.75,57,43,6,12,3,0,85,82,0,0,,,,true,true,true,false,2024-09-21 20:30:00
95365,20,12,4,0,13,6,7,6,6,5,1,0,8,5,0,2,0,0,2.39,0.9,50,50,7,13,2,0,84,78,0,0,,,,true,true,true,false,2024-11-22 00:00:00
270667,6,12,4,3,6,7,0,5,0,4,0,0,2,5,2,2,0,0,0.69,0.98,45,55,13,13,6,1,71,75,0,0,,,,true,true,true,false,2023-03-05 18:15:00
