fixture_id,home_shots_total,away_shots_total,home_shots_on_goal,away_shots_on_goal,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_blocked_shots,away_blocked_shots,home_penalties,away_penalties,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,home_possession,away_possession,home_fouls,away_fouls,home_offsides,away_offsides,home_pass_accuracy,away_pass_accuracy,home_goals_ht,away_goals_ht,home_xg_ht,away_xg_ht,stats_fetched_at,in_csv,in_pq,xg_covered,xg_nulled,known_at
256773,12,18,2,4,9,7,3,11,2,5,0,0,5,4,3,4,0,0,1.14,1.19,60,40,16,8,1,1,83,80,1,1,,,,true,true,true,false,2024-06-11 23:45:00
322022,16,9,3,3,7,5,9,4,3,1,0,0,4,2,6,4,0,0,1.12,0.72,,,,,,,,,0,1,,,,true,true,true,false,2017-09-27 02:15:00
156545,19,12,8,4,11,4,8,8,4,4,0,0,3,5,1,2,0,0,1.55,0.74,55,45,18,11,3,0,88,81,3,0,,,2026-03-10 12:13:39.911608,true,true,true,false,2021-05-05 00:00:00
245328,15,12,7,4,7,9,8,3,2,3,1,0,4,6,1,1,0,2,1.73,1.14,,,,,,,,,2,0,,,,true,true,true,false,2019-08-26 18:45:00
132698,13,20,5,8,9,14,4,6,5,4,0,0,6,12,2,0,0,0,1.18,1.82,45,55,11,6,1,1,77,79,1,2,,,,true,true,true,false,2024-03-12 21:15:00
615282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2025-05-11 17:45:00
353064,15,10,5,2,10,8,5,2,3,4,0,0,7,6,3,4,0,0,,,44,56,22,19,3,0,73,75,1,0,,,,true,true,false,true,2025-10-04 16:15:00
193004,16,10,5,3,8,10,8,0,5,2,0,0,4,3,0,3,0,0,1.2,1.15,53,47,16,14,2,3,75,66,2,0,,,,true,true,true,false,2022-12-29 21:30:00
340177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,true,,2019-11-24 11:45:00
96000,11,22,4,10,5,10,6,12,4,4,1,0,4,7,6,3,0,0,1.43,1.57,26,74,15,11,0,0,62,87,0,0,,,2026-03-10 11:48:10.629467,true,true,true,false,2022-07-03 22:45:00
95058,12,11,5,4,6,5,6,6,3,5,0,0,3,13,3,1,0,0,0.9,0.79,32,68,12,11,1,0,67,84,1,0,,,,true,true,true,false,2024-05-13 01:00:00
112159,12,6,8,3,0,0,0,0,0,0,0,0,7,4,1,2,0,0,,,56,44,17,16,1,1,,,1,0,,,2026-03-10 12:15:59.426775,true,true,false,true,2021-04-10 16:45:00
608719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2025-02-22 13:15:00
307320,16,11,1,4,9,1,7,10,5,2,0,0,7,1,3,7,1,1,1.28,0.47,,,,,,,,,,,,,,false,true,true,false,2016-10-29 20:45:00
621849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,true,false,true,,2023-08-11 20:30:00
281918,19,15,8,4,16,8,3,7,7,6,0,0,7,6,2,1,0,0,1.95,1.17,45,55,9,14,1,0,80,84,2,1,,,,true,true,true,false,2025-10-19 16:15:00
599066,12,8,4,4,,,,,,,,,4,5,0,3,0,0,,,,,12,7,,,,,1,0,,,,true,false,true,,2019-04-27 01:45:00
107042,20,5,4,2,18,3,2,2,5,0,0,0,6,1,1,4,0,0,2.14,0.42,57,43,12,14,2,2,84,75,0,0,,,,true,true,true,false,2025-04-04 17:45:00
623796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2024-04-20 10:45:00
182829,12,10,6,1,6,4,7,6,2,4,0,0,2,4,0,2,0,0,0.94,0.67,,,,,,,,,1,0,,,,true,true,true,false,2017-03-18 19:15:00
378152,9,13,6,4,7,6,2,7,1,4,0,0,0,9,2,2,1,0,0.88,0.94,38,62,11,12,3,2,78,86,1,0,,,,true,false,true,false,2026-03-08 22:15:00
279409,8,14,3,3,7,7,1,7,1,4,0,0,4,7,6,2,0,0,0.84,1.05,24,76,19,16,4,3,65,88,1,0,,,,true,true,true,false,2025-07-27 20:45:00
143539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,0,,,2026-03-10 10:00:32.167856,true,true,false,true,2024-12-19 03:45:00
157686,7,21,2,8,2,15,5,6,2,4,0,1,2,6,3,0,0,0,0.41,2.58,55,45,12,15,2,1,78,75,0,3,,,,true,true,true,false,2023-03-08 01:45:00
10252,12,10,2,4,10,6,2,4,3,2,0,0,8,5,2,2,1,0,1.22,0.83,41,59,13,13,1,4,76,84,0,2,,,,true,true,true,false,2024-05-05 13:45:00
246334,22,9,7,4,14,8,8,1,5,2,0,0,3,4,1,0,0,1,1.89,0.96,50,50,16,5,1,2,85,83,1,0,,,2026-03-10 11:54:56.887455,true,true,true,false,2022-03-12 14:45:00
194975,22,10,5,4,17,8,5,2,11,2,0,0,9,1,1,1,0,0,,,,,,,,,,,0,3,,,,true,true,false,true,2019-12-29 16:45:00
100884868,12,16,3,4,5,12,7,4,1,5,,,4,8,5,3,1,0,,,47,53,12,17,3,2,71,72,1,0,,,2026-07-04 23:33:06,false,false,true,,2022-11-05 14:45:00
101567784,8,4,5,2,,,,,0,0,,,3,4,0,1,0,0,,,56,44,,,,,,,0,0,,,2026-07-04 21:34:46,false,false,false,,2026-07-02 18:45:00
371859,11,15,4,6,7,9,4,6,1,2,,,0,2,2,2,,,0.59,2.02,32,68,16,13,2,0,71,90,0,1,,,2026-07-04 21:34:46,false,false,true,false,2026-05-10 20:45:00
346119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,true,false,true,,2025-08-29 16:15:00
186898,7,15,3,4,5,8,2,7,1,4,0,0,3,4,3,0,0,0,0.65,1.17,,,,,,,,,0,1,,,,true,true,true,false,2017-04-25 20:30:00
109593,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,1,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:40:41.010183,true,true,false,true,2023-04-14 19:45:00
608675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2024-10-20 13:35:00
294320,10,7,6,1,0,0,0,0,0,0,0,0,3,9,5,2,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2017-03-05 19:15:00
349437,17,13,6,5,6,7,11,6,9,1,0,1,7,5,4,0,0,0,1.08,1.66,,,,,,,,,0,1,,,,true,true,true,false,2018-06-23 16:45:00
295155,20,23,3,8,9,12,11,11,7,7,0,0,3,9,1,4,0,0,1.42,1.77,57,43,5,18,5,0,88,80,0,0,,,,true,true,true,false,2025-11-01 19:15:00
100722032,8,1,4,0,,,,,,,,,6,6,0,1,0,0,,,49,51,12,6,1,2,,,0,0,,,2026-07-04 23:33:06,false,false,true,,2021-07-31 13:45:00
116024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,true,false,false,,2022-02-20 16:15:00
226468,9,7,1,3,6,6,3,1,4,2,0,0,4,4,1,2,0,0,0.8,0.73,,,,,,,,,0,0,,,,true,true,true,false,2020-09-20 17:45:00
24589,16,15,6,6,10,5,6,10,3,7,0,0,3,6,0,0,0,0,1.36,0.93,44,56,4,10,0,1,77,83,0,0,,,,true,true,true,false,2023-10-22 16:30:00
160331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,false,,2022-03-25 21:30:00
121917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,0,,,0,2,,,,true,true,false,true,2024-05-23 16:45:00
246593,15,20,6,4,10,11,5,9,3,7,0,0,4,5,1,1,0,0,1.33,1.58,41,59,10,18,2,1,75,79,1,0,,,,true,true,true,false,2023-01-14 14:45:00
211189,14,5,4,1,10,2,4,3,3,1,1,0,1,3,3,3,0,0,1.94,0.34,56,44,14,12,0,2,87,85,0,0,,,,true,true,true,false,2025-10-19 20:30:00
26161,8,12,5,7,5,9,3,3,1,3,0,0,2,4,2,3,1,0,0.68,1.14,50,50,15,15,1,2,78,75,0,0,,,,true,true,true,false,2024-02-18 19:45:00
265610,19,12,9,4,13,5,6,7,2,1,0,0,13,1,2,3,0,0,1.71,0.82,,,,,,,,,0,0,,,,true,true,true,false,2017-04-09 01:51:00
201297,12,14,1,5,5,7,7,7,5,3,0,0,7,4,3,2,0,0,0.82,1.05,48,52,14,11,0,0,56,57,0,0,,,2026-03-10 11:59:53.67267,true,true,true,false,2021-12-10 21:45:00
618282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2025-05-04 20:15:00
302770,15,6,5,2,7,3,8,3,2,0,0,0,7,4,0,1,0,0,1.08,0.45,57,43,8,11,2,0,89,82,2,1,,,,true,true,true,false,2025-12-21 17:15:00
182923,26,5,12,2,22,2,4,3,4,1,0,0,9,3,1,3,0,0,2.67,0.34,,,,,,,,,1,0,,,,true,true,true,false,2017-05-06 13:15:00
100392205,13,11,7,1,11,5,2,6,1,3,,,6,4,0,1,0,0,,,49,51,22,8,3,7,80,79,0,0,,,2026-07-04 23:33:06,false,false,true,,2016-05-25 19:15:00
135868,8,3,4,1,0,0,0,0,0,0,0,0,3,5,3,5,0,0,,,,,12,27,0,0,,,2,1,,,2026-03-10 11:40:46.554073,true,true,false,true,2023-04-09 14:45:00
623957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,false,,2023-04-08 11:45:00
100732227,24,11,6,8,13,7,11,4,8,1,,,9,3,2,2,,,,,65,35,13,12,3,3,82,65,1,1,,,2026-07-04 23:33:06,false,false,true,,2022-04-03 12:15:00
604687,11,16,4,6,7,5,4,11,2,4,0,0,3,5,2,2,0,1,0.95,0.96,57,43,16,13,2,0,83,80,0,0,,,2026-03-23 23:21:06.962631,true,false,true,false,2024-02-04 14:45:00
264812,14,8,3,4,12,3,2,5,4,2,0,1,7,3,2,1,0,0,1.45,1.17,58,42,15,12,0,5,70,59,1,1,,,,true,true,true,false,2024-07-20 11:45:00
281185,19,22,8,7,9,14,10,8,5,7,0,0,7,7,4,0,0,0,1.39,1.89,44,56,14,16,1,1,77,83,2,1,,,2026-03-10 11:49:32.990024,true,true,true,false,2022-05-22 14:45:00
348893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,true,false,true,,2025-05-24 21:45:00
352276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,true,true,false,true,2025-11-14 21:15:00
187795,3,18,1,2,2,10,1,8,0,5,0,0,1,4,2,1,0,0,0.27,1.43,,,,,,,,,1,0,,,,true,true,true,false,2019-01-12 16:45:00
378217,6,18,1,9,1,13,5,5,2,6,,,0,9,3,4,1,0,,,36,64,6,24,1,1,74,86,0,3,,,2026-07-04 21:34:46,false,false,true,,2026-05-03 20:00:00
231530,13,17,4,1,9,14,4,3,3,8,0,0,5,6,4,1,0,0,1.18,1.72,43,57,12,14,2,1,79,81,0,0,,,,true,true,true,false,2025-04-04 18:15:00
42691,9,16,4,2,6,13,3,3,1,6,0,0,5,7,1,2,0,0,0.8,1.6,50,50,8,16,3,3,82,80,0,0,,,,true,true,true,false,2023-10-01 01:15:00
323778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2019-05-17 02:15:00
226950,5,30,2,19,5,22,0,8,1,1,0,0,4,9,1,0,0,0,0.58,2.81,30,70,9,9,0,4,75,91,0,2,,,2026-03-10 11:57:58.505717,true,true,true,false,2022-01-23 18:15:00
156426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 12:14:53.032567,true,true,true,true,2021-04-22 01:45:00
149076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,3,,,2026-03-10 12:10:33.38335,true,true,false,true,2021-07-13 20:15:00
628534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,true,false,true,,2023-08-14 14:45:00
322834,14,19,2,7,7,11,7,8,1,3,0,0,5,5,4,2,0,0,1.05,1.55,,,,,,,,,0,0,,,,true,true,true,false,2019-10-19 21:15:00
627757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2024-09-29 14:45:00
631891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,true,false,true,,2024-10-20 11:45:00
315756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,true,false,false,,2025-04-12 23:15:00
100106779,7,14,0,9,,,,,,,,,1,2,,,,,,,44,56,14,10,1,3,,,0,3,,,2026-07-04 23:33:06,false,false,true,,2019-05-17 18:55:00
283425,17,18,6,11,0,0,0,0,0,0,0,0,5,6,1,1,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2019-04-08 18:45:00
191053,6,21,2,5,5,12,1,9,3,6,0,0,4,8,1,0,1,0,0.61,1.7,31,69,9,9,3,7,63,85,0,0,,,,true,true,true,false,2025-12-09 21:30:00
208924,3,17,1,7,2,9,1,8,0,2,1,0,1,2,3,1,1,0,0.91,1.32,,,,,,,,,0,2,,,,true,true,true,false,2018-10-21 14:45:00
109853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2,,,,true,true,false,true,2020-09-13 14:45:00
134158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 10:04:48.182092,true,true,false,true,2024-02-09 16:30:00
100208567,8,4,5,1,,,,,,,,,2,7,3,3,0,0,,,51,49,10,10,,,,,1,0,,,2026-07-04 23:33:06,false,false,true,,2019-08-03 13:45:00
595221,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,0,1,,,,true,false,true,,2017-10-28 01:45:00
258917,12,19,6,5,6,5,7,14,1,6,0,0,2,7,2,2,0,0,0.94,1.07,,,,,,,,,,,,,,false,true,true,false,2016-04-24 04:15:00
111876,19,4,8,1,0,0,0,0,0,0,0,0,8,2,1,1,0,1,,,64,36,9,13,2,5,,,1,1,,,2026-03-10 12:05:00.820188,true,true,false,true,2021-10-02 17:45:00
177171,11,11,4,4,9,7,2,4,3,4,0,1,5,3,2,0,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2017-08-12 15:45:00
310234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2017-05-20 17:45:00
122483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,2,,,2026-03-10 12:11:05.864684,true,true,false,true,2021-06-23 17:15:00
237916,7,17,2,6,3,9,4,8,2,6,0,0,1,13,2,1,0,0,0.49,1.32,,,,,,,,,1,1,,,,true,true,true,false,2020-06-11 19:45:00
115040,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.76,,,0,0,0,0,,,0,2,,,,true,true,true,false,2024-10-26 17:45:00
134795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:49:06.654277,true,true,false,true,2022-06-01 17:30:00
294984,9,10,8,6,0,0,0,0,0,0,1,0,5,3,2,4,0,0,,,,,,,,,,,3,1,,,,true,true,false,true,2020-01-19 19:15:00
42539,18,7,10,3,13,4,5,3,4,2,0,0,8,4,5,1,0,0,1.67,0.57,56,44,9,7,2,0,81,74,2,0,,,,true,true,true,false,2023-07-02 02:15:00
238084,13,11,5,7,9,8,4,3,2,0,0,0,8,6,1,1,0,0,1.18,1.03,49,51,18,15,2,4,83,81,0,3,,,2026-03-10 12:24:21.734502,true,true,true,false,2020-12-28 22:45:00
626580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2024-08-18 03:00:00
140850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,1,,,,true,true,false,true,2024-04-21 04:15:00
130149,18,16,8,6,15,12,3,4,5,4,0,0,5,3,2,1,0,0,1.83,1.52,53,47,19,10,2,3,83,80,2,0,,,,true,true,true,false,2023-12-01 10:30:00
632715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2024-04-18 14:45:00
315668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2019-06-01 19:45:00
100829402,17,7,7,5,,,,,,,,,7,3,2,3,0,0,,,,,10,8,2,3,,,1,0,,,2026-07-04 21:34:46,false,false,true,,2022-05-03 18:45:00
97385,14,12,3,6,7,10,7,2,4,3,1,0,6,0,5,3,0,0,1.7,1.22,54,46,12,16,2,0,80,74,1,2,,,,true,true,true,false,2023-02-05 02:45:00
121329,24,20,12,8,17,13,7,7,2,8,0,0,8,5,3,3,0,0,2.2,1.74,40,60,9,9,2,1,76,81,2,0,,,,true,true,true,false,2024-01-26 20:45:00
300709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2018-11-25 19:45:00
316619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2019-02-11 01:45:00
272974,14,8,5,2,12,6,2,2,2,0,0,0,7,2,1,5,0,0,1.45,0.76,37,63,12,13,4,2,54,73,2,0,,,2026-03-10 11:56:25.033585,true,true,true,false,2022-02-20 15:15:00
313475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2025-01-26 23:00:00
146070,8,8,2,5,0,0,0,0,0,0,0,0,10,4,2,2,0,0,,,,,16,18,1,3,,,0,1,,,2026-03-10 10:06:19.080994,true,true,false,true,2023-09-30 14:45:00
124577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,,true,true,false,true,2024-03-16 12:45:00
177097,7,9,2,6,3,6,4,3,0,0,0,0,0,5,4,0,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2017-04-08 15:45:00
318960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2017-03-09 13:45:00
129186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,2,,,2026-03-10 10:03:23.973666,true,true,false,true,2024-05-01 16:00:00
155139,22,8,9,1,8,5,14,3,6,1,0,0,7,2,0,3,0,0,1.41,0.68,60,40,10,16,0,2,81,71,1,0,,,,true,true,true,false,2024-04-12 01:45:00
142224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 12:11:04.723221,true,true,false,true,2021-06-24 01:45:00
595770,,,,,,,,,,,,,,,1,2,0,0,,,,,,,,,,,2,1,,,,true,false,true,,2016-10-25 01:45:00
260486,12,5,6,2,6,4,6,1,1,0,1,0,5,1,3,4,1,0,1.55,0.49,53,47,12,10,2,3,79,74,1,0,,,,true,true,true,false,2025-03-23 01:15:00
286156,12,13,5,4,9,11,3,2,3,4,0,0,5,9,3,1,0,0,1.14,1.34,55,45,15,8,1,5,85,77,1,1,,,,true,true,true,false,2022-12-04 13:15:00
100208582,7,14,4,5,,,,,,,,,1,5,5,1,0,0,,,49,51,11,7,2,4,,,1,1,,,2026-07-04 23:33:06,false,false,true,,2019-08-18 13:45:00
618816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,true,,2025-07-13 00:45:00
132953,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,5,0,0,,,,,0,0,0,0,,,0,1,,,2026-03-10 11:42:37.013807,true,true,false,true,2022-12-25 14:30:00
603069,9,11,2,3,4,5,5,6,3,2,0,0,6,4,2,6,0,0,,,70,30,14,18,2,1,82,67,1,1,,,2026-03-23 23:08:32.236055,true,false,false,true,2024-10-19 13:45:00
344268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2019-02-22 20:45:00
332225,11,12,3,3,5,5,6,7,2,5,0,1,4,2,3,4,0,0,0.79,1.47,,,,,,,,,1,0,,,,true,true,true,false,2019-10-27 22:15:00
21504,7,13,3,3,5,8,2,5,2,5,1,0,2,3,2,2,0,0,1.29,1.09,53,47,13,17,0,2,75,73,1,0,,,,true,true,true,false,2023-10-01 17:15:00
290981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2020-07-17 17:15:00
101196752,10,14,5,7,5,5,5,9,2,7,,,5,5,3,2,,,,,42,58,14,18,2,3,79,83,2,1,,,2026-07-04 21:34:46,false,false,true,,2024-07-14 15:45:00
633777,19,3,3,1,,,,,,,,,8,0,3,4,0,0,,,,,14,9,,,,,0,0,,,,true,false,true,,2023-10-29 01:45:00
115096,18,7,11,4,14,3,4,4,6,0,1,0,4,4,1,4,0,0,2.4,0.49,64,36,7,22,4,3,89,79,1,1,,,,true,true,true,false,2024-12-22 15:45:00
301351,12,18,7,4,8,5,4,13,0,1,1,0,3,7,2,1,0,0,1.71,1.03,55,45,12,11,1,1,81,72,2,0,,,,true,true,true,false,2026-01-28 16:45:00
617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2023-12-19 14:45:00
109191,22,8,9,3,13,5,9,3,4,2,1,0,8,1,1,1,0,0,,,53,47,16,13,1,1,75,73,1,1,,,,true,true,false,true,2025-04-05 19:15:00
141683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,1,,,2026-03-10 11:53:32.767216,true,true,false,true,2022-04-03 02:15:00
255486,15,10,3,4,12,3,3,7,3,4,0,0,3,2,3,0,0,0,1.49,0.59,,,,,,,,,0,1,,,,true,true,true,false,2020-09-06 20:45:00
297772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,true,true,false,true,2025-06-22 11:45:00
622419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,true,false,true,,2023-09-30 15:45:00
371233,19,6,5,0,9,2,10,4,6,5,,,3,3,2,1,,,1.82,0.16,42,58,19,11,3,0,80,85,0,0,,,2026-07-04 21:34:46,false,false,true,false,2026-05-04 20:45:00
9979,21,16,9,2,17,7,4,9,9,6,0,0,7,2,0,1,0,0,2.1,1.12,47,53,7,9,6,2,89,91,1,0,,,,true,true,true,false,2023-09-27 18:45:00
89909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,0,,,2026-03-10 10:06:20.204484,true,true,false,true,2023-09-29 16:45:00
128347,9,22,4,3,2,12,7,10,2,5,0,0,4,8,2,3,0,0,0.48,1.73,44,56,17,12,0,2,76,83,1,0,,,,true,true,true,false,2024-04-28 17:15:00
305286,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,3,0,0,,,,,,,,,,,2,0,,,,true,true,false,true,2020-02-29 16:45:00
124733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,0,,,,true,true,false,true,2024-10-20 14:45:00
176816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,false,true,false,true,2016-11-22 21:30:00
263979,6,6,3,6,4,3,2,3,2,0,0,1,6,2,1,0,0,0,0.53,1.09,40,60,15,7,0,1,78,84,1,2,,,2026-03-10 12:07:53.545517,true,true,true,false,2021-08-25 11:45:00
278538,12,15,3,4,6,6,6,9,2,3,0,0,2,7,2,2,0,0,0.9,1.01,,,,,,,,,1,0,,,,true,true,true,false,2018-08-20 22:30:00
127814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:58:36.655986,true,true,false,true,2022-01-09 14:45:00
283546,13,13,2,6,9,5,4,8,1,4,0,1,1,4,3,2,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2019-09-30 18:45:00
105167,11,19,4,6,3,10,8,9,3,5,0,0,2,5,2,1,1,0,0.62,1.47,34,66,16,12,2,1,74,87,0,2,,,2026-03-10 12:18:12.026195,true,true,true,false,2021-03-13 00:45:00
139209,26,12,9,5,16,7,10,5,7,4,0,0,12,3,0,3,0,0,2.19,0.98,57,43,12,9,2,2,88,83,0,1,,,,true,true,true,false,2024-10-20 02:45:00
378873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2026-03-08 23:15:00
319719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,true,false,false,,2020-08-20 18:00:00
100217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 10:03:21.798097,true,true,false,true,2024-05-04 01:45:00
326251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,false,,2019-12-01 15:15:00
284163,10,17,4,3,7,8,3,9,3,8,0,0,5,6,2,0,0,0,0.91,1.24,42,58,9,9,1,1,78,82,1,0,,,,true,true,true,false,2022-09-30 18:45:00
283822,15,12,1,1,8,10,7,2,6,3,0,0,5,6,0,1,0,0,1.17,1.22,59,41,12,16,1,2,69,58,0,0,,,2026-03-10 12:19:39.412903,true,true,true,false,2021-02-26 19:45:00
605890,6,10,0,4,2,5,4,5,2,0,0,0,5,5,5,2,1,0,0.37,0.75,50,50,14,12,2,0,79,78,0,0,,,2026-03-23 23:21:55.780366,true,false,true,false,2024-01-06 13:45:00
149460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-24 00:20:37.272911,true,true,false,true,2024-07-25 20:15:00
274503,19,10,8,2,15,2,4,8,1,2,0,0,4,4,1,2,0,0,1.87,0.51,56,44,7,4,1,2,85,81,3,0,,,2026-03-10 12:08:05.054097,true,true,true,false,2021-08-22 16:15:00
600435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2024-08-26 15:45:00
316445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2018-08-05 18:50:00
249374,12,6,5,3,8,3,4,3,0,2,1,0,7,0,1,3,0,0,1.71,0.45,64,36,8,17,2,3,71,48,1,2,,,2026-03-10 12:03:39.761446,true,true,true,false,2021-10-23 15:45:00
628726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2026-02-08 21:45:00
229389,15,7,5,3,9,4,6,3,4,0,0,0,4,2,2,4,0,0,1.25,0.57,,,,,,,,,0,0,,,,true,true,true,false,2017-04-05 17:15:00
242960,7,14,0,3,5,10,2,4,5,4,0,0,5,5,2,3,0,0,0.65,1.29,42,58,6,9,2,4,77,84,0,0,,,,true,true,true,false,2025-04-27 18:15:00
312355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,true,false,true,,2018-03-17 17:45:00
102098,13,14,6,4,7,8,6,6,3,4,0,0,4,9,4,1,0,0,1.02,1.13,57,43,12,11,2,2,82,78,2,0,,,2026-03-10 11:49:29.544776,true,true,true,false,2022-05-22 17:45:00
4697,20,11,4,5,17,8,3,3,7,5,0,0,4,2,2,3,0,0,2.06,1.03,63,37,18,11,0,1,87,74,0,3,,,,true,true,true,false,2023-08-19 13:15:00
122553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 12:02:16.569472,true,true,false,true,2021-11-06 17:45:00
214375,15,13,4,4,11,9,4,4,7,1,1,0,6,2,3,2,0,0,2.05,1.18,53,47,15,20,2,1,75,73,1,0,,,,true,true,true,false,2024-12-29 15:45:00
