id,api_football_id,name,firstname,lastname,age,nationality,height,weight,photo,in_csv,in_pq
172558,524021,Musab Al-Shaqsy,,,,,,,,true,true
90013,357049,E. Safin,,,,,,,https://media.api-sports.io/football/players/357049.png,true,true
197293,23839,Y.Dufour,,,,,,,https://media.api-sports.io/football/players/23839.png,true,true
135859,157334,Antônio Flávio,,,,,,,,true,true
184395,84445,B. Morel,,,,,,,,true,true
70133,400550,Gonçalo Sousa,,,,,,,https://media.api-sports.io/football/players/400550.png,true,true
122520,89110,B. Mózes,,,,,,,,true,true
209213,450624,L. Radet,,,,,,,,true,true
135772,234440,Filipinho,,,,,,,,true,true
116466,426109,Emanuel Mađarić,,,,,,,https://media.api-sports.io/football/players/426109.png,true,true
138166,39553,German Pacheco,,,,,,,https://media.api-sports.io/football/players/39553.png,true,true
210803,500198,Alexis Kentzinger,,,,,,,https://media.api-sports.io/football/players/500198.png,true,true
215113,37801,Masies Artien,,,,,,,https://media.api-sports.io/football/players/37801.png,true,true
41769,107309,J. Reed,,,,,,,,true,true
61201,21030,F. Rherras,,,,,,,https://media.api-sports.io/football/players/21030.png,true,true
216703,133799,A. Bruijn,,,,,,,,true,true
137925,65855,Juan Alemán,,,,,,,https://media.api-sports.io/football/players/65855.png,true,true
163251,175922,N. Adamolekun,,,,,,,,true,true
182115,186267,J. Nkrumah,,,,,,,,true,true
141599,292094,Darrel Matsheke,,,,,,,https://media.api-sports.io/football/players/292094.png,true,true
146507,534410,D. Stojanovic,,,,,,,,true,true
206781,332992,H. Guimard,,,,,,,,true,true
86468,100014,E. Kebbie,,,,,,,https://media.api-sports.io/football/players/100014.png,true,true
92968,70616,Gustavo Noguera,,,,,,,https://media.api-sports.io/football/players/70616.png,true,true
215456,38421,R. Jongebloet,,,,,,,,true,true
112591,542798,A. Sawafta,,,,,,,,true,true
175830,117010,M. Bilić,,,,,,,,true,true
207555,275640,M. Ravalet,,,,,,,,true,true
119757,253906,N. Cañizares,,,,,,,,true,true
107933,99552,Park Joon-Tae,,,,,,,,true,true
162953,102504,S. Rivas,,,,,,,,true,true
82316,413230,P. Miller,,,,,,,https://media.api-sports.io/football/players/413230.png,true,true
209679,249392,M. Fergani,,,,,,,,true,true
160855,210189,N. Pavlovs,,,,,,,,true,true
186835,118676,R. Conway,,,,,,,,true,true
64681,91171,M. Hober,,,,,,,,true,true
172919,210518,E. Sundin,,,,,,,,true,true
171268,423988,Xolani Gama,,,,,,,,true,true
81614,201785,J. DeZart,,,,,,,https://media.api-sports.io/football/players/201785.png,true,true
118356,16332,John Pereira,,,,,,,https://media.api-sports.io/football/players/16332.png,true,true
204329,192807,A. Dias Ferreira,,,,,,,,true,true
114699,2530,Pedro Miguel Correia,,,,,,,https://media.api-sports.io/football/players/2530.png,true,true
53969,31606,Claiton,,,,,,,https://media.api-sports.io/football/players/31606.png,true,true
195065,380900,Niclas Wessels,,,,,,,https://media.api-sports.io/football/players/380900.png,true,true
183775,255415,A. Pătraş,,,,,,,,true,true
72363,61847,Recep Niyaz,,,,,,,https://media.api-sports.io/football/players/61847.png,true,true
46041,7037,Lewis Miller,,,,,,,https://media.api-sports.io/football/players/7037.png,true,true
56673,434035,Joel Malusa,,,,,,,https://media.api-sports.io/football/players/434035.png,true,true
109844,385702,A. Haffout,,,,,,,,true,true
130330,501207,S. Padilla,,,,,,,,true,true
136887,157286,Rodrigo Ferreira,,,,,,,https://media.api-sports.io/football/players/157286.png,true,true
58111,53634,P. Boumal,,,,,,,https://media.api-sports.io/football/players/53634.png,true,true
88014,43457,Aleksandr Cherevko,,,,,,,https://media.api-sports.io/football/players/43457.png,true,true
182114,186385,I. Mensah,,,,,,,,true,true
199357,250070,E. Dioclès,,,,,,,,true,true
175730,568413,Tyrone Samba,,,,,,,https://media.api-sports.io/football/players/568413.png,true,true
67536,38775,Tim Zeegers,,,,,,,https://media.api-sports.io/football/players/38775.png,true,true
211928,190670,L. Leray,,,,,,,,true,true
207047,346000,L. Antunes,,,,,,,,true,true
72373,49860,E. Višća,,,,,,,https://media.api-sports.io/football/players/49860.png,true,true
188778,494922,L. Rose,,,,,,,,true,true
114592,57524,Ahmad Koheyl,,,,,,,,true,true
132711,109770,Jalen Arko,,,,,,,,true,true
47827,506470,T. Cursons,,,,,,,https://media.api-sports.io/football/players/506470.png,true,true
45166,231063,D. Williams,,,,,,,https://media.api-sports.io/football/players/231063.png,true,true
177429,359587,J. Amijekori,,,,,,,,true,true
958,114821,M. Tierney,,,,,,,,true,true
154648,551225,A. Donny Sylla,,,,,,,,true,true
54843,881,Hans Nicolussi Caviglia,,,,,,,https://media.api-sports.io/football/players/881.png,true,true
190310,498094,Jorge Rodríguez,,,,,,,,true,true
174295,9071,K. Kordić,,,,,,,,true,true
75118,34711,A. Taggart,,,,,,,https://media.api-sports.io/football/players/34711.png,true,true
217041,130698,I. Span,,,,,,,,true,true
196991,315964,Paolo Venturelli,,,,,,,https://media.api-sports.io/football/players/315964.png,true,true
207659,348549,A. Untereiner,,,,,,,,true,true
120252,59475,Carlos Romaña,,,,,,,https://media.api-sports.io/football/players/59475.png,true,true
43899,284208,J. McGlynn,,,,,,,https://media.api-sports.io/football/players/284208.png,true,true
58275,15403,V. Bessat,,,,,,,https://media.api-sports.io/football/players/15403.png,true,true
186391,154154,Jey Siva,,,,,,,https://media.api-sports.io/football/players/154154.png,true,true
204306,192800,Y. Martin,,,,,,,,true,true
110378,535172,M. Es Sahel,,,,,,,,true,true
122382,228367,S. Ádám,,,,,,,,true,true
95666,47869,L. Silka,,,,,,,https://media.api-sports.io/football/players/47869.png,true,true
196935,281024,J. Ghezzi,,,,,,,,true,true
135680,234397,Rodrigo Cobrinha,,,,,,,,true,true
142100,386966,Sihle Makhubela,,,,,,,https://media.api-sports.io/football/players/386966.png,true,true
183292,191924,Adrian Revilla,,,,,,,https://media.api-sports.io/football/players/191924.png,true,true
139257,579004,Y. Gutierrez Cuenca,,,,,,,,true,true
169693,78953,Ngue Paul Olivier,,,,,,,,true,true
181478,144264,Álex Prendes,,,,,,,,true,true
83582,33292,M. Hayashi,,,,,,,https://media.api-sports.io/football/players/33292.png,true,true
178323,496928,Mark Đokaj,,,,,,,https://media.api-sports.io/football/players/496928.png,true,true
200636,85034,K. Cardinali,,,,,,,,true,true
131001,68075,Nicolás Mancilla,,,,,,,https://media.api-sports.io/football/players/68075.png,true,true
69547,130262,Afonso Sousa,,,,,,,https://media.api-sports.io/football/players/130262.png,true,true
64300,178121,Ahmed Azaouagh,,,,,,,https://media.api-sports.io/football/players/178121.png,true,true
41884,234132,J. Barrington,,,,,,,,true,true
139432,15004,E. Nuredinoski,,,,,,,,true,true
64261,259335,M. Calamita,,,,,,,,true,true
131761,627847,Tomás Leyton,,,,,,,https://media.api-sports.io/football/players/627847.png,true,true
97938,78990,James Chamanga,,,,,,,https://media.api-sports.io/football/players/78990.png,true,true
63884,442151,N. Swider,,,,,,,https://media.api-sports.io/football/players/442151.png,true,true
203788,22579,R. Calonge,,,,,,,,true,true
138122,65676,D. Rodriguez,,,,,,,https://media.api-sports.io/football/players/65676.png,true,true
89482,7557,Mario Leitgeb,,,,,,,https://media.api-sports.io/football/players/7557.png,true,true
61585,206498,E. Breviglieri,,,,,,,https://media.api-sports.io/football/players/206498.png,true,true
129863,133209,G. Alán,,,,,,,,true,true
62021,384896,Clément Darribère,,,,,,,https://media.api-sports.io/football/players/384896.png,true,true
121731,210509,Y. Mbengono,,,,,,,,true,true
154218,8800,J. Laverge,,,,,,,,true,true
170808,293033,M. Jibrin,,,,,,,,true,true
204257,192456,A. Martinez,,,,,,,,true,true
103654,26911,M. Vellidis,,,,,,,,true,true
1243,882,David De Gea,,,,,,,https://media.api-sports.io/football/players/882.png,true,true
72484,118085,E. Güngör,,,,,,,https://media.api-sports.io/football/players/118085.png,true,true
139763,221276,N. Mämmädov,,,,,,,,true,true
68385,41684,Areias,,,,,,,https://media.api-sports.io/football/players/41684.png,true,true
140520,546018,H. Isayev,,,,,,,,true,true
190992,610309,A. M. Lopez,,,,,,,,true,true
93861,5356,P. Cortizo,,,,,,,https://media.api-sports.io/football/players/5356.png,true,true
199850,21740,C. Bruynaert,,,,,,,,true,true
46831,467713,H. Smith,,,,,,,https://media.api-sports.io/football/players/467713.png,true,true
150165,88937,B. Moya,,,,,,,,true,true
98852,288576,Abdurasul Abudulam,,,,,,,https://media.api-sports.io/football/players/288576.png,true,true
188933,288108,O. Basey,,,,,,,,true,true
91743,96329,Luís Mata,,,,,,,https://media.api-sports.io/football/players/96329.png,true,true
129448,14074,R. Miranda,,,,,,,,true,true
214482,496569,Aly Ismail,,,,,,,,true,true
95439,521993,Tomas Lavezzi,,,,,,,https://media.api-sports.io/football/players/521993.png,true,true
167419,64555,S. Robles,,,,,,,https://media.api-sports.io/football/players/64555.png,true,true
158653,565424,R. Marin,,,,,,,,true,true
74728,44977,D. Imrie,,,,,,,,true,true
213869,279612,Saldanha,,,,,,,,true,true
36621,87774,Harvey Bradbury,,,,,,,https://media.api-sports.io/football/players/87774.png,true,true
111506,269360,Mohamed Hossam,,,,,,,https://media.api-sports.io/football/players/269360.png,true,true
109383,195005,M. Nahdi,,,,,,,,true,true
214945,613948,R. Cavalinhos,,,,,,,,true,true
120446,113017,E. Morillo,,,,,,,https://media.api-sports.io/football/players/113017.png,true,true
206466,334834,B. Leroy,,,,,,,https://media.api-sports.io/football/players/334834.png,true,true
85856,407364,Álex Valencia,,,,,,,https://media.api-sports.io/football/players/407364.png,true,true
19269,19725,J. Emmanuel,,,,,,,https://media.api-sports.io/football/players/19725.png,true,true
170668,32727,Demario Phillips,,,,,,,https://media.api-sports.io/football/players/32727.png,true,true
74982,117345,L. Gallacher,,,,,,,,true,true
114733,57547,Marwan Ahmed,,,,,,,,true,true
74844,117367,O. Daley,,,,,,,,true,true
62254,25193,Karim Guédé,,,,,,,https://media.api-sports.io/football/players/25193.png,true,true
109079,36631,T. Seyam,,,,,,,https://media.api-sports.io/football/players/36631.png,true,true
196165,31943,S. Bregliano,,,,,,,,true,true
143129,63733,D. Kopytov,,,,,,,,true,true
60330,21268,D. Zola,,,,,,,,true,true
212778,199754,Tiago Rente,,,,,,,,true,true
91529,125643,Titas Milašius,,,,,,,https://media.api-sports.io/football/players/125643.png,true,true
77949,114408,Marcelo Costa,,,,,,,https://media.api-sports.io/football/players/114408.png,true,true
193507,90985,L. Vanli,,,,,,,,true,true
211773,22315,A. Fabre,,,,,,,,true,true
97975,12948,Jin Bo,,,,,,,https://media.api-sports.io/football/players/12948.png,true,true
202317,86029,W. Milandou,,,,,,,,true,true
205581,301904,Yann Marchal,,,,,,,https://media.api-sports.io/football/players/301904.png,true,true
214367,389996,Tomás Rosete,,,,,,,,true,true
123154,544887,B. Vekony,,,,,,,,true,true
90697,48766,Denis Simani,,,,,,,https://media.api-sports.io/football/players/48766.png,true,true
171162,313768,J. Franco,,,,,,,,true,true
50186,194750,El Bilal Toure,,,,,,,https://media.api-sports.io/football/players/194750.png,true,true
151468,107494,M. Kukrika,,,,,,,,true,true
172640,433577,R. Bangsungnoen,,,,,,,,true,true
116461,128701,Tomislav Gudelj,,,,,,,https://media.api-sports.io/football/players/128701.png,true,true
82006,163052,H. Neville,,,,,,,https://media.api-sports.io/football/players/163052.png,true,true
138592,326775,S. Pardo,,,,,,,,true,true
61016,36567,S. Alami,,,,,,,https://media.api-sports.io/football/players/36567.png,true,true
79214,9826,Airton,,,,,,,https://media.api-sports.io/football/players/9826.png,true,true
158962,38541,T. Rerimassie,,,,,,,,true,true
160763,72462,K. Aļekseičiks,,,,,,,,true,true
54121,43011,M. Bălașa,,,,,,,https://media.api-sports.io/football/players/43011.png,true,true
44875,19371,Frederik Nielsen,,,,,,,https://media.api-sports.io/football/players/19371.png,true,true
87377,363852,Marius Andresen,,,,,,,https://media.api-sports.io/football/players/363852.png,true,true
135666,78047,Felipe Alves,,,,,,,https://media.api-sports.io/football/players/78047.png,true,true
144328,128578,J. Germano,,,,,,,,true,true
159204,127812,J. van Leeuwen,,,,,,,,true,true
212254,629777,Sacha Cortes,,,,,,,https://media.api-sports.io/football/players/629777.png,true,true
138497,307038,Martín Chiatti,,,,,,,https://media.api-sports.io/football/players/307038.png,true,true
